mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,197,199,200,201,202,n_gl
emergence delirium,Drug,normal saline,2,,,,,,2,,2
emergence delirium,Drug,saline,2,,,,,,2,,2
emergencies,placebo,placebo,7,,1,,,,8,,8
emergencies,Drug,ketamine,7,,,,,2,5,,7
emergencies,Drug,haloperidol,4,,2,,,1,5,,6
emergencies,Drug,midazolam,4,,1,,,1,4,,5
emergencies,Drug,propofol,4,,,,,2,2,,4
emergencies,Drug,metoclopramide,2,,1,,,1,2,,3
emergencies,Drug,normal saline,3,,,,,,3,,3
emergencies,Drug,diphenhydramine,1,,1,,,,2,,2
emergencies,Drug,morphine,2,,,,,,2,,2
emergencies,Drug,ondansetron,1,,1,,,1,1,,2
emergencies,Drug,saline,2,,,,,1,1,,2
emphysema,placebo,placebo,4,,,,,1,3,,4
encephalitis,Biological,imojevâ®: live attenuated japanese encephalitis chimeric virus vaccine,2,,,,,,2,,2
encephalitis,Biological,ixiaroâ®,2,,,,,,2,,2
encephalitis,Biological,tick-borne encephalitis (tbe) vaccine (inactivated),2,,,,,1,1,,2
encephalitis,Other,blood draw,2,,,,,,2,,2
"encephalitis, japanese",Biological,imojevâ®: live attenuated japanese encephalitis chimeric virus vaccine,2,,,,,,2,,2
"encephalitis, japanese",Biological,ixiaroâ®,2,,,,,,2,,2
"encephalitis, tick-borne",Biological,tick-borne encephalitis (tbe) vaccine (inactivated),2,,,,,1,1,,2
endocarditis,Drug,daptomycin,,,3,,,1,2,,3
endocarditis,Drug,vancomycin,1,,1,,,,2,,2
endocarditis,Other,detection of microbial dna in blood by septifastâ®,2,,,,,,2,,2
"endocarditis, bacterial",Drug,daptomycin,,,2,,,1,1,,2
endocrine system diseases,Drug,saizenâ® solution for injection (referred as saizenâ®),2,,,,,,2,,2
endometrial hyperplasia,Drug,17î² estradiol hemihydrate,2,,,,,,2,,2
endometriosis,placebo,placebo,4,,,,,,4,,4
endotoxemia,placebo,placebo,3,,,,,,3,,3
endotoxemia,Other,lps,2,,,,,,2,,2
enuresis,Biological,onabotulinumtoxina,2,,,,,,2,,2
enuresis,Device,advantage â„¢ system,2,,,,,2,,,2
enuresis,Device,prefyx ppsâ„¢ system,2,,,,,2,,,2
enuresis,Drug,desmopressin melt form 120 î¼g,2,,,,,,2,,2
enuresis,Drug,solifenacin,2,,,,,,2,,2
enuresis,Drug,solifenacin succinate,2,,,,,2,,,2
enuresis,placebo,placebo,2,,,,,1,1,,2
"epilepsies, partial",Drug,levetiracetam,6,,,,,3,3,,6
"epilepsies, partial",Drug,lacosamide,3,,,,,,3,,3
"epilepsies, partial",Drug,pregabalin,2,,1,,,,3,,3
"epilepsies, partial",Drug,oxcarbazepine,2,,,,,1,1,,2
epilepsy,Drug,levetiracetam,8,,,,,5,3,,8
epilepsy,Drug,lamotrigine,6,,,,,2,4,,6
epilepsy,Drug,lacosamide,5,,,,,,5,,5
epilepsy,Drug,carbamazepine,4,,,,,1,3,,4
epilepsy,Drug,zonisamide,4,,,,,3,1,,4
epilepsy,placebo,placebo,4,,,,,3,1,,4
epilepsy,Drug,levetiracetam (keppra),3,,,,,3,,,3
epilepsy,Drug,pregabalin,2,,1,,,,3,,3
epilepsy,Drug,topiramate,3,,,,,1,2,,3
epilepsy,Device,rnsâ® system,2,,,,,,2,,2
epilepsy,Drug,ivermectin,2,,,,,,2,,2
epilepsy,Drug,perampanel,1,,1,,,,2,,2
"epilepsy, complex partial",Drug,pregabalin,1,,1,,,,2,,2
erectile dysfunction,placebo,placebo,15,,,,,10,5,,15
erectile dysfunction,Drug,tadalafil,7,,,,,2,5,,7
erectile dysfunction,Drug,"levitra (vardenafil, bay38-9456)",6,,,,,6,,,6
erectile dysfunction,Drug,sildenafil,3,,,,,2,1,,3
erectile dysfunction,Drug,sildenafil citrate,3,,,,,1,2,,3
erectile dysfunction,Drug,vardenafil,2,,,,,,2,,2
erectile dysfunction,Drug,"vardenafil (levitra, bay38-9456)",2,,,,,2,,,2
erythema,Drug,"bay207543 (bepanthol, bepantolâ® derma spray)",2,,,,,,2,,2
erythema,Drug,doxycycline,2,,,,,1,1,,2
erythema chronicum migrans,Drug,doxycycline,2,,,,,1,1,,2
esophageal and gastric varices,Drug,terlipressin,3,,,,,1,2,,3
esophageal and gastric varices,Drug,carvedilol,2,,,,,,2,,2
esophageal and gastric varices,Drug,propranolol,2,,,,,,2,,2
esophageal neoplasms,Drug,sodium glycididazole,1,,2,,,,3,,3
esophageal stenosis,Device,metal stent (wallflexâ„¢ esophageal rx),2,,,,,,2,,2
esophagitis,Drug,lansoprazole,4,,,,,3,1,,4
esophagitis,Drug,esomeprazole,2,,,,,2,,,2
esophagitis,Drug,newrabellâ®10mg,2,,,,,,2,,2
"esophagitis, peptic",Drug,esomeprazole,5,,,,,5,,,5
"esophagitis, peptic",Drug,lansoprazole,2,,,,,1,1,,2
"esophagitis, peptic",Drug,newrabellâ®10mg,2,,,,,,2,,2
"esophagitis, peptic",Drug,rabeprazole,2,,,,,2,,,2
"esophagitis, peptic",placebo,placebo,2,,,,,2,,,2
essential hypertension,Drug,amlodipine,6,,,,,2,4,,6
essential hypertension,Drug,aliskiren,4,,,,,3,1,,4
essential hypertension,Drug,olmesartan medoxomil,3,,1,,,3,1,,4
essential hypertension,Drug,valsartan,4,,,,,1,3,,4
essential hypertension,Drug,atenolol,2,,1,,,,3,,3
essential hypertension,Drug,bisoprolol,3,,,,,1,2,,3
essential hypertension,Drug,hydrochlorothiazide,3,,,,,2,1,,3
essential hypertension,Drug,ramipril,3,,,,,1,2,,3
essential hypertension,Device,ambulatory blood pressure monitoring,1,,1,,,1,1,,2
essential hypertension,Drug,"amlodipine, if necessary",2,,,,,2,,,2
essential hypertension,Drug,amlodipine/valsartan,2,,,,,,2,,2
essential hypertension,Drug,"hydrochlorothiazide, if necessary",2,,,,,2,,,2
essential hypertension,Drug,losartan,2,,,,,1,1,,2
essential hypertension,Drug,"olmesartan medoxomil / hydrochlorothiazide, if necessary / amlodipine, if necessary",2,,,,,2,,,2
essential hypertension,placebo,placebo,1,,1,,,2,,,2
essential hypertension,placebo,placebo to aliskiren,2,,,,,2,,,2
essential tremor,Drug,pregabalin,2,,,,,1,1,,2
eunuchism,Drug,natestoâ® (4.5% nasal testosterone) nasal gel,2,,,,,,2,,2
exocrine pancreatic insufficiency,Drug,creon,1,,1,,,,2,,2
exocrine pancreatic insufficiency,Drug,eur-1008 (apt-1008),2,,,,,,2,,2
exocrine pancreatic insufficiency,Drug,"kreonâ® 25,000",2,,,,,,2,,2
exocrine pancreatic insufficiency,Drug,"panzytratâ® 25,000",2,,,,,,2,,2
exocrine pancreatic insufficiency,placebo,placebo,1,,1,,,,2,,2
eye diseases,Device,istent,2,,,,,,2,,2
eye diseases,Drug,lotemax,2,,,,,1,1,,2
eye diseases,Drug,restasis,2,,,,,1,1,,2
eyelid diseases,Device,blephasteam,2,,,,,,2,,2
fabry disease,Biological,agalsidase beta,2,,,,,1,1,,2
facies,Biological,onabotulinumtoxina,2,,,,,,2,,2
facies,Device,juvã‰dermâ® ultra plus xc,2,,,,,,2,,2
facies,Device,juvã‰dermâ® ultra xc,2,,,,,,2,,2
facies,Device,juvã‰dermâ® volumaâ® xc,2,,,,,,2,,2
familial primary pulmonary hypertension,placebo,placebo,4,1,2,,,1,4,2,7
familial primary pulmonary hypertension,Drug,tadalafil,3,,2,,,,4,1,5
familial primary pulmonary hypertension,Drug,bosentan,4,,,,,1,3,,4
familial primary pulmonary hypertension,Drug,flolanâ®,4,,,,,,4,,4
familial primary pulmonary hypertension,Drug,sildenafil,4,,,,,,3,1,4
familial primary pulmonary hypertension,Drug,ambrisentan,2,,1,,,,3,,3
familial primary pulmonary hypertension,Drug,act-385781a (actelion epoprostenol),2,,,,,,2,,2
familial primary pulmonary hypertension,Drug,macitentan,1,,1,,,,2,,2
familial primary pulmonary hypertension,Drug,sildenafil citrate,1,,1,,,,2,,2
familial primary pulmonary hypertension,Drug,tracleerâ®,2,,,,,2,,,2
fasciitis,Device,arthrocare topazâ„¢ microdebriderâ„¢ using coblation,2,,,,,2,,,2
"fasciitis, plantar",Device,arthrocare topazâ„¢ microdebriderâ„¢ using coblation,2,,,,,2,,,2
fatigue,placebo,placebo,15,,2,,1,4,12,,17
fatigue,Drug,modafinil,3,1,,,,1,2,1,4
fatigue,Drug,armodafinil,2,,,,,,2,,2
fatigue,Drug,methylprednisolone,2,,,,,1,1,,2
fatigue,Drug,sodium oxybate,1,,1,,,1,1,,2
"fatigue syndrome, chronic",placebo,placebo,2,,1,,,1,2,,3
"fatigue syndrome, chronic",Drug,sodium oxybate,1,,1,,,1,1,,2
fatty liver,placebo,placebo,6,1,2,,,1,7,1,9
fatty liver,Drug,exenatide,4,,,,,1,3,,4
fatty liver,Drug,liraglutide,4,,,,,,4,,4
fatty liver,Drug,pioglitazone,2,,2,,,1,3,,4
fatty liver,Drug,metformin,2,1,,,,,2,1,3
fatty liver,Drug,insulin glargine,2,,,,,,2,,2
fatty liver,Drug,raltegravir,2,,,,,,2,,2
fatty liver,placebo,liraglutide - placebo,2,,,,,,2,,2
febrile neutropenia,Drug,liposomal amphotericin b (ambisomeâ®),,,2,,,2,,,2
febrile neutropenia,Other,detection of microbial dna in blood by septifastâ®,2,,,,,,2,,2
feeding and eating disorders,placebo,placebo,3,,,,,3,,,3
femoral fractures,Device,depuy asrâ„¢ hip system,,,4,,,,4,,4
femoral fractures,Device,depuy proximaâ„¢ hip,,,4,,,,4,,4
femoral fractures,Device,marathonâ„¢,2,,,,,2,,,2
femoral fractures,Device,pinnacleâ„¢ acetabular system,,,2,,,2,,,2
femoral fractures,Device,smartsetâ® ghv bone cement,2,,,,,,2,,2
femoral fractures,Device,smartsetâ® hv bone cement,2,,,,,,2,,2
fetal death,Drug,misoprostol,2,,,,,1,1,,2
fetal growth retardation,Drug,somatropin,2,,,,,2,,,2
"fetal membranes, premature rupture",Drug,misoprostol,2,,,,,1,1,,2
"fetal membranes, premature rupture",Drug,pge2 gel,2,,,,,1,1,,2
fever,placebo,placebo,3,,,,,,3,,3
fever,Drug,doxycycline,2,,,,,,2,,2
fever,Drug,ibuprofen,2,,,,,1,1,,2
fever,Drug,intravenous ibuprofen,1,,1,,,,2,,2
fever,Other,detection of microbial dna in blood by septifastâ®,2,,,,,,2,,2
fibromyalgia,placebo,placebo,13,,1,,,4,10,,14
fibromyalgia,Drug,milnacipran,5,,,,,,5,,5
fibromyalgia,Drug,pregabalin,3,,,,,,3,,3
fibromyalgia,Drug,quetiapine,3,,,,,,3,,3
fibromyalgia,Drug,amitriptyline,2,,,,,1,1,,2
fibromyalgia,Other,physical therapy,2,,,,,1,1,,2
fibrosis,placebo,placebo,16,,3,,,6,13,,19
fibrosis,Drug,nintedanib,3,1,,,,,3,1,4
fibrosis,Drug,thymosin-î±,4,,,,,,4,,4
fibrosis,Drug,albumin,3,,,,,,3,,3
fibrosis,Drug,entecavir,3,,,,,,3,,3
fibrosis,Device,littmann â®,2,,,,,,2,,2
fibrosis,Device,tobi podhaler,2,,,,,,2,,2
fibrosis,Drug,ataluren,2,,,,,,2,,2
fibrosis,Drug,azithromycin,2,,,,,,1,1,2
fibrosis,Drug,dornase alfa,,,2,,,2,,,2
fibrosis,Drug,dornase alfa [pulmozymeâ®],2,,,,,,2,,2
fibrosis,Drug,eur-1008 (apt-1008),2,,,,,,2,,2
fibrosis,Drug,furosemide,2,,,,,2,,,2
fibrosis,Drug,itraconazole,1,,1,,,,2,,2
fibrosis,Drug,"kreonâ® 25,000",2,,,,,,2,,2
fibrosis,Drug,"panzytratâ® 25,000",2,,,,,,2,,2
fibrosis,Drug,pirfenidone,2,,,,,,2,,2
fibrosis,Drug,rifaximin,2,,,,,,2,,2
fibrosis,Drug,rifaximin-î±,2,,,,,,2,,2
fibrosis,Drug,somatostatin,2,,,,,,1,1,2
fibrosis,Drug,tacrolimus,1,,1,,,,2,,2
fibrosis,Drug,terlipressin,2,,,,,,1,1,2
fibrosis,Drug,tobramycin inhalation powder,1,,1,,,,2,,2
fibrosis,Drug,treatment with entecavir(baracludeâ®),,,2,,,,2,,2
fissure in ano,Drug,flavonilâ® cps,2,,,,,,2,,2
fissure in ano,Drug,flavonilâ® cream,2,,,,,,2,,2
foot-and-mouth disease,Biological,ev71 inactived vaccineï¼ˆhuman diploid cellsï¼‰,2,,,,,,2,,2
foot-and-mouth disease,Biological,ev71 inactived vaccineï¼ˆvero cellsï¼‰,2,,,,,,2,,2
foot dermatoses,Drug,loceryl nl,2,,,,,,2,,2
foot ulcer,Drug,santyl,3,,,,,,3,,3
foot ulcer,placebo,placebo,1,,2,,,,3,,3
foot ulcer,Biological,collagenase santylâ® ointment,2,,,,,,2,,2
foot ulcer,Biological,santyl,2,,,,,,2,,2
foot ulcer,Device,regenercellâ„¢ autologous cell harvesting device,2,,,,,,2,,2
foot ulcer,Drug,amerigelâ®,,,2,,,,2,,2
foot ulcer,Drug,integraâ„¢ flowable matrix (collagen),,,2,,,,2,,2
foot ulcer,Drug,octeniseptâ®,,,2,,,,2,,2
foot ulcer,Other,grafixprimeâ®,2,,,,,,2,,2
foot ulcer,Other,truskinâ®,,,2,,,,2,,2
foot ulcer,Procedure,control,2,,,,,,2,,2
forearm injuries,Drug,ropivacaine,2,,,,,1,1,,2
"fractures, bone",Drug,ropivacaine,6,,1,,,,7,,7
"fractures, bone",placebo,placebo,4,,2,,,1,5,,6
"fractures, bone",Drug,saline,3,,2,,,1,4,,5
"fractures, bone",Device,balloon kyphoplasty,2,,1,,,,3,,3
"fractures, bone",Device,general anesthesia managed by the smartpilotâ® view,2,,,,,,2,,2
"fractures, bone",Device,general anesthesia managed without the smartpilotâ® view,2,,,,,,2,,2
"fractures, bone",Device,"kyphonâ® balloon kyphoplasty (kyphon inc; sunnydale, ca)",2,,,,,,2,,2
"fractures, bone",Device,marathonâ„¢,2,,,,,2,,,2
"fractures, bone",Device,pinnacleâ„¢ acetabular system,,,2,,,2,,,2
"fractures, bone",Device,smartsetâ® ghv bone cement,2,,,,,,2,,2
"fractures, bone",Device,smartsetâ® hv bone cement,2,,,,,,2,,2
"fractures, bone",Drug,0.9% sodium chloride solution,2,,,,,,2,,2
"fractures, bone",Drug,acetaminophen,2,,,,,,2,,2
"fractures, bone",Drug,dexamethasone,1,,1,,,,2,,2
"fractures, bone",Drug,epinephrine,2,,,,,,2,,2
"fractures, bone",Drug,morphine,2,,,,,,2,,2
"fractures, bone",Drug,teriparatide,2,,,,,,2,,2
"fractures, bone",Drug,tranexamic acid,1,,1,,,,2,,2
"fractures, bone",Procedure,vertebroplasty,1,,1,,,,2,,2
"fractures, compression",Device,"kyphonâ® balloon kyphoplasty (kyphon inc; sunnydale, ca)",2,,,,,,2,,2
"fractures, compression",Device,kyphonâ® curette,2,,,,,,2,,2
"gait disorders, neurologic",placebo,placebo,2,,,,,,2,,2
gallbladder diseases,Drug,propofol,2,,,,,1,1,,2
gallstones,Drug,levobupivacaine,2,,,,,,2,,2
gallstones,Drug,lidocaine,2,,,,,,2,,2
gallstones,Drug,ondansetron,2,,,,,1,1,,2
gallstones,placebo,placebo,1,,1,,,,2,,2
gastritis,Drug,amoxicillin,3,,,,,,3,,3
gastritis,Drug,berberine,3,,,,,,3,,3
gastritis,Drug,bismuth,3,,,,,,3,,3
gastritis,Drug,esomeprazole,3,,,,,,3,,3
gastritis,Drug,clarithromycin,2,,,,,,2,,2
gastritis,Drug,stillen tab.,2,,,,,,2,,2
gastroenteritis,placebo,placebo,7,,,,,,7,,7
gastroenteritis,Drug,ondansetron,2,,,,,,2,,2
gastroesophageal reflux,Drug,esomeprazole,11,,,,,10,1,,11
gastroesophageal reflux,Drug,lansoprazole,5,,1,,,4,2,,6
gastroesophageal reflux,Drug,omeprazole,3,,2,,,1,4,,5
gastroesophageal reflux,Drug,rabeprazole,3,,,,,3,,,3
gastroesophageal reflux,placebo,placebo,3,,,,,2,1,,3
gastroesophageal reflux,Device,bravoâ® ph monitoring system,2,,,,,,2,,2
gastroesophageal reflux,Drug,domperidone,2,,,,,,2,,2
gastroesophageal reflux,Drug,esomeprazole (nexiumâ®),2,,,,,2,,,2
gastroesophageal reflux,Drug,pantoprazole,1,,1,,,2,,,2
gastroesophageal reflux,Drug,xolaamâ®,2,,,,,2,,,2
gastroesophageal reflux,Procedure,esophageal,2,,,,,2,,,2
gastroesophageal reflux,Procedure,esophageal/laryngeal biopsies,2,,,,,2,,,2
gastroesophageal reflux,Procedure,laryngeal biopsies,2,,,,,2,,,2
gastroesophageal reflux,Procedure,physical exam,2,,,,,2,,,2
gastrointestinal diseases,Drug,idiazole 20mg dr tabs,2,,,,,,2,,2
gastrointestinal diseases,Drug,pariet 20 mg dr tabs,2,,,,,,2,,2
gastrointestinal hemorrhage,placebo,placebo,4,,,,,,4,,4
gastrointestinal stromal tumors,Drug,imatinib mesylate,2,,,,,1,1,,2
"genetic diseases, inborn",Device,norditropin nordiflexâ®,2,,,,,,2,,2
"genetic diseases, inborn",Drug,somatropin,2,,,,,2,,,2
gingival recession,Procedure,coronally advanced flap,3,,,,,,3,,3
gingival recession,Device,mucograft,2,,,,,,2,,2
gingival recession,Drug,chlorhexidine gluconate,2,,,,,,2,,2
gingivitis,Drug,fluoride toothpaste,4,,,,,1,3,,4
gingivitis,Drug,triclosan,4,,,,,1,3,,4
gingivitis,placebo,placebo,3,,,,,,3,,3
gingivitis,Drug,cetylpyridinium chloride mouthwash,2,,,,,,2,,2
gingivitis,Drug,colgate cavity protection toothpaste,2,,,,,,2,,2
gingivitis,Drug,copolymer,2,,,,,1,1,,2
gingivitis,Drug,marketed cavity protection toothpaste,2,,,,,,2,,2
gingivitis,Drug,marketed toothpaste,2,,,,,,2,,2
gingivitis,Drug,sodium monofluorophosphate toothpaste,2,,,,,1,1,,2
gingivitis,Drug,stannous fluoride toothpaste,2,,,,,,2,,2
gingivitis,Drug,triclosan/copolymer/fluoride toothpaste,2,,,,,1,1,,2
gingivitis,Drug,triclosan/fluoride toothpaste,2,,,,,,2,,2
glaucoma,Drug,brinzolamide 1%,11,,,,,2,9,,11
glaucoma,Drug,latanoprost,9,,2,,,4,7,,11
glaucoma,Drug,travoprost 0.004%,10,,1,,,3,8,,11
glaucoma,Drug,travoprost,6,,2,,,2,6,,8
glaucoma,Drug,brinzolamide,5,,1,,,,6,,6
glaucoma,Drug,latanoprost ophthalmic solution 0.005% (xalatanâ®),6,,,,,6,,,6
glaucoma,Drug,travoprost ophthalmic solution 0.004% with sofziaâ® preservative system (travatan zâ®),6,,,,,6,,,6
glaucoma,Device,istent,5,,,,,1,4,,5
glaucoma,Drug,bimatoprost,5,,,,,1,4,,5
glaucoma,Drug,timolol,5,,,,,2,3,,5
glaucoma,Drug,timolol maleate 0.5%,4,,,,,2,2,,4
glaucoma,Drug,travoprost 0.004% ophthalmic solution,4,,,,,,4,,4
glaucoma,Drug,bimatoprost 0.01%,3,,,,,,3,,3
glaucoma,Drug,bimatoprost 0.01% ophthalmic solution,3,,,,,,3,,3
glaucoma,Drug,brimonidine 0.2% ophthalmic suspension,3,,,,,,3,,3
glaucoma,Drug,brinzolamide 1%/brimonidine 0.2% ophthalmic suspension,3,,,,,,3,,3
glaucoma,Drug,brinzolamide 1.0%,2,,1,,,2,1,,3
glaucoma,Drug,cosopt,2,,1,,,2,1,,3
glaucoma,Drug,dorzolamide,3,,,,,1,2,,3
glaucoma,Drug,latanoprost 0.005%,3,,,,,2,1,,3
glaucoma,Drug,latanoprost 0.005% ophthalmic solution,3,,,,,1,2,,3
glaucoma,Drug,ml,3,,,,,,3,,3
glaucoma,Drug,timolol fixed combination,3,,,,,2,1,,3
glaucoma,Drug,timolol maleate 0.5% fixed combination,3,,,,,2,1,,3
glaucoma,Drug,vehicle,3,,,,,,3,,3
glaucoma,Drug,xalatan,3,,,,,1,2,,3
glaucoma,Device,sensimed triggerfish,1,,1,,,,2,,2
glaucoma,Device,"spectralisâ® sd-oct, heidelberg engineering gmbh, h",,,2,,,,2,,2
glaucoma,Device,xenâ® gel stent,2,,,,,,2,,2
glaucoma,Drug,azopt,2,,,,,1,1,,2
glaucoma,Drug,bevacizumab,2,,,,,,2,,2
glaucoma,Drug,bimatoprost 0.03%,2,,,,,,2,,2
glaucoma,Drug,bimatoprost ophthalmic solution 0.01%,2,,,,,,2,,2
glaucoma,Drug,brimonidine tartrate,2,,,,,,2,,2
glaucoma,Drug,brimonidine tartrate 0.2%,2,,,,,2,,,2
glaucoma,Drug,brimonidine tartrate 0.2%/timolol maleate 0.5% fixed combination,2,,,,,2,,,2
glaucoma,Drug,brinzolamide/timolol maleate fixed combination,1,,1,,,,2,,2
glaucoma,Drug,brinzolamide/timolol maleate fixed combination (azarga),2,,,,,,2,,2
glaucoma,Drug,dorzolamide hcl 2%,2,,,,,2,,,2
glaucoma,Drug,fixed combination of brimonidine tartrate 0.2% timolol maleate 0.5% ophthalmic solution,2,,,,,1,1,,2
glaucoma,Drug,hypromellose 0.3%,2,,,,,,2,,2
glaucoma,Drug,tafluprost,2,,,,,,2,,2
glaucoma,Drug,timolol 0.5%,2,,,,,,2,,2
glaucoma,Drug,timolol 0.5% fixed combination ophthalmic solution,1,,1,,,,2,,2
glaucoma,Drug,timolol 0.5% ophthalmic solution,2,,,,,,2,,2
glaucoma,Drug,timolol maleate fixed combination,1,,1,,,,2,,2
glaucoma,Drug,timolol maleate fixed combination (azarga),2,,,,,,2,,2
glaucoma,Drug,travatan z,2,,,,,,2,,2
glaucoma,Drug,travatanâ® z,2,,,,,2,,,2
glaucoma,Drug,travoprost 0.004% ophthalmic solution (travatan),2,,,,,1,1,,2
glaucoma,Drug,travoprost ophthalmic solution 0.004%,2,,,,,,2,,2
glaucoma,Drug,xalatanâ®,2,,,,,2,,,2
glaucoma,placebo,placebo (artificial tears),2,,,,,2,,,2
glaucoma,Procedure,trabeculectomy,2,,,,,1,1,,2
"glaucoma, open-angle",Drug,brinzolamide 1%,7,,1,,,1,7,,8
"glaucoma, open-angle",Drug,travoprost 0.004%,7,,1,,,1,7,,8
"glaucoma, open-angle",Device,istent,5,,,,,1,4,,5
"glaucoma, open-angle",Drug,latanoprost,5,,,,,2,3,,5
"glaucoma, open-angle",Drug,latanoprost ophthalmic solution 0.005% (xalatanâ®),4,,,,,4,,,4
"glaucoma, open-angle",Drug,travoprost ophthalmic solution 0.004% with sofziaâ® preservative system (travatan zâ®),4,,,,,4,,,4
"glaucoma, open-angle",Drug,bimatoprost 0.03%,3,,,,,1,2,,3
"glaucoma, open-angle",Drug,bimatoprost ophthalmic solution 0.01%,3,,,,,,3,,3
"glaucoma, open-angle",Drug,brimonidine 0.2% ophthalmic suspension,3,,,,,,3,,3
"glaucoma, open-angle",Drug,brinzolamide 1%/brimonidine 0.2% ophthalmic suspension,3,,,,,,3,,3
"glaucoma, open-angle",Drug,timolol,3,,,,,1,2,,3
"glaucoma, open-angle",Drug,timolol maleate 0.5%,3,,,,,1,2,,3
"glaucoma, open-angle",Device,xenâ® gel stent,2,,,,,,2,,2
"glaucoma, open-angle",Drug,bimatoprost 0.01%,2,,,,,,2,,2
"glaucoma, open-angle",Drug,brimonidine 0.1% (alphaganâ® p),2,,,,,2,,,2
"glaucoma, open-angle",Drug,brimonidine tartrate,2,,,,,,2,,2
"glaucoma, open-angle",Drug,brimonidine tartrate 0.2%,2,,,,,2,,,2
"glaucoma, open-angle",Drug,brimonidine tartrate 0.2%/timolol maleate 0.5% fixed combination,2,,,,,2,,,2
"glaucoma, open-angle",Drug,brinzolamide,1,,1,,,,2,,2
"glaucoma, open-angle",Drug,brinzolamide 1.0%,2,,,,,1,1,,2
"glaucoma, open-angle",Drug,dorzolamide hcl 2%,2,,,,,2,,,2
"glaucoma, open-angle",Drug,ml,2,,,,,,2,,2
"glaucoma, open-angle",Drug,prostaglandin analogue,2,,,,,,2,,2
"glaucoma, open-angle",Drug,timolol 0.5% combination ophthalmic solution,2,,,,,,2,,2
"glaucoma, open-angle",Drug,timolol 0.5% ophthalmic solution,2,,,,,,2,,2
"glaucoma, open-angle",Drug,timolol fixed combination,2,,,,,1,1,,2
"glaucoma, open-angle",Drug,timolol maleate 0.5% fixed combination,2,,,,,2,,,2
"glaucoma, open-angle",Drug,travoprost,2,,,,,,2,,2
"glaucoma, open-angle",Drug,travoprost 0.004% ophthalmic solution,2,,,,,,2,,2
"glaucoma, open-angle",Drug,travoprost 0.004% ophthalmic solution (travatan),2,,,,,1,1,,2
"glaucoma, open-angle",Drug,travoprost ophthalmic solution 0.004%,2,,,,,,2,,2
"glaucoma, open-angle",Drug,vehicle,2,,,,,,2,,2
"glaucoma, open-angle",placebo,placebo (artificial tears),2,,,,,2,,,2
glomerulonephritis,Drug,valsartan,1,,1,,,,2,,2
"glomerulonephritis, iga",Drug,aliskiren,1,,1,,,,2,,2
"glomerulonephritis, iga",Drug,bortezomib (velcadeâ®),2,,,,,,2,,2
"glomerulonephritis, iga",Drug,valsartan,1,,1,,,,2,,2
"glossitis, benign migratory",Drug,doxycycline,2,,,,,1,1,,2
glucose intolerance,placebo,placebo,10,,3,,,,13,,13
glucose intolerance,Drug,exenatide,6,,,,,1,5,,6
glucose intolerance,Drug,metformin,5,,,,,1,4,,5
glucose intolerance,Drug,acarbose,2,,1,,,1,2,,3
glucose intolerance,Drug,sitagliptin,3,,,,,,3,,3
glucose intolerance,Drug,dapagliflozin,2,,,,,,2,,2
glucose intolerance,Drug,pioglitazone,2,,,,,1,1,,2
glucose intolerance,Drug,saxagliptin,1,,1,,,,2,,2
glucosephosphate dehydrogenase deficiency,Drug,primaquine,1,,1,,,,2,,2
glycogen storage disease,Biological,alglucosidase alfa,4,,1,,,2,3,,5
glycogen storage disease type ii,Biological,alglucosidase alfa,4,,1,,,2,3,,5
gonadal dysgenesis,Drug,somatropin,3,,,,,2,1,,3
gout,Drug,allopurinol,4,,,,,1,3,,4
gout,placebo,placebo,2,,1,,,1,2,,3
gout,Drug,colchicine,2,,,,,,2,,2
gout,Drug,colchicine (colcrysâ®),2,,,,,,2,,2
graft vs host disease,Drug,cyclosporine,2,,,,,1,1,,2
graft vs host disease,Drug,rapamune,2,,,,,2,,,2
granulomatosis with polyangiitis,Drug,rituximab,1,,1,,,,2,,2
graves disease,Drug,methimazole,2,,,,,1,1,,2
"hand, foot and mouth disease",Biological,ev71 inactived vaccineï¼ˆhuman diploid cellsï¼‰,2,,,,,,2,,2
"hand, foot and mouth disease",Biological,ev71 inactived vaccineï¼ˆvero cellsï¼‰,2,,,,,,2,,2
head and neck neoplasms,Drug,fentanyl,2,,,,,,2,,2
headache,placebo,placebo,6,,2,,,,8,,8
headache,Drug,diphenhydramine,2,,1,,,,3,,3
headache,Drug,haloperidol,2,,1,,,,3,,3
headache,Drug,normal saline,3,,,,,,3,,3
headache,Drug,paracetamol,3,,,,,1,2,,3
headache,Drug,acetaminophen,2,,,,,,2,,2
headache,Drug,diclofenac,2,,,,,,2,,2
headache,Drug,euminzâ®,2,,,,,,2,,2
headache,Drug,lidocaine,2,,,,,,2,,2
headache,Drug,metoclopramide,1,,1,,,,2,,2
headache,Drug,propranolol,1,,1,,,1,1,,2
headache,Drug,zolmitriptan,2,,,,,,2,,2
headache,Procedure,epidural blood patch,1,,1,,,,2,,2
healthcare-associated pneumonia,Drug,vancomycin,1,,1,,,,2,,2
hearing loss,Drug,drops intilation (otocerumâ®),2,,,,,2,,,2
hearing loss,Drug,drops intilation (taponoto â® ),2,,,,,2,,,2
heart diseases,placebo,placebo,15,,,,,5,10,,15
heart diseases,Drug,aspirin,5,,,,,1,4,,5
heart diseases,Drug,clopidogrel,5,,,,,2,3,,5
