mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,198,199,200,201,202,203,n_gl
depressive disorder,Drug,desvenlafaxine succinate sustained-release (dvs sr),3,,,,,2,1,,,3
depressive disorder,Drug,desvenlafaxine succinate sustained release,3,,,,,1,2,,,3
depressive disorder,Drug,dvs sr,3,,,,,1,2,,,3
depressive disorder,Drug,escitalopram combination,,,3,,,,3,,,3
depressive disorder,Drug,lamotrigine,3,,,,,2,1,,,3
depressive disorder,Drug,lithium carbonate,3,,,,,1,2,,,3
depressive disorder,Drug,minocycline,3,,,,,,3,,,3
depressive disorder,Drug,opc-34712,3,,,,,,3,,,3
depressive disorder,Drug,placebo / adt,3,,,,,,3,,,3
depressive disorder,Drug,quetiapine,3,,,,,1,2,,,3
depressive disorder,Drug,sage-217,1,2,,,,,1,2,,3
depressive disorder,Drug,saredutant (sr48968),3,,,,,3,,,,3
depressive disorder,placebo,comparator: placebo,3,,,,,3,,,,3
depressive disorder,Behavioral,cbt,2,,,,,1,1,,,2
depressive disorder,Behavioral,cognitive behavior therapy,2,,,,,2,,,,2
depressive disorder,Behavioral,tau,2,,,,,,2,,,2
depressive disorder,Device,repetitive transcranial magnetic stimulation,2,,,,,1,1,,,2
depressive disorder,Drug,agomelatine (ago178c),2,,,,,,2,,,2
depressive disorder,Drug,antidepressant therapy (adt),2,,,,,,2,,,2
depressive disorder,Drug,day,2,,,,,1,1,,,2
depressive disorder,Drug,desvenlafaxine,1,,1,,,,2,,,2
depressive disorder,Drug,escitalopram oxalate,1,,1,,,,2,,,2
depressive disorder,Drug,eszopiclone,2,,,,,2,,,,2
depressive disorder,Drug,extended-release bupropion hydrochloride,2,,,,,2,,,,2
depressive disorder,Drug,h,2,,,,,,2,,,2
depressive disorder,Drug,kg,2,,,,,,2,,,2
depressive disorder,Drug,"laifâ® 900, bay98-7108",2,,,,,,2,,,2
depressive disorder,Drug,lisdexamfetamine,,,2,,,,2,,,2
depressive disorder,Drug,lithium,,,2,,,,2,,,2
depressive disorder,Drug,melatonin (n-acetyl-5-methoxytryptamine),1,,1,,,,2,,,2
depressive disorder,Drug,"neurapasâ® balance (herbal combination out of hypericum, valerian, passionflower)",,,2,,,2,,,,2
depressive disorder,Drug,opc-34712 / adt,2,,,,,,2,,,2
depressive disorder,Drug,paroxetine cr,2,,,,,1,1,,,2
depressive disorder,Drug,risperidone,2,,,,,1,1,,,2
depressive disorder,Drug,sage-547 90 î¼g,2,,,,,,2,,,2
depressive disorder,Drug,sage-547 90 î¼g/kg/h,2,,,,,,2,,,2
depressive disorder,Drug,spd489 (lisdexamfetamine dimesylate ),2,,,,,,2,,,2
depressive disorder,Drug,trazodone,2,,,,,,2,,,2
depressive disorder,Drug,venlafaxine er,2,,,,,1,1,,,2
depressive disorder,Drug,vortioxetine 10-20 mg,2,,,,,,2,,,2
depressive disorder,Drug,vortioxetine 10 mg,2,,,,,,2,,,2
depressive disorder,Drug,ziprasidone,2,,,,,2,,,,2
depressive disorder,placebo,placebo comparator,2,,,,,1,1,,,2
"depressive disorder, major",placebo,placebo,102,2,9,,,31,80,2,,113
"depressive disorder, major",Drug,escitalopram,14,,4,,,8,10,,,18
"depressive disorder, major",Drug,vortioxetine,14,,,,,3,10,1,,14
"depressive disorder, major",Drug,aripiprazole,6,,4,,,4,6,,,10
"depressive disorder, major",Drug,brexpiprazole,8,,2,,,,10,,,10
"depressive disorder, major",Drug,duloxetine,10,,,,,4,6,,,10
"depressive disorder, major",Drug,fluoxetine,10,,,,,,10,,,10
"depressive disorder, major",Drug,rapastinel,5,,4,,,,9,,,9
"depressive disorder, major",Drug,vortioxetine (lu aa21004),9,,,,,2,7,,,9
"depressive disorder, major",Drug,ssri,8,,,,,1,7,,,8
"depressive disorder, major",Drug,adt,7,,,,,1,6,,,7
"depressive disorder, major",Drug,dvs-233 sr,7,,,,,7,,,,7
"depressive disorder, major",Drug,mifepristone,5,,2,,,6,1,,,7
"depressive disorder, major",Drug,vilazodone,7,,,,,3,4,,,7
"depressive disorder, major",Drug,levomilnacipran er,6,,,,,,6,,,6
"depressive disorder, major",Drug,ly2216684,6,,,,,,6,,,6
"depressive disorder, major",Drug,paroxetine,5,,1,,,5,1,,,6
"depressive disorder, major",Drug,agomelatine,5,,,,,4,1,,,5
"depressive disorder, major",Drug,alks 5461,5,,,,,,4,1,,5
"depressive disorder, major",Drug,antidepressant,4,,1,,,3,2,,,5
"depressive disorder, major",Drug,aprepitant,5,,,,,5,,,,5
"depressive disorder, major",Drug,quetiapine,5,,,,,1,4,,,5
"depressive disorder, major",Drug,tc-5214,5,,,,,,5,,,5
"depressive disorder, major",Device,transcranial direct current stimulation,4,,,,,,4,,,4
"depressive disorder, major",Drug,amibegron (sr58611a),4,,,,,4,,,,4
"depressive disorder, major",Drug,"mk0869, aprepitant",4,,,,,4,,,,4
"depressive disorder, major",Drug,sertraline,4,,,,,1,3,,,4
"depressive disorder, major",Drug,sr58611a,4,,,,,4,,,,4
"depressive disorder, major",Drug,venlafaxine,4,,,,,2,2,,,4
"depressive disorder, major",placebo,comparator: placebo (unspecified),4,,,,,4,,,,4
"depressive disorder, major",Drug,antidepressant / aripiprazole,3,,,,,3,,,,3
"depressive disorder, major",Drug,antidepressant / placebo,3,,,,,2,1,,,3
"depressive disorder, major",Drug,aripiprazole/escitalopram combination,,,3,,,,3,,,3
"depressive disorder, major",Drug,citalopram,3,,,,,1,2,,,3
"depressive disorder, major",Drug,comparator: paroxetine hcl,3,,,,,3,,,,3
"depressive disorder, major",Drug,desvenlafaxine succinate sustained-release (dvs sr),3,,,,,2,1,,,3
"depressive disorder, major",Drug,desvenlafaxine succinate sustained release,3,,,,,1,2,,,3
"depressive disorder, major",Drug,dvs sr,3,,,,,1,2,,,3
"depressive disorder, major",Drug,escitalopram combination,,,3,,,,3,,,3
"depressive disorder, major",Drug,opc-34712,3,,,,,,3,,,3
"depressive disorder, major",Drug,placebo / adt,3,,,,,,3,,,3
"depressive disorder, major",Drug,saredutant (sr48968),3,,,,,3,,,,3
"depressive disorder, major",placebo,comparator: placebo,3,,,,,3,,,,3
"depressive disorder, major",Behavioral,exercise,1,,1,,,,2,,,2
"depressive disorder, major",Device,repetitive transcranial magnetic stimulation,2,,,,,1,1,,,2
"depressive disorder, major",Drug,agomelatine (ago178c),2,,,,,,2,,,2
"depressive disorder, major",Drug,antidepressant therapy (adt),2,,,,,,2,,,2
"depressive disorder, major",Drug,cariprazine,2,,,,,,2,,,2
"depressive disorder, major",Drug,day,2,,,,,1,1,,,2
"depressive disorder, major",Drug,esketamine,2,,,,,,2,,,2
"depressive disorder, major",Drug,eszopiclone,2,,,,,2,,,,2
"depressive disorder, major",Drug,extended-release bupropion hydrochloride,2,,,,,2,,,,2
"depressive disorder, major",Drug,"laifâ® 900, bay98-7108",2,,,,,,2,,,2
"depressive disorder, major",Drug,lurasidone,2,,,,,,2,,,2
"depressive disorder, major",Drug,opc-34712 / adt,2,,,,,,2,,,2
"depressive disorder, major",Drug,paroxetine cr,2,,,,,1,1,,,2
"depressive disorder, major",Drug,quetiapine xr,1,,1,,,1,1,,,2
"depressive disorder, major",Drug,sage-217,,2,,,,,,2,,2
"depressive disorder, major",Drug,spd489 (lisdexamfetamine dimesylate ),2,,,,,,2,,,2
"depressive disorder, major",Drug,venlafaxine er,2,,,,,1,1,,,2
"depressive disorder, major",Drug,vortioxetine 10-20 mg,2,,,,,,2,,,2
"depressive disorder, major",Drug,vortioxetine 10 mg,2,,,,,,2,,,2
"depressive disorder, major",placebo,placebo comparator,2,,,,,1,1,,,2
"depressive disorder, treatment-resistant",placebo,placebo,5,,2,,,1,6,,,7
"depressive disorder, treatment-resistant",Drug,duloxetine (oral antidepressant),5,,,,,,5,,,5
"depressive disorder, treatment-resistant",Drug,escitalopram (oral antidepressant),5,,,,,,5,,,5
"depressive disorder, treatment-resistant",Drug,sertraline (oral antidepressant),5,,,,,,5,,,5
"depressive disorder, treatment-resistant",Drug,esketamine,4,,,,,,4,,,4
"depressive disorder, treatment-resistant",Drug,venlafaxine extended release (xr) (oral antidepressant),4,,,,,,4,,,4
"depressive disorder, treatment-resistant",Drug,olanzapine,1,,2,,,1,2,,,3
"depressive disorder, treatment-resistant",Drug,fluoxetine,1,,1,,,,2,,,2
dermatitis,placebo,placebo,26,3,,,,2,22,5,,29
dermatitis,Drug,dupilumab,8,,,,,,8,,,8
dermatitis,Drug,tacrolimus ointment,5,,,,,5,,,,5
dermatitis,Biological,lebrikizumab,,4,,,,,,4,,4
dermatitis,Drug,alitretinoin,3,,,,,3,,,,3
dermatitis,Drug,baricitinib,3,,,,,,3,,,3
dermatitis,Drug,ciclosporin,3,,,,,2,1,,,3
dermatitis,Drug,pf-04965842 100 mg,3,,,,,,3,,,3
dermatitis,Drug,pf-04965842 200 mg,3,,,,,,3,,,3
dermatitis,Drug,"pimecrolimus cream, 1%",3,,,,,,3,,,3
dermatitis,Drug,tralokinumab,3,,,,,,3,,,3
dermatitis,placebo,placebo (for dupilumab),3,,,,,,3,,,3
dermatitis,Biological,t.r.u.e. testâ® skin patch test: dose response allergens,2,,,,,2,,,,2
dermatitis,Device,atopiclairâ®,2,,,,,,2,,,2
dermatitis,Device,hydrogel hydrosorbâ®,2,,,,,,2,,,2
dermatitis,Drug,"an2728 topical ointment, 2%",2,,,,,,2,,,2
dermatitis,Drug,betamethasone (lianbang beisongâ®) cream,,,2,,,,2,,,2
dermatitis,Drug,elidelâ® (pimecrolimus) cream,2,,,,,,2,,,2
dermatitis,Drug,fucicortâ® lipid cream,,,2,,,,2,,,2
dermatitis,Drug,fucicortâ® lipid cream vehicle,,,2,,,,2,,,2
dermatitis,Drug,fucidinâ® cream,,,2,,,,2,,,2
dermatitis,Drug,levocetirizine,2,,,,,2,,,,2
dermatitis,Drug,matching vehicle control,2,,,,,,2,,,2
dermatitis,Drug,probiotic â® pur,2,,,,,2,,,,2
dermatitis,Drug,"protopicâ® ointment, 0.1%",2,,,,,,2,,,2
dermatitis,Drug,tacrolimus ointment 0.1%,2,,,,,1,1,,,2
dermatitis,Drug,vehicle cream,2,,,,,,2,,,2
dermatitis,Drug,wal 801 cl dry syrup,2,,,,,2,,,,2
dermatitis,placebo,placebo cream,2,,,,,,2,,,2
dermatitis,placebo,placebo ointment,2,,,,,2,,,,2
dermatitis,placebo,placebos,2,,,,,,2,,,2
"dermatitis, atopic",placebo,placebo,21,3,,,,1,18,5,,24
"dermatitis, atopic",Drug,dupilumab,8,,,,,,8,,,8
"dermatitis, atopic",Drug,tacrolimus ointment,5,,,,,5,,,,5
"dermatitis, atopic",Biological,lebrikizumab,,4,,,,,,4,,4
"dermatitis, atopic",Drug,baricitinib,3,,,,,,3,,,3
"dermatitis, atopic",Drug,ciclosporin,3,,,,,2,1,,,3
"dermatitis, atopic",Drug,pf-04965842 100 mg,3,,,,,,3,,,3
"dermatitis, atopic",Drug,pf-04965842 200 mg,3,,,,,,3,,,3
"dermatitis, atopic",Drug,"pimecrolimus cream, 1%",3,,,,,,3,,,3
"dermatitis, atopic",Drug,tralokinumab,3,,,,,,3,,,3
"dermatitis, atopic",placebo,placebo (for dupilumab),3,,,,,,3,,,3
"dermatitis, atopic",Device,atopiclairâ®,2,,,,,,2,,,2
"dermatitis, atopic",Drug,"an2728 topical ointment, 2%",2,,,,,,2,,,2
"dermatitis, atopic",Drug,betamethasone (lianbang beisongâ®) cream,,,2,,,,2,,,2
"dermatitis, atopic",Drug,elidelâ® (pimecrolimus) cream,2,,,,,,2,,,2
"dermatitis, atopic",Drug,fucicortâ® lipid cream,,,2,,,,2,,,2
"dermatitis, atopic",Drug,fucicortâ® lipid cream vehicle,,,2,,,,2,,,2
"dermatitis, atopic",Drug,fucidinâ® cream,,,2,,,,2,,,2
"dermatitis, atopic",Drug,matching vehicle control,2,,,,,,2,,,2
"dermatitis, atopic",Drug,probiotic â® pur,2,,,,,2,,,,2
"dermatitis, atopic",Drug,"protopicâ® ointment, 0.1%",2,,,,,,2,,,2
"dermatitis, atopic",Drug,tacrolimus ointment 0.1%,2,,,,,1,1,,,2
"dermatitis, atopic",Drug,vehicle cream,2,,,,,,2,,,2
"dermatitis, atopic",Drug,wal 801 cl dry syrup,2,,,,,2,,,,2
"dermatitis, atopic",placebo,placebo cream,2,,,,,,2,,,2
"dermatitis, atopic",placebo,placebo ointment,2,,,,,2,,,,2
"dermatitis, contact",Biological,t.r.u.e. testâ® skin patch test: dose response allergens,2,,,,,2,,,,2
"dermatitis, seborrheic",placebo,placebo,2,,,,,2,,,,2
dermatomyositis,Drug,methotrexate,1,,1,,,1,1,,,2
dermatomyositis,Drug,prednisone,1,,1,,,1,1,,,2
dermatomyositis,placebo,placebo,1,,1,,,,2,,,2
developmental disabilities,placebo,placebo,3,,,,,,3,,,3
diabetes insipidus,Drug,sr121463b,2,,,,,2,,,,2
diabetes mellitus,placebo,placebo,259,2,23,,,71,209,4,,284
diabetes mellitus,Drug,metformin,141,,11,,,51,100,1,,152
diabetes mellitus,Drug,insulin glargine,86,,2,,,29,59,,,88
diabetes mellitus,Drug,sitagliptin,64,,6,,,10,60,,,70
diabetes mellitus,Drug,insulin aspart,58,,5,,,28,35,,,63
diabetes mellitus,Drug,insulin degludec,60,,,,,,59,1,,60
diabetes mellitus,Drug,liraglutide,56,,2,,,10,48,,,58
diabetes mellitus,Drug,glimepiride,46,,9,,,17,38,,,55
diabetes mellitus,Drug,vildagliptin,52,,,,,38,14,,,52
diabetes mellitus,Drug,pioglitazone,41,,4,,,31,14,,,45
diabetes mellitus,Drug,insulin detemir,35,,3,,,29,9,,,38
diabetes mellitus,Drug,dapagliflozin,29,1,,,,7,23,,,30
diabetes mellitus,Drug,exenatide,30,,,,,18,12,,,30
diabetes mellitus,Drug,alogliptin,24,,,,,15,9,,,24
diabetes mellitus,Drug,semaglutide,22,,,,,,22,,,22
diabetes mellitus,Drug,insulin lispro,21,,,,,4,15,2,,21
diabetes mellitus,Drug,insulin nph,19,,1,,,19,1,,,20
diabetes mellitus,Drug,saxagliptin,19,,,,,7,12,,,19
diabetes mellitus,Drug,biphasic insulin aspart,18,,,,1,15,2,,,18
diabetes mellitus,Drug,rosiglitazone,13,,4,,,15,2,,,17
diabetes mellitus,Drug,sitagliptin phosphate,16,,,,,11,5,,,16
diabetes mellitus,Drug,insulin degludec/insulin aspart,15,,,,,,15,,,15
diabetes mellitus,Drug,insulin degludec/liraglutide,14,,,,,,14,,,14
diabetes mellitus,Drug,linagliptin,12,,2,,,,14,,,14
diabetes mellitus,placebo,comparator: placebo,11,,2,,,8,5,,,13
diabetes mellitus,Drug,dulaglutide,11,1,,,,,11,1,,12
diabetes mellitus,Drug,insulin,10,,2,,,5,7,,,12
diabetes mellitus,Drug,ipragliflozin,12,,,,,,12,,,12
diabetes mellitus,Drug,lixisenatide (ave0010),12,,,,,1,11,,,12
diabetes mellitus,Drug,sulfonylurea,11,,1,,,2,9,1,,12
diabetes mellitus,Device,pen auto-injector,11,,,,,1,10,,,11
diabetes mellitus,Drug,omarigliptin,9,,2,,,,11,,,11
diabetes mellitus,placebo,placebo to sitagliptin,9,,2,,,1,10,,,11
diabetes mellitus,Drug,bi 10773,10,,,,,,10,,,10
diabetes mellitus,Drug,canagliflozin,10,,,,,,10,,,10
diabetes mellitus,Drug,inhaled human insulin,1,,9,,,10,,,,10
diabetes mellitus,Drug,insulin glargine (hoe901),9,,1,,,,10,,,10
diabetes mellitus,Drug,lantusâ®,10,,,,,,6,4,,10
diabetes mellitus,Drug,sotagliflozin (sar439954),8,,2,,,,8,2,,10
diabetes mellitus,Drug,empagliflozin,9,,,,,,9,,,9
diabetes mellitus,Drug,exenatide once weekly,9,,,,,3,6,,,9
diabetes mellitus,Drug,glipizide,9,,,,,3,6,,,9
diabetes mellitus,Drug,human insulin inhalation powder,9,,,,,9,,,,9
diabetes mellitus,Drug,ly2189265,9,,,,,,9,,,9
diabetes mellitus,Drug,taspoglutide,8,,1,,,1,8,,,9
diabetes mellitus,Biological,albiglutide,8,,,,,,8,,,8
diabetes mellitus,Drug,faster-acting insulin aspart,8,,,,,,8,,,8
diabetes mellitus,Drug,glyburide,6,,2,,,7,1,,,8
diabetes mellitus,Drug,viajectâ„¢,8,,,,,4,4,,,8
diabetes mellitus,Drug,comparator: pioglitazone,7,,,,,5,2,,,7
diabetes mellitus,Drug,dutogliptin,,,7,,,,7,,,7
diabetes mellitus,Drug,insulin glulisine,7,,,,,7,,,,7
diabetes mellitus,Drug,ly2605541,7,,,,,,7,,,7
diabetes mellitus,Drug,metformin xr,7,,,,,,7,,,7
diabetes mellitus,Drug,aleglitazar,6,,,,,,6,,,6
diabetes mellitus,Drug,ertugliflozin 5 mg,6,,,,,,6,,,6
diabetes mellitus,Drug,tak-559,1,,5,,,6,,,,6
diabetes mellitus,placebo,placebo to omarigliptin,6,,,,,,6,,,6
diabetes mellitus,Drug,atorvastatin,4,,1,,,2,3,,,5
diabetes mellitus,Drug,biphasic insulin aspart 30,5,,,,,3,2,,,5
diabetes mellitus,Drug,day,5,,,,,2,3,,,5
diabetes mellitus,Drug,glargine,5,,,,,,5,,,5
diabetes mellitus,Drug,glibenclamide,4,,1,,,2,3,,,5
diabetes mellitus,Drug,ly2963016,5,,,,,,3,2,,5
diabetes mellitus,Drug,tak-875,,,5,,,,5,,,5
diabetes mellitus,Drug,teneligliptin,5,,,,,,5,,,5
diabetes mellitus,Behavioral,diet,3,,1,,,,4,,,4
diabetes mellitus,Behavioral,exercise,3,,1,,,,4,,,4
diabetes mellitus,Biological,insulin,4,,,,,,4,,,4
diabetes mellitus,Device,novofineâ® needle 6 mm,4,,,,4,,,,,4
diabetes mellitus,Drug,ac2993,4,,,,,4,,,,4
diabetes mellitus,Drug,acarbose,3,,1,,,,4,,,4
diabetes mellitus,Drug,alogliptin/pioglitazone,4,,,,,4,,,,4
diabetes mellitus,Drug,asp1941,3,,1,,,,4,,,4
diabetes mellitus,Drug,ave0010),4,,,,,,4,,,4
diabetes mellitus,Drug,background therapy,3,,1,,,,4,,,4
diabetes mellitus,Drug,bexagliflozin,4,,,,,,4,,,4
diabetes mellitus,Drug,biphasic insulin aspart 50,4,,,,1,3,,,,4
diabetes mellitus,Drug,dasiglucagon,4,,,,,,4,,,4
diabetes mellitus,Drug,gliclazide,4,,,,,2,2,,,4
diabetes mellitus,Drug,inhaled insulin,1,,3,,,4,,,,4
diabetes mellitus,Drug,injectable insulin,4,,,,,4,,,,4
diabetes mellitus,Drug,insulin glargine/lixisenatide (hoe901/ave0010),4,,,,,,4,,,4
diabetes mellitus,Drug,insulin lispro protamine suspension,4,,,,,4,,,,4
diabetes mellitus,Drug,lantus (insulin glargine),4,,,,,,4,,,4
diabetes mellitus,Drug,lantusâ„¢,4,,,,,,4,,,4
diabetes mellitus,Drug,lixisenatide (hoe901,4,,,,,,4,,,4
diabetes mellitus,Drug,ly900014,4,,,,,,3,1,,4
diabetes mellitus,Drug,metformin ir,4,,,,,,4,,,4
diabetes mellitus,Drug,nph insulin,4,,,,,2,2,,,4
diabetes mellitus,Drug,ranibizumab,4,,,,,,4,,,4
diabetes mellitus,Drug,ranolazine,4,,,,,,4,,,4
diabetes mellitus,Drug,repaglinide,4,,,,,3,1,,,4
diabetes mellitus,Drug,subcutaneous insulin,1,,3,,,4,,,,4
diabetes mellitus,Drug,technosphereâ® insulin,2,,2,,,,4,,,4
diabetes mellitus,Drug,technosphereâ® insulin inhalation powder,4,,,,,4,,,,4
diabetes mellitus,Drug,voglibose,4,,,,,2,2,,,4
diabetes mellitus,placebo,linagliptin placebo,4,,,,,,4,,,4
diabetes mellitus,placebo,placebo matching with saxagliptin,4,,,,,,4,,,4
diabetes mellitus,placebo,placebo to ertugliflozin,4,,,,,,4,,,4
diabetes mellitus,placebo,placebo to glimepiride,3,,1,,,,4,,,4
diabetes mellitus,placebo,placebo to metformin,4,,,,,,4,,,4
diabetes mellitus,Biological,insulin glargine,3,,,,,,3,,,3
diabetes mellitus,Drug,) metformin hydrochloride,3,,,,,2,1,,,3
diabetes mellitus,Drug,) simvastatin,2,,1,,,2,1,,,3
diabetes mellitus,Drug,albiglutide,3,,,,,,3,,,3
diabetes mellitus,Drug,alogliptin/metformin,3,,,,,2,1,,,3
diabetes mellitus,Drug,basal insulin,3,,,,,,3,,,3
diabetes mellitus,Drug,biguanide,3,,,,,,3,,,3
diabetes mellitus,Drug,biphasic human insulin,3,,,,1,2,,,,3
diabetes mellitus,Drug,canagliflozin 300 mg,3,,,,,,3,,,3
diabetes mellitus,Drug,ertugliflozin 10 mg,3,,,,,,3,,,3
diabetes mellitus,Drug,ertugliflozin 15 mg,3,,,,,,3,,,3
diabetes mellitus,Drug,exenatide twice daily,3,,,,,1,2,,,3
diabetes mellitus,Drug,glinide,3,,,,,,3,,,3
diabetes mellitus,Drug,hoe901-u300 (new formulation of insulin glargine),3,,,,,,3,,,3
diabetes mellitus,Drug,insulin glargine (u300),3,,,,,,3,,,3
diabetes mellitus,Drug,metformin hcl,3,,,,,2,1,,,3
diabetes mellitus,Drug,metformin hydrochloride,3,,,,,2,1,,,3
diabetes mellitus,Drug,mitiglinide,3,,,,,3,,,,3
diabetes mellitus,Drug,opc-262,3,,,,,,3,,,3
diabetes mellitus,Drug,pioglitazone/metformin,3,,,,,3,,,,3
diabetes mellitus,Drug,pramlintide acetate,3,,,,,3,,,,3
diabetes mellitus,Drug,rimonabant,1,,2,,,3,,,,3
diabetes mellitus,Drug,rimonabant (sr141716),3,,,,,3,,,,3
diabetes mellitus,Drug,rosuvastatin,3,,,,,,3,,,3
diabetes mellitus,Drug,simvastatin,2,,1,,,,3,,,3
diabetes mellitus,Drug,sitagliptin (mk0431),3,,,,,3,,,,3
diabetes mellitus,Drug,sitagliptin 100 mg,3,,,,,,3,,,3
diabetes mellitus,Drug,sitagliptin 100 mg q.d.,3,,,,,3,,,,3
diabetes mellitus,Drug,sitagliptin phosphate (,3,,,,,2,1,,,3
diabetes mellitus,Drug,sitagliptin phosphate (/) metformin hydrochloride,3,,,,,2,1,,,3
diabetes mellitus,Drug,sotagliflozin,3,,,,,,3,,,3
diabetes mellitus,Drug,sulphonylurea,3,,,,,1,2,,,3
diabetes mellitus,Drug,technosphere insulin,2,,1,,,3,,,,3
diabetes mellitus,Drug,thiazolidinedione (tzd),3,,,,,1,2,,,3
diabetes mellitus,placebo,alogliptin placebo,3,,,,,1,2,,,3
diabetes mellitus,placebo,dapagliflozin placebo,3,,,,,1,2,,,3
diabetes mellitus,placebo,glimepiride placebo,2,,1,,,,3,,,3
diabetes mellitus,placebo,matching placebo to omarigliptin,3,,,,,,3,,,3
diabetes mellitus,placebo,matching placebo to sitagliptin,3,,,,,,3,,,3
diabetes mellitus,placebo,placebo for dapagliflozin,3,,,,,,3,,,3
diabetes mellitus,placebo,placebo matching with dapagliflozin,3,,,,,,3,,,3
diabetes mellitus,placebo,placebo tablet,3,,,,,1,2,,,3
diabetes mellitus,placebo,tak-875 placebo,,,3,,,,3,,,3
diabetes mellitus,Biological,begrivacâ®,2,,,,,,2,,,2
diabetes mellitus,Biological,fluadâ®,2,,,,,,2,,,2
diabetes mellitus,Biological,focetriaâ®,2,,,,,,2,,,2
diabetes mellitus,Biological,insulin humulinâ® nph,2,,,,,,2,,,2
diabetes mellitus,Biological,insulin rinsulinâ® nph,2,,,,,,2,,,2
diabetes mellitus,Device,continuous glucose monitor,1,,1,,,1,1,,,2
diabetes mellitus,Device,flexpenâ®,2,,,,,2,,,,2
diabetes mellitus,Device,flextouchâ®,2,,,,,2,,,,2
diabetes mellitus,Device,insulin pump,1,,1,,,,2,,,2
diabetes mellitus,Device,novofineâ® needle 12 mm,2,,,,2,,,,,2
diabetes mellitus,Device,novofineâ® needle 8 mm,2,,,,2,,,,,2
diabetes mellitus,Device,novopenâ„¢ 4,2,,,,,2,,,,2
diabetes mellitus,Device,novopenâ® 3,2,,,,,2,,,,2
diabetes mellitus,Dietary Supplement,folic acid,2,,,,,,2,,,2
diabetes mellitus,Drug,aliskiren,1,,1,,,1,1,,,2
diabetes mellitus,Drug,alogliptin/glimepiride,2,,,,,1,1,,,2
diabetes mellitus,Drug,alogliptin/voglibose,2,,,,,2,,,,2
diabetes mellitus,Drug,alpha-glucosidase inhibitor,2,,,,,,2,,,2
diabetes mellitus,Drug,anagliptin,2,,,,,,2,,,2
diabetes mellitus,Drug,aspirin,2,,,,,,2,,,2
diabetes mellitus,Drug,benazepril,2,,,,,,2,,,2
diabetes mellitus,Drug,benazepril/valsartan,2,,,,,,2,,,2
diabetes mellitus,Drug,bi 10773 high dose,2,,,,,,2,,,2
diabetes mellitus,Drug,bi 10773 low dose,2,,,,,,2,,,2
diabetes mellitus,Drug,bi 1356,2,,,,,,2,,,2
diabetes mellitus,Drug,biphasic insulin aspart 70,2,,,,1,1,,,,2
diabetes mellitus,Drug,canagliflozin 100 mg,2,,,,,,2,,,2
diabetes mellitus,Drug,chiglitazar,2,,,,,,2,,,2
diabetes mellitus,Drug,colesevelam,2,,,,,1,1,,,2
diabetes mellitus,Drug,colesevelam hcl,2,,,,,1,1,,,2
diabetes mellitus,Drug,comparator: atorvastatin,1,,1,,,2,,,,2
diabetes mellitus,Drug,comparator: metformin,2,,,,,2,,,,2
diabetes mellitus,Drug,comparator: sitagliptin,2,,,,,2,,,,2
diabetes mellitus,Drug,dapagliflozin 10 mg,2,,,,,,2,,,2
diabetes mellitus,Drug,detemir,2,,,,,1,1,,,2
diabetes mellitus,Drug,diapep277,2,,,,,,2,,,2
diabetes mellitus,Drug,dlbs3233,2,,,,,,2,,,2
diabetes mellitus,Drug,dpp-4 inhibitor,2,,,,,,2,,,2
diabetes mellitus,Drug,er niacin,2,,,,,1,1,,,2
diabetes mellitus,Drug,er niacin/laropiprant,2,,,,,1,1,,,2
diabetes mellitus,Drug,ertugliflozin,2,,,,,,2,,,2
diabetes mellitus,Drug,exenatide once weekly suspension,2,,,,,,2,,,2
diabetes mellitus,Drug,flexpen novologâ®,2,,,,,,2,,,2
diabetes mellitus,Drug,glucagen,2,,,,,,2,,,2
diabetes mellitus,Drug,humalog,2,,,,,,2,,,2
diabetes mellitus,Drug,human insulin,2,,,,,2,,,,2
diabetes mellitus,Drug,human soluble insulin,2,,,,,2,,,,2
diabetes mellitus,Drug,inhaled insulin (exubera),,,2,,,2,,,,2
diabetes mellitus,Drug,insulin glargine hoe901,2,,,,,,2,,,2
