pmid,nct_id,Title,ArticleType,Substance,MeSH,PubDate,Journal,pub_source,ctg_links,Abstract
33150375,NCT04349202,COVID-19 seropositivity and asymptomatic rates in healthcare workers are associated with job function and masking.,Journal Article, , ,2020-11-17,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Abstract,https://clinicaltrials.gov/ct2/show/NCT04349202,1
33153145,NCT04557605,Wearing of Cloth or Disposable Surgical Face Masks has no Effect on Vigorous Exercise Performance in Healthy Individuals.,Journal Article|Randomized Controlled Trial, ,"Adult|Betacoronavirus|COVID-19|Coronavirus Infections|Exercise|Exercise Test|Female|Humans|Male|Masks|Oximetry|Oxygen Consumption|Pandemics|Pneumonia, Viral|SARS-CoV-2|Young Adult|NA",2020-11-23,International journal of environmental research and public health,Abstract,https://clinicaltrials.gov/ct2/show/NCT04557605,1
33153629,NCT04351152,GM-CSF Neutralization With Lenzilumab in Severe COVID-19 Pneumonia: A Case-Cohort Study.,"Journal Article|Multicenter Study|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't","Antibodies, Monoclonal, Humanized|Granulocyte-Macrophage Colony-Stimulating Factor|lenzilumab|NA","Aged|Antibodies, Monoclonal, Humanized|COVID-19|Dose-Response Relationship, Drug|Female|Granulocyte-Macrophage Colony-Stimulating Factor|Humans|Infusions, Intravenous|Male|Middle Aged|Pandemics|SARS-CoV-2|Treatment Outcome|NA",2020-12-08,Mayo Clinic proceedings,Abstract,https://clinicaltrials.gov/ct2/show/NCT04351152,3
33157937,NCT04428099,Effectiveness of a healthy lifestyle promotion program as adjunctive teletherapy for treatment-resistant major depression during COVID 19 pandemic: A randomized clinical trial protocol.,Clinical Trial Protocol|Journal Article, ,"COVID-19|Cognitive Behavioral Therapy|Coronavirus Infections|Depressive Disorder, Treatment-Resistant|Health Promotion|Healthy Lifestyle|Humans|Mindfulness|Pandemics|Pneumonia, Viral|Pragmatic Clinical Trials as Topic|Quality of Life|Surveys and Questionnaires|Telemedicine|NA",2020-11-18,Medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04428099,1
33160700,NCT04318366,"COVID-19 is associated with clinically significant weight loss and risk of malnutrition, independent of hospitalisation: A post-hoc analysis of a prospective cohort study.",Journal Article|Observational Study, ,Adult|Aged|Ambulatory Care|Anthropometry|COVID-19|Cohort Studies|Female|Hospitalization|Humans|Italy|Male|Malnutrition|Middle Aged|Nutritional Status|Prospective Studies|SARS-CoV-2|Weight Loss|NA,2021-05-12,"Clinical nutrition (Edinburgh, Scotland)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04318366,10
33165503,NCT04412538,"Randomized, double-blinded and placebo-controlled phase II trial of an inactivated SARS-CoV-2 vaccine in healthy adults.",Journal Article, , ,2020-12-10,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Abstract,https://clinicaltrials.gov/ct2/show/NCT04412538,2
33165621,NCT04332991,Effect of Hydroxychloroquine on Clinical Status at 14 Days in Hospitalized Patients With COVID-19: A Randomized Clinical Trial.,"Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, N.I.H., Extramural",Hydroxychloroquine|NA,Adult|Aged|COVID-19|Female|Humans|Hydroxychloroquine|Male|Middle Aged|Treatment Failure|NA,2020-12-11,JAMA,Abstract,https://clinicaltrials.gov/ct2/show/NCT04332991,2
33165755,NCT04334291,"Mortality risk assessment in Spain and Italy, insights of the HOPE COVID-19 registry.",Journal Article, , ,2020-11-13,Internal and emergency medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04334291,6
33166179,NCT04329832,"Hydroxychloroquine vs. Azithromycin for Hospitalized Patients with COVID-19 (HAHPS): Results of a Randomized, Active Comparator Trial.",Journal Article, , ,2021-04-07,Annals of the American Thoracic Society,Abstract,https://clinicaltrials.gov/ct2/show/NCT04329832,2
33169671,NCT04346342,"Ventilation management and clinical outcomes in invasively ventilated patients with COVID-19 (PRoVENT-COVID): a national, multicentre, observational cohort study.","Journal Article|Multicenter Study|Observational Study|Research Support, Non-U.S. Gov't", ,"Aged|COVID-19|Cohort Studies|Female|Humans|Male|Middle Aged|Netherlands|Respiration, Artificial|Retrospective Studies|Treatment Outcome|NA",2021-02-25,The Lancet. Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04346342,2
33175694,NCT04557241,COVID-19 Misinformation Prophylaxis: Protocol for a Randomized Trial of a Brief Informational Intervention.,Journal Article, , ,2020-12-12,JMIR research protocols,Abstract,https://clinicaltrials.gov/ct2/show/NCT04557241,1
33175877,NCT04486404,"Availability of personal protective equipment and diagnostic and treatment facilities for healthcare workers involved in COVID-19 care: A cross-sectional study in Brazil, Colombia, and Ecuador.","Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|Brazil|COVID-19|Colombia|Coronavirus Infections|Cross-Sectional Studies|Ecuador|Health Facilities|Health Personnel|Humans|Pandemics|Personal Protective Equipment|Pneumonia, Viral|SARS-CoV-2|Surveys and Questionnaires|NA",2020-11-18,PloS one,Abstract,https://clinicaltrials.gov/ct2/show/NCT04486404,1
33175911,NCT04366882,The clinical value of minimal invasive autopsy in COVID-19 patients.,"Journal Article|Research Support, Non-U.S. Gov't","RNA, Viral|NA","Aged|Autopsy|Belgium|Betacoronavirus|COVID-19|Cause of Death|Coronavirus Infections|Female|Humans|Male|Pandemics|Pneumonia, Viral|Prospective Studies|RNA, Viral|SARS-CoV-2|Tomography, X-Ray Computed|NA",2020-11-18,PloS one,Abstract,https://clinicaltrials.gov/ct2/show/NCT04366882,1
33176886,NCT04487990,Cov-hep study: heparin in standard anticoagulation based on citrate for continuous veno-venous hemodialysis in patients with COVID-19: a structured summary of a study protocol for a randomized controlled trial.,Clinical Trial Protocol|Letter,Anticoagulants|Fibrin Fibrinogen Degradation Products|Hemoglobins|fibrin fragment D|Heparin|NA,"Acute Kidney Injury|Adult|Anticoagulants|Blood Coagulation|COVID-19|Coronavirus Infections|Drug Monitoring|Female|Fibrin Fibrinogen Degradation Products|Hemoglobins|Hemorrhage|Heparin|Humans|Male|Outcome Assessment, Health Care|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Renal Dialysis|Risk Adjustment|Thrombocytopenia|Thrombosis|NA",2020-11-23,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04487990,1
33177145,NCT04391140,Awake prone positioning of hypoxaemic patients with COVID-19: protocol for a randomised controlled open-label superiority meta-trial.,"Clinical Trial Protocol|Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|Cannula|Coronavirus Infections|Equivalence Trials as Topic|Humans|Hypoxia|Meta-Analysis as Topic|Oxygen Inhalation Therapy|Pandemics|Patient Positioning|Pneumonia, Viral|Prone Position|Randomized Controlled Trials as Topic|SARS-CoV-2|Wakefulness|NA",2020-11-19,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04391140,1
33177145,NCT04395144,Awake prone positioning of hypoxaemic patients with COVID-19: protocol for a randomised controlled open-label superiority meta-trial.,"Clinical Trial Protocol|Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|Cannula|Coronavirus Infections|Equivalence Trials as Topic|Humans|Hypoxia|Meta-Analysis as Topic|Oxygen Inhalation Therapy|Pandemics|Patient Positioning|Pneumonia, Viral|Prone Position|Randomized Controlled Trials as Topic|SARS-CoV-2|Wakefulness|NA",2020-11-19,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04395144,1
33177145,NCT04347941,Awake prone positioning of hypoxaemic patients with COVID-19: protocol for a randomised controlled open-label superiority meta-trial.,"Clinical Trial Protocol|Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|Cannula|Coronavirus Infections|Equivalence Trials as Topic|Humans|Hypoxia|Meta-Analysis as Topic|Oxygen Inhalation Therapy|Pandemics|Patient Positioning|Pneumonia, Viral|Prone Position|Randomized Controlled Trials as Topic|SARS-CoV-2|Wakefulness|NA",2020-11-19,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04347941,1
33177145,NCT04358939,Awake prone positioning of hypoxaemic patients with COVID-19: protocol for a randomised controlled open-label superiority meta-trial.,"Clinical Trial Protocol|Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|Cannula|Coronavirus Infections|Equivalence Trials as Topic|Humans|Hypoxia|Meta-Analysis as Topic|Oxygen Inhalation Therapy|Pandemics|Patient Positioning|Pneumonia, Viral|Prone Position|Randomized Controlled Trials as Topic|SARS-CoV-2|Wakefulness|NA",2020-11-19,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04358939,1
33178207,NCT04386395,A Longitudinal Study of Immune Cells in Severe COVID-19 Patients.,Clinical Trial|Journal Article,"Biomarkers|CD14 protein, human|FCGR3B protein, human|GPI-Linked Proteins|HLA-DR Antigens|Lipopolysaccharide Receptors|Receptors, IgG|NA","Aged|Biomarkers|CD4-Positive T-Lymphocytes|CD8-Positive T-Lymphocytes|COVID-19|Female|GPI-Linked Proteins|HLA-DR Antigens|Humans|Immunity, Cellular|Lipopolysaccharide Receptors|Longitudinal Studies|Male|Middle Aged|Monocytes|Prospective Studies|Receptors, IgG|SARS-CoV-2|Severity of Illness Index|NA",2020-12-07,Frontiers in immunology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04386395,1
33178783,NCT04346342,PRactice of VENTilation in Patients with Novel Coronavirus Disease (PRoVENT-COVID): rationale and protocol for a national multicenter observational study in The Netherlands.,Journal Article, , ,2020-11-13,Annals of translational medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04346342,2
33180097,NCT04342663,Fluvoxamine vs Placebo and Clinical Deterioration in Outpatients With Symptomatic COVID-19: A Randomized Clinical Trial.,"Journal Article|Randomized Controlled Trial|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",Fluvoxamine|NA,Adult|COVID-19|Clinical Deterioration|Double-Blind Method|Female|Fluvoxamine|Humans|Illinois|Male|Middle Aged|Missouri|Outpatients|Treatment Outcome|NA,2020-12-18,JAMA,Abstract,https://clinicaltrials.gov/ct2/show/NCT04342663,2
33183506,NCT04412655,Impact of COVID-19 Pandemic on Mechanical Reperfusion for Patients With STEMI.,Journal Article|Multicenter Study, ,"Aged|COVID-19|Coronavirus Infections|Europe|Female|Humans|Male|Middle Aged|Pandemics|Percutaneous Coronary Intervention|Pneumonia, Viral|Registries|Retrospective Studies|ST Elevation Myocardial Infarction|NA",2020-11-19,Journal of the American College of Cardiology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04412655,2
33184083,NCT04364022,Efficacy of pragmatic same-day ring prophylaxis for adult individuals exposed to SARS-CoV-2 in Switzerland (COPEP): protocol of an open-label cluster randomised trial.,"Clinical Trial Protocol|Journal Article|Research Support, Non-U.S. Gov't",Antiviral Agents|Drug Combinations|lopinavir-ritonavir drug combination|Lopinavir|Ritonavir|NA,"Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Drug Combinations|Humans|Lopinavir|Pandemics|Pneumonia, Viral|Post-Exposure Prophylaxis|Randomized Controlled Trials as Topic|Ritonavir|SARS-CoV-2|Switzerland|NA",2020-11-19,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04364022,1
33184088,NCT04435041,What items should be included in an early warning score for remote assessment of suspected COVID-19? qualitative and Delphi study.,"Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|Checklist|Confusion|Coronavirus Infections|Delphi Technique|Disease Progression|Dyspnea|Early Warning Score|Fever|Heart Rate|Humans|Hypoxia|Myalgia|Pandemics|Pneumonia, Viral|Qualitative Research|Risk Assessment|Risk Factors|SARS-CoV-2|Telemedicine|Time Factors|United Kingdom|NA",2020-11-19,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04435041,2
33184146,NCT04459247,"Short term, high-dose vitamin D supplementation for COVID-19 disease: a randomised, placebo-controlled, study (SHADE study).",Journal Article, , ,2020-11-13,Postgraduate medical journal,Abstract,https://clinicaltrials.gov/ct2/show/NCT04459247,2
33186055,NCT04435184,Myocardial Injury in Severe COVID-19 Compared With Non-COVID-19 Acute Respiratory Distress Syndrome.,"Comparative Study|Journal Article|Research Support, N.I.H., Extramural",Troponin|NA,"Aged|COVID-19|Disease-Free Survival|Female|Heart Injuries|Humans|Male|Middle Aged|Myocardium|Prevalence|Registries|Respiration, Artificial|Respiratory Distress Syndrome|SARS-CoV-2|Severity of Illness Index|Survival Rate|Troponin|NA",2021-02-15,Circulation,Abstract,https://clinicaltrials.gov/ct2/show/NCT04435184,1
33189161,NCT04385095,"Safety and efficacy of inhaled nebulised interferon beta-1a (SNG001) for treatment of SARS-CoV-2 infection: a randomised, double-blind, placebo-controlled, phase 2 trial.","Clinical Trial, Phase II|Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",Antiviral Agents|Interferon beta-1a|NA,"Administration, Inhalation|Adult|Aged|Antiviral Agents|COVID-19|Double-Blind Method|Female|Humans|Interferon beta-1a|Male|Middle Aged|Nebulizers and Vaporizers|Treatment Outcome|NA",2021-02-25,The Lancet. Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04385095,2
33190086,NCT04374149,Efficacy of therapeutic plasma exchange in the treatment of penn class 3 and 4 cytokine release syndrome complicating COVID-19.,"Clinical Trial|Journal Article|Research Support, Non-U.S. Gov't", ,"Adult|COVID-19|Critical Illness|Cytokine Release Syndrome|Female|Humans|Male|Middle Aged|Oxygen Inhalation Therapy|Pilot Projects|Plasma Exchange|Prospective Studies|Respiration, Artificial|Respiratory Insufficiency|SARS-CoV-2|Severity of Illness Index|NA",2021-01-11,Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04374149,1
33192504,NCT04487964,Coronavirus-19: Possible Therapeutic Implications of Spironolactone and Dry Extract of <i>Glycyrrhiza glabra</i> L. (Licorice).,Journal Article, , ,2020-11-17,Frontiers in pharmacology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04487964,1
33196449,NCT04468893,A Self-Administered Multicomponent Web-Based Mental Health Intervention for the Mexican Population During the COVID-19 Pandemic: Protocol for a Randomized Controlled Trial.,Journal Article, , ,2020-12-07,JMIR research protocols,Abstract,https://clinicaltrials.gov/ct2/show/NCT04468893,1
33203440,NCT04455360,CovEMERALD: Assessing the feasibility and preliminary effectiveness of remotely delivered Eye Movement Desensitisation and Reprocessing following Covid-19 related critical illness: A structured summary of a study protocol for a randomised controlled trial.,Clinical Trial Protocol|Letter, ,"Adult|Anxiety|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Illness|Depression|Eye Movement Desensitization Reprocessing|Feasibility Studies|Female|Home Care Services, Hospital-Based|Humans|Internet-Based Intervention|Male|Pandemics|Pneumonia, Viral|Psychological Techniques|Quality of Life|Randomized Controlled Trials as Topic|SARS-CoV-2|Stress Disorders, Post-Traumatic|NA",2020-11-23,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04455360,1
33204764,NCT04328467,Safety of Hydroxychloroquine Among Outpatient Clinical Trial Participants for COVID-19.,Journal Article, , ,2021-04-28,Open forum infectious diseases,Abstract,https://clinicaltrials.gov/ct2/show/NCT04328467,2
33205991,NCT04337541,Effectiveness of Adding a Mask Recommendation to Other Public Health Measures to Prevent SARS-CoV-2 Infection in Danish Mask Wearers : A Randomized Controlled Trial.,"Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't", ,"Adult|COVID-19|COVID-19 Nucleic Acid Testing|COVID-19 Serological Testing|Denmark|Disease Transmission, Infectious|Humans|Masks|Middle Aged|Pandemics|Physical Distancing|SARS-CoV-2|NA",2021-03-23,Annals of internal medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04337541,2
33212440,NCT04341922,Brief Online Cognitive Behavioural Intervention for Dysfunctional Worry Related to the COVID-19 Pandemic: A Randomised Controlled Trial.,Journal Article|Randomized Controlled Trial, ,"Adult|Aged|Aged, 80 and over|Anxiety|COVID-19|Cognitive Behavioral Therapy|Female|Humans|Internet-Based Intervention|Male|Middle Aged|Patient Health Questionnaire|SARS-CoV-2|Sweden|Treatment Outcome|Young Adult|NA",2021-05-04,Psychotherapy and psychosomatics,Abstract,https://clinicaltrials.gov/ct2/show/NCT04341922,1
