nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04567953,7/28/2020,1/30/2021,Interventional,COVID-19 Tests With Saliva Specimens,"Active, not recruiting",N/A,Paradigm Laboratories LLC,NA,NA,NA,NA,NA,1,United States,0,0,Saliva collection,0
NCT04567810,9/18/2020,12/14/2020,Interventional,"Safety, Tolerability, and Pharmacokinetics of Anti-Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Chicken Egg Antibody (IgY) (COVID-19)",Completed,Phase 1,Stanford University,NA,NA,NA,NA,NA,0,Australia,0,2,anti-SARS-CoV-2 IgY|Placebo,0
NCT04567173,9/21/2020,6/30/2021,Interventional,Convalescent Plasma as Adjunctive Therapy for Hospitalized Patients With COVID-19,Recruiting,Phase 2/Phase 3,University of the Philippines,NA,NA,NA,NA,NA,0,Philippines,0,1,Anti-SARS-CoV-2 convalescent plasma,0
NCT04566965,8/18/2020,12/31/2022,Observational,Serology to Covid for Recording Exposures and Evaluating Needs,Recruiting,NA,"Children's Hospital Medical Center, Cincinnati",NA,NA,NA,NA,NA,1,United States,0,0,SARS-CoV-2,0
NCT04566770,9/24/2020,8/21/2021,Interventional,A Clinical Trial of A COVID-19 Vaccine Named Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Recruiting,Phase 2,CanSino Biologics Inc.,NA,NA,NA,NA,NA,0,China,0,1,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector)|Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) -placebo,1
NCT04425707,6/9/2020,7/1/2020,Interventional,Ivermectin In Treatment of COVID 19 Patients,Recruiting,N/A,"Ministry of Health and Population, Egypt",NA,NA,NA,NA,NA,0,Egypt,0,0,Ivermectin,0
NCT04565782,9/15/2020,11/1/2020,Observational,Corona Virus Infection Among Liver Transplant Recipients,Recruiting,NA,Assiut University,NA,NA,NA,NA,NA,0,Egypt,0,0,NA,0
NCT04565197,5/1/2020,12/30/2020,Interventional,Convalescent Plasma Therapy for COVID-19 Patients,"Active, not recruiting",Early Phase 1,Lahore General Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,1,convalescent plasma,0
NCT04565106,4/15/2020,5/31/2020,Observational,Automatic Oxygen Titration With O2maticÂ® to Patients Admitted With COVID-19 and Hypoxemic Respiratory Failure,Completed,NA,Hvidovre University Hospital,NA,NA,NA,NA,NA,0,Denmark,0,0,Closed-loop control of oxygen supplementation by O2matic,0
NCT04564716,9/28/2020,3/28/2021,Interventional,"Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19 in Belarus","Active, not recruiting",Phase 3,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",NA,NA,NA,NA,NA,0,Belarus,0,3,Gam-COVID-Vac|Placebo,1
NCT04563689,6/18/2020,10/22/2020,Interventional,Pilot Study to Evaluate Effect of CHX0.12/CPC 0.05 of SARS-CoV-2 Viral Load in COVID-19 Patients,Completed,N/A,Dentaid SL,NA,NA,NA,NA,NA,0,Colombia,0,1,CHX0.12+CPC0.05 oral rinse (PerioAidActive Control)|placebo rinse,0
NCT04563208,12/9/2020,2/28/2021,Interventional,Study of Oral Administration of Ribavirin and Nitazoxamide Versus Placebo in COVID-19,Recruiting,Phase 2,"University of Witwatersrand, South Africa",NA,NA,NA,NA,NA,0,South Africa,0,3,Placebo|DuACT,0
NCT04563156,6/23/2020,6/30/2021,Observational,Follow-up and Rehabilitation of Survivors of Severe Coronavirus Disease 2019 (COVID-19) Infection,Enrolling by invitation,NA,University of Sao Paulo General Hospital,NA,NA,NA,NA,NA,0,Brazil,0,0,Lung Function Test,0
NCT04562285,6/23/2020,6/30/2021,Observational,Sustained Immunity to SARS-CoV-2,Recruiting,NA,Henry Ford Health System,NA,NA,NA,NA,NA,1,United States,0,0,Serologic immunoassays to SARS-CoV-2 antibodies,0
NCT04562246,8/14/2020,8/31/2021,Observational,SARS-CoV-2 IgG and IgM Serologic Assays,Recruiting,NA,Henry Ford Health System,NA,NA,NA,NA,NA,1,United States,0,0,Serologic assays for antibodies to SARS-CoV-2,0
NCT04561193,5/30/2020,12/31/2020,Observational,Investigation of Subsequent and Co-infections Associated With SARS-CoV-2 (COVID-19),Recruiting,NA,Methodist Health System,NA,NA,NA,NA,NA,1,United States,0,0,Observational,0
NCT04561154,6/11/2020,6/11/2021,Interventional,Identifying Functional and Psycho-social Complaints After Hospitalization for SARS-CoV-2 Infection( COVID 19)- REPERCOV,Recruiting,N/A,Centre Hospitalier le Mans,NA,NA,NA,NA,NA,0,France,0,0,questionnaire,0
NCT04561063,12/8/2020,7/31/2021,Interventional,COVID-19 Prophylaxis South Africa (COVER HCW),Recruiting,Phase 2,"University of Witwatersrand, South Africa",NA,NA,NA,NA,NA,0,South Africa,0,2,Nitazoxanide|Sofosbuvir/Daclatasvir,0
NCT04561024,3/1/2020,10/30/2020,Observational,Evaluation of a COVID-19 Pneumonia CXR AI Detection Algorithm,"Active, not recruiting",NA,"Ensemble Group Holdings, LLC",NA,NA,NA,NA,NA,0,Hong Kong,0,1,AI model,0
NCT04560881,9/16/2020,12/1/2021,Interventional,"Clinical Trial to Evaluate the Efficacy, Immunogenicity and Safety of the Inactivated SARS-CoV-2 Vaccine (COVID-19)","Active, not recruiting",Phase 3,Laboratorio Elea Phoenix S.A.,NA,NA,NA,NA,NA,0,Argentina,0,2,Inactivated SARS-CoV-2 vaccine (Vero cell)|Placebo/Aluminum Adjuvant of Inactivated SARS-CoV-2 vaccine,1
NCT04560608,3/15/2020,1/31/2021,Observational [Patient Registry],"Elucidating the Symptomatic, Explanatory and Prognostic Characteristics of GERIAtric Patients Hospitalized for COVID-19",Recruiting,NA,"University Hospital, Angers",NA,NA,NA,NA,NA,0,France,0,1,NA,0
NCT04560530,3/1/2020,7/30/2020,Observational,The Role of CT Chest Scan in the Pre-anesthetic Assessment of Suspected or Confirmed COVID -19 Patients,Completed,NA,Tanta University,NA,NA,NA,NA,NA,0,Saudi Arabia,0,0,Non-enhanced CT scan of the chest,0
NCT04560413,6/1/2020,7/25/2020,Observational,"Depression, Anxiety and SARS-CoV-2 (Covid-19) Phobia in Post-stroke Patients",Completed,NA,Fatih Sultan Mehmet Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,1,NA,0
NCT04560257,5/1/2020,12/30/2020,Interventional,High Flow Nasal Cannula HFNC In Covid-19 Patients,Recruiting,N/A,Lahore General Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,3,High flow nasal cannula HFNC,0
NCT04560231,6/1/2020,11/30/2020,Interventional,Remdesivir in COVID-19 Lahore General Hospital,Recruiting,Early Phase 1,Lahore General Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,1,Remdesivir,0
NCT04560205,5/1/2020,12/30/2020,Interventional,Tocilizumab in COVID-19 Lahore General Hospital,Recruiting,Phase 1,Lahore General Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,1,Tocilizumab,0
NCT04559113,5/1/2020,12/30/2020,Interventional,Methylprednisolone in COVID-19 Patients (Methyl19LGH),Recruiting,N/A,Lahore General Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,1,Methylprednisolone Injectable Product,0
NCT04559074,10/23/2020,4/30/2021,Interventional,Personalised Electronic Record Supported Optimisation When Alone for Patients With Hypertension- Pilot Study for Remote Medical Management of Hypertension During the COVID-19 Pandemic,Recruiting,Phase 4,Queen Mary University of London,NA,NA,NA,NA,NA,0,United Kingdom,0,2,Amlodipine,0
NCT04559009,10/15/2020,12/31/2023,Observational [Patient Registry],COVID-19 Amyotrophic Lateral Sclerosis (ALS) Registry,Recruiting,NA,Atrium Health,NA,NA,NA,NA,NA,1,United States,0,1,NA,0
NCT04558645,9/18/2020,12/18/2020,Observational,Evaluation of Quality of Life in Patients With Type 1 Diabetes Mellitus During the Covid-19 Pandemic,Completed,NA,Gazi University,NA,NA,NA,NA,NA,0,Turkey,0,3,Online Survey,0
NCT04558463,4/16/2020,9/30/2020,Interventional,The Effectivity and Safety of Favipiravir Compared to Oseltamivir as Adjuvant Therapy for COVID-19,Recruiting,Phase 3,Indonesia University,NA,NA,NA,NA,NA,0,Indonesia,0,0,Favipiravir|Oseltamivir 75mg,0
NCT04558437,6/12/2020,12/31/2020,Observational,"COVID-Impact ""Psychological IMPACT of Covid-19 on AP-HP Staff""",Recruiting,NA,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,0,Questionnaire,0
NCT04558411,9/12/2020,12/15/2020,Interventional,"Pilot Study of a Brief, Scaleable Intervention for Coronavirus (COVID-19) Mental Health Sequelae in College Students",Recruiting,N/A,"Rutgers, The State University of New Jersey",NA,NA,NA,NA,NA,1,United States,0,0,Dialectical Behavioral Therapy (DBT) Skills,0
NCT04558372,4/1/2020,12/12/2020,Interventional,Genosvid Diagnostic Test for Early Detection of COVID-19,Completed,N/A,Gadjah Mada University,NA,NA,NA,NA,NA,0,Indonesia,0,3,exhaled breath sampling|exhaled breath sampling|exhaled breath sampling,0
NCT04670328,5/1/2020,7/31/2020,Observational,Role of Hematological Parameters in the Stratification of COVID-19 Disease Severity,Completed,NA,FMH College of Medicine and Dentistry,NA,NA,NA,NA,NA,0,Pakistan,0,0,not required,0
NCT04668170,5/5/2020,12/31/2021,Observational,Predictive Immune Biomarkers of COVID-19 Pathogenesis to Influence Therapeutic Management,Recruiting,NA,"University Hospital, Toulouse",NA,NA,NA,NA,NA,0,France,0,0,Blood collection on admission and longitudinally|Blood collection on their first consultation and 10 to 14 days later,0
NCT04667442,12/1/2020,3/31/2021,Observational,Investigational Performance Evaluation of the Nanomix eLabÂ® COVID-19 Rapid Antigen Panel With Samples From COVID-19 Positive and Negative Human Subjects,Recruiting,NA,Nanomix,NA,NA,NA,NA,NA,1,United States,0,1,Nanomix eLabÂ® COVID-19 Rapid Antigen Panel (non-interventional),0
NCT04666753,7/2/2020,9/29/2020,Observational,Retrospective Study of ImmunoFormulation for COVID-19,Completed,NA,Fagron Iberica S.A.U.,NA,NA,NA,NA,NA,0,Spain,0,0,ImmunoFormulation,0
NCT04666558,11/30/2020,12/17/2021,Interventional,Heal-Me Personalized Online Nutrition and Exercise Routines,Recruiting,N/A,University of Alberta,NA,NA,NA,NA,NA,0,Canada,0,0,Exercise & Nutrition|Exercise & Nutrition,0
NCT04666246,3/1/2020,2/1/2021,Observational,Inspiratory Effort in COVID-19,Recruiting,NA,University of Modena and Reggio Emilia,NA,NA,NA,NA,NA,0,Italy,0,0,NA,0
NCT04666207,5/25/2020,1/31/2021,Observational,"Viral Shedding, Symptoms and Exposure of SARS-CoV-2 in Non-hospitalized Children With COVID-19",Recruiting,NA,"Rigshospitalet, Denmark",NA,NA,NA,NA,NA,0,Denmark,0,0,PCR,0
NCT04666116,4/1/2020,12/31/2020,Interventional,Changes in Viral Load in COVID-19 After Probiotics,Recruiting,N/A,Hospital de Sagunto,NA,NA,NA,NA,NA,0,Spain,0,1,Dietary supplementation in patients with covid disease admitted to hospital,0
NCT04664049,12/23/2020,12/31/2022,Observational,The Outcomes of NRICM101 on SARS-COV-2 (COVID-19) Infection,Recruiting,NA,"National Research Institute of Chinese Medicine, Ministry of Health and Welfare",NA,NA,NA,NA,NA,0,Taiwan,0,1,NRICM101,0
NCT04663659,3/15/2020,5/15/2020,Observational,The Effect of Diabetes Mellitus on Mortality of Patients With COVID-19,Completed,NA,Sisli Hamidiye Etfal Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,1,no intervention,0
NCT04659941,10/1/2020,10/1/2021,Interventional,Use of BCG Vaccine as a Preventive Measure for COVID-19 in Health Care Workers,Recruiting,Phase 2,Universidade Federal do Rio de Janeiro,NA,NA,NA,NA,NA,0,Brazil,0,0,BCG vaccine,1
NCT04659889,12/31/2020,6/30/2021,Observational,Clinical and Haematological Phenotypes in Long COVID,Recruiting,NA,HCA International Limited,NA,NA,NA,NA,NA,0,United Kingdom,0,0,Blood sampling (venesection),0
NCT04659876,3/22/2020,9/1/2020,Observational,Factors Affecting Mortality in Critical Patients Admitted to Intensive Care Unit Due to COVID 19,Completed,NA,Saglik Bilimleri Universitesi Gazi Yasargil Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,clinical features and laboratory values,0
NCT04659486,9/24/2020,4/30/2021,Interventional,Adolescents With COVID-19/MIS-C at HCFMUSP,Enrolling by invitation,N/A,University of Sao Paulo,NA,NA,NA,NA,NA,0,Brazil,0,0,Home-based exercise training,0
NCT04658979,12/31/2020,3/31/2021,Interventional,Pulmonary TELE-REHABilitation Program : Feasibility and Safety Study,Recruiting,N/A,Centre de Recherche de l'Institut Universitaire de Cardiologie et de Pneumologie de Quebec,NA,NA,NA,NA,NA,0,Canada,0,1,Pulmonary tele-rehabilitation,0
NCT04658433,12/5/2020,2/15/2021,Interventional,The Effect of Omega -3 Supplements on the Serum Levels of ACE/ACE2 Ratio as a Potential Key in Cardiovascular Disease and COVID-19; A Randomized Clinical Trial in the Covid-19 Uninfected Jordanian People,Recruiting,N/A,Applied Science Private University,NA,NA,NA,NA,NA,0,Jordan,0,0,300 mg of omega3-FA,0
NCT04657510,11/14/2020,12/1/2020,Observational,Femoral frACturEs and COVID-19.,Recruiting,NA,Istituto Ortopedico Galeazzi,NA,NA,NA,NA,NA,0,Italy,0,0,COVID-19,0
NCT04657445,11/17/2020,5/31/2021,Observational,"EFFECT OF COVID-19 DISEASE IN SMELL AND TASTE OF PATIENTS WITH MILD, MODERATE OR SEVERE SYMPTOMATOLOGY",Recruiting,NA,"University Hospital, Ioannina",NA,NA,NA,NA,NA,0,Greece,0,3,visual analogue scale,0
NCT04652505,7/13/2020,3/31/2021,Observational,"Effect of the COVID-19 Public Health Crisis on the Mental Health and Physical Well-Being of Cancer Patients, the Coping With COVID Study",Recruiting,NA,M.D. Anderson Cancer Center,NA,NA,NA,NA,NA,1,United States,0,0,Questionnaire Administration,0
NCT04650035,11/1/2020,11/4/2020,Observational,The Impact of COVID-19 on Surgical Practice in Jordan During the Second Outbreak,Completed,NA,Yarmouk University,NA,NA,NA,NA,NA,0,Jordan,0,1,NA,0
NCT04649840,10/1/2020,12/31/2021,Observational,Estimation of Dynamics of Humoral and Cellular Immunity in COVID-19 Patients,Enrolling by invitation,NA,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,NA,NA,NA,NA,NA,0,Belarus,0,0,Humoral and cellular immunity,0
NCT04649515,12/4/2020,8/31/2021,Interventional,"Efficacy and Safety of TY027, a Treatment for COVID-19, in Humans",Recruiting,Phase 3,Tychan Pte Ltd.,NA,NA,NA,NA,NA,0,Singapore,0,1,TY027|TY027|0.9% saline,0
NCT04649333,6/15/2020,8/31/2020,Observational,COVID-19 and Sports - an Online Survey on the Impact of the Pandemic and Possible Preventive Measures,Completed,NA,Medical University Innsbruck,NA,NA,NA,NA,NA,0,Austria,0,1,NA,0
NCT04649320,11/23/2020,12/31/2020,Observational,Perception of the COVID-19 Pandemic in Patients With Haematological or Solid Neoplasias,Recruiting,NA,Medical University Innsbruck,NA,NA,NA,NA,NA,0,Austria,0,0,questionnaire,0
NCT04648800,7/7/2020,12/31/2020,Interventional,Clinical Trial Evaluating the Effect of BCG Vaccination on the Incidence and Severity of SARS-CoV-2 Infections Among Healthcare Professionals During the COVID-19 Pandemic in Poland,Recruiting,Phase 3,University of Rzeszow,NA,NA,NA,NA,NA,0,Poland,0,0,BCG-10 vaccine|0.9% saline,1
NCT04647994,9/21/2020,7/1/2021,Observational,Exploratory Study: COVID-19 and Pregnancy,Recruiting,NA,University of Sao Paulo General Hospital,NA,NA,NA,NA,NA,0,Brazil,0,1,SARS-CoV-2 serology,0
NCT04646655,7/27/2020,5/31/2021,Interventional,Enoxaparin at Prophylactic or Therapeutic Doses in COVID-19,Recruiting,Phase 3,ASST Fatebenefratelli Sacco,NA,NA,NA,NA,NA,0,Italy,0,0,Enoxaparin,0
NCT04646525,10/1/2020,2/1/2021,Observational,The Relationship Between Covid-19 Infection in Pediatric Patients and Secondary Lymphoid Organs,Recruiting,NA,Selcuk University,NA,NA,NA,NA,NA,0,Turkey,0,0,Physical examination,0
NCT04645433,3/15/2020,5/15/2020,Observational,Effect of Favipiravir on Mortality in Patients With COVID-19 at a Tertiary Center Intensive Care Unit,Completed,NA,Sisli Hamidiye Etfal Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,NA,0
NCT04645407,2/1/2020,4/15/2020,Interventional,Effects of Fuzheng Huayu Tablets on COVID-19,Completed,Phase 4,ShuGuang Hospital,NA,NA,NA,NA,NA,0,China,0,0,Fuzheng Huayu tablet,0
NCT04644705,11/2/2020,5/31/2021,Interventional,Safety and Pharmacokinetics of a Novel Niclosamide Solution in Combination With Camostat,Recruiting,Phase 1,CharitÃ© Research Organisation GmbH,NA,NA,NA,NA,NA,0,Germany,0,0,Niclosamide|Placebo,0
NCT04644302,2/1/2020,7/31/2021,Observational,Circulatory Coherence in COVID-19 and Non-COVID-19 Patients With Sepsis,Recruiting,NA,University Hospital Hradec Kralove,NA,NA,NA,NA,NA,0,Czechia,0,1,microcirculation recording,0
NCT04644172,11/1/2020,11/30/2023,Interventional,Improving Thinking in Everyday Life After Covid-19,Recruiting,Phase 1/Phase 2,University of Alabama at Birmingham,NA,NA,NA,NA,NA,1,United States,0,0,Speed of Processing Training|Instrumental Activities of Daily Living Shaping|Transfer Package from CI Therapy|Usual Care,0
NCT04644159,11/13/2020,6/30/2022,Observational,"Longitudinal Follow-up of a Population Cohort in a French City With High SARS-CoV-2 Circulation, in Early 2020 [COVID-19]",Recruiting,NA,Institut Pasteur,NA,NA,NA,NA,NA,0,France,0,1,Human biological samples,0
NCT04644146,12/1/2020,6/1/2021,Observational,Genetic Predisposition to Severe Forms of COVID-19 (SARS-CoV2 Infection),Recruiting,NA,Hospices Civils de Lyon,NA,NA,NA,NA,NA,0,France,0,0,GENETIC,0
NCT04642040,6/30/2020,1/31/2021,Interventional,Effectiveness of Pulmonary Rehabilitation Program in Patients With SARS-CoV-2 Pneumonia,Recruiting,N/A,Sisli Hamidiye Etfal Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,Pulmonary Rehabilitation,0
NCT04641182,7/6/2020,8/16/2020,Observational [Patient Registry],Prone Position for Nonintubated Patients With COVID-19 and Hypoxemic Respiratory Failure,Completed,NA,Pontificia Universidad Catolica de Chile,NA,NA,NA,NA,NA,0,Chile,0,0,Prone position,0
NCT04640038,12/18/2020,12/31/2022,Interventional,Contrast Enhanced Ultrasound in COVID-19,Recruiting,Phase 3,Children's Hospital of Philadelphia,NA,NA,NA,NA,NA,1,United States,0,2,Sulfur hexafluoride lipid-type A microspheres,0
NCT04639466,12/11/2020,11/10/2022,Interventional,"A Synthetic MVA-based SARS-CoV-2 Vaccine, COH04S1, for the Prevention of COVID-19",Recruiting,Phase 1,City of Hope Medical Center,NA,NA,NA,NA,NA,1,United States,0,4,Placebo Administration|Vaccine Therapy,1
NCT04636034,1/12/2021,8/31/2021,Interventional,The Effect of Ganglion Sphenopalatine Block Versus Placebo on Persistent Headache Following COVID-19 Infection,Recruiting,Phase 3,University Hospital Bispebjerg and Frederiksberg,NA,NA,NA,NA,NA,0,Denmark,0,3,"Sphenopalatine Ganglion Block with Local Anesthetic|Sphenopalatine Ganglion Block with Placebo (Isotone NaCl)|""Sham""-block with Placebo (Isotone NaCl)",0
NCT04636021,8/1/2020,12/31/2021,Observational [Patient Registry],Restoring Non-Emergent Cardiovascular Care in the Peri- COVID-19 Era,Recruiting,NA,Pinnacle Health Cardiovascular Institute,NA,NA,NA,NA,NA,1,United States,0,0,COVID-19 testing,0
NCT04635813,3/10/2020,9/30/2020,Observational,The Impact of COVID-19 Pandemic on Thyroid Surgery in Italy: Results From a Nation-wide Multicentric Study,Completed,NA,University of Cagliari,NA,NA,NA,NA,NA,0,Italy,0,0,Thyroidectomy,0
NCT04634799,1/8/2021,11/30/2021,Interventional,Study To antagOnize Plasminogen Activator Inhibitor-1 in Severe COVID-19,Recruiting,Phase 1/Phase 2,Northwestern University,NA,NA,NA,NA,NA,1,United States,0,2,TM5614|Placebo,0
NCT04634422,11/16/2020,6/30/2021,Interventional,Plasma Exchange (PLEX) and Convalescent Plasma (CCP) in COVID-19 Patients With Multiorgan Failure,Recruiting,N/A,"Rigshospitalet, Denmark",NA,NA,NA,NA,NA,0,Denmark,0,1,Plasma exchange and convalescent plasma,0
NCT04634318,12/10/2020,12/31/2021,Interventional,Organization of Pulmonary Rehabilitation of Post-COVID-19 Patient With Sequelae (REHABCOVID),Recruiting,N/A,Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer,NA,NA,NA,NA,NA,0,France,0,4,Respiratory rehabilitation program (RR).|Respiratory tele-rehabilitation program (TRR).,0
NCT04633941,6/1/2020,7/30/2020,Observational,Impact of Social Distancing on Bariatric Versus Non-Surgical Obese Patients During COVID-19 Pandemic,Completed,NA,Singapore General Hospital,NA,NA,NA,NA,NA,0,Singapore,0,1,Standard Care,0
