nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,pubmed_links,ctg_links,Abstract,Registry,Total_pubs,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04483752,6/8/2020,12/24/2021,Interventional,Predicting the Progression to Chronic Fibrosis of Lung Lesions Related to Covid-19 Infection From Chest CT Images,Recruiting,Not Applicable,Centre Chirurgical Marie Lannelongue,NA,NA,NA,NA,NA,NA,France,0,1,CHEST CT SCAN,0
NCT04487444,9/10/2020,3/31/2022,Interventional,Thymalfasin (Thymosin Alpha 1) to Treat COVID-19 Infection,Recruiting,Phase 2,Rhode Island Hospital,NA,NA,NA,NA,NA,NA,United States,0,4,Thymalfasin,0
NCT04487171,7/21/2020,7/31/2021,Interventional,Screening for Postpartum Depression and Associated Risk Factors Among Women Who Deliver in Four Hospital in France During the COVID-19 Epidemic,Recruiting,Not Applicable,"Centre Hospitalier Universitaire, Amiens",NA,NA,NA,NA,NA,NA,France,0,0,NA,0
NCT04483830,6/5/2020,8/6/2020,Interventional,Suloexide in the Treatment of Early Stages of COVID-19,Completed,Phase 2/Phase 3,Clinedem,NA,NA,NA,NA,NA,NA,Mexico,0,2,Sulodexide|Placebo,0
NCT04481685,7/20/2020,2/25/2021,Interventional,"A Trial of Aclaris Therapeutics, Inc. (ATI)-450 in Patients With Moderate-severe Novel Coronavirus Disease 2019 (COVID-19)",Completed,Phase 2,University of Kansas Medical Center,NA,NA,NA,NA,NA,NA,United States,0,4,ATI-450|Placebo,0
NCT04482387,7/24/2020,7/1/2021,Interventional,DigiVis: Self-testing Vision App for Telephone Consultations,Recruiting,Not Applicable,Cambridge University Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,DigiVis visual acuity app,0
NCT04483271,10/2/2020,12/15/2020,Interventional,The Effect of Omega-3 on Selected Cytokines Involved in Cytokine Storm,Enrolling by invitation,Not Applicable,Applied Science Private University,NA,NA,NA,NA,NA,NA,Jordan,0,1,300 mg of omega3-FA,0
NCT04483635,2/8/2021,5/4/2021,Interventional,PRevention of COVID-19 With Oral Vitamin D Supplemental Therapy in Essential healthCare Teams,Terminated,Phase 3,St. Justine's Hospital,"A premature discontinuation was recommended by the Data Safety Monitoring Board and agreed upon by the principal investigator, because the significantly lower recruitment than planned, in the context of mass vaccination of the target population.",NA,NA,NA,NA,NA,Canada,0,3,Placebo|Vitamin D,0
NCT04480957,8/4/2020,1/29/2021,Interventional,Ascending Dose Study of Investigational SARS-CoV-2 Vaccine ARCT-021 in Healthy Adult Subjects,Completed,Phase 1/Phase 2,"Arcturus Therapeutics, Inc.",NA,NA,NA,NA,NA,NA,Singapore,0,2,ARCT-021 Dose 1|ARCT-021 Dose 2|ARCT-021 Dose 3|ARCT-021 Dose 4|ARCT-021 Dose Regimen 1|ARCT-021 Dose Regimen 2|Placebo,1
NCT04482621,9/14/2020,2/28/2022,Interventional,Decitabine for Coronavirus (COVID-19) Pneumonia- Acute Respiratory Distress Syndrome (ARDS) Treatment: DART Trial,Recruiting,Phase 2,Johns Hopkins University,NA,NA,NA,NA,NA,NA,United States,0,4,Decitabine|Placebo Saline,0
NCT04477993,8/14/2020,3/29/2021,Interventional,Ruxolitinib for Acute Respiratory Disorder Syndrome Due to COVID-19,Terminated,Phase 2/Phase 3,University of Sao Paulo General Hospital,Low accrual,NA,NA,NA,NA,NA,Brazil,0,1,Janus Kinase Inhibitor (ruxolitinib)|Placebo,0
NCT04480112,6/2/2020,6/11/2021,Interventional,Impact of Covid-19 on Frequent Social Interaction Through Communication Technologies in the Cognitive Status of Socially-isolated Older Adults,Completed,Not Applicable,Boston University,NA,NA,NA,NA,NA,NA,United States,0,5,Technology based social interactions|No research related technology based social interactions,0
NCT04479540,5/26/2020,2/26/2022,Interventional,Assessment of the Risk of Pulmonary Embolism and Coagulation Profile in Patients With COVID-19 Lung Disease,Recruiting,Not Applicable,Hopital Foch,NA,NA,NA,NA,NA,NA,France,0,2,Angiography scanner,0
NCT04482673,7/31/2020,12/31/2021,Interventional,Vitamin D Supplementation in the Prevention and Mitigation of COVID-19 Infection,Recruiting,Phase 4,Medical University of South Carolina,NA,NA,NA,NA,NA,NA,United States,0,1,Daily Vitamin D3|Daily placebo|Bolus vitamin D3|Bolus placebo,0
NCT04476992,7/24/2020,7/17/2021,Interventional,Nitric Oxide Therapy for COVID-19 Patients With Oxygen Requirement,"Active, not recruiting",Phase 1/Phase 2,Tomsk National Research Medical Center of the Russian Academy of Sciences,NA,NA,NA,NA,NA,NA,Russian Federation,0,4,Nitric Oxide-Sessions|Nitric Oxide-Continuous and Sessions,0
NCT04478019,7/7/2020,4/30/2022,Interventional,SHIELD Study: Using Naso-oropharyngeal Antiseptic Decolonization to Reduce COVID-19 Viral Shedding,Recruiting,Early Phase 1,"University of Wisconsin, Madison",NA,NA,NA,NA,NA,NA,United States,0,4,10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,0
NCT04477083,7/15/2020,8/15/2020,Interventional,"Development and Validation of ""Ready-to-Use"" Inhalable Forms of Hydroxychloroquine for Treatment of COVID-19","Active, not recruiting",Not Applicable,Mansoura University,NA,NA,NA,NA,NA,NA,Egypt,0,0,inhalable hydroxychloroquine (HCQ)|supportive and symptomatic treatment,0
NCT04472559,6/16/2021,10/1/2021,Interventional,Acupressure for COVID-19 Related Quality of Life and Stress,Recruiting,Not Applicable,"University of California, Los Angeles",NA,NA,NA,NA,NA,NA,United States,0,4,Self-acupressure,0
NCT04476979,7/16/2020,6/30/2021,Interventional,Comparison of Tocilizumab Plus Dexamethasone vs. Dexamethasone for Patients With Covid-19,Recruiting,Phase 2,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,French Guiana,0,2,Tocilizumab|Dexamethasone,0
NCT04475913,7/11/2018,7/11/2020,Interventional,Digital vs Analog Impression in Cases of All-on-4 - Prosthesis,Completed,Not Applicable,October University for Modern Sciences and Arts,NA,NA,NA,NA,NA,NA,Egypt,0,1,DIG Axial|DIG Tilted|CIG Axial|CIG Tilted,0
NCT04470544,7/28/2020,9/15/2022,Interventional,Camostat Mesilate Treating Patients With Hospitalized Patients With COVID-19,Recruiting,Phase 2,Academic and Community Cancer Research United,NA,NA,NA,NA,NA,NA,United States,0,3,Camostat Mesilate|Standard of Care,0
NCT04475120,4/15/2020,7/2/2020,Interventional,Efficacy and Safety of Liposomal Lactoferrin in COVID-19 Patients With Mild-to-Moderate Disease and in COVID-19 Asymptomatic Patients,Completed,Phase 2/Phase 3,University of Rome Tor Vergata,NA,NA,NA,NA,NA,NA,Italy,0,2,liposomal lactoferrin|SOC therapy,0
NCT04473274,5/21/2020,11/1/2020,Interventional,"GlitazOne Treatment for Coronavirus HypoxiA, a Safety and Tolerability Open Label With Matching Cohort Pilot Study",Completed,Phase 4,Samaritan Health Services,NA,NA,NA,NA,NA,NA,United States,0,2,Pioglitazone,0
NCT04470869,6/12/2020,10/12/2021,Interventional,Impact on the OLAF Intervention to Prevent Post Traumatic Disorders During the Confinement.,"Active, not recruiting",Not Applicable,"University Hospital, Toulouse",NA,NA,NA,NA,NA,NA,France,0,1,Phone call,0
NCT04473248,6/28/2020,8/30/2020,Interventional,Spartan COVID-19 System: Evaluation of Clinical Sample Collection,Completed,Not Applicable,Spartan Bioscience Inc.,NA,NA,NA,NA,NA,NA,Canada,0,1,Spartan COVID-19 System,0
NCT04470258,6/25/2020,8/30/2020,Interventional,Elmo Respiratory Support Project - COVID-19,Completed,Not Applicable,Escola de SaÃºde PÃºblica do CearÃ¡,NA,NA,NA,NA,NA,NA,Brazil,0,2,ELMO PROJECT AT COVID-19: STUDY IN HUMANS|ELMO PROJECT AT COVID-19: PROOF OF CONCEPT AND USABILITY,0
NCT04468646,6/15/2020,7/15/2020,Interventional,To Determine the Efficacy of Neurokinin 1 Receptor Antagonist as a Therapeutic Tool Against Cytokine Storm and Respiratory Failure in Covid-19 Patients,Recruiting,Phase 3,University of Health Sciences Lahore,NA,NA,NA,NA,NA,NA,Pakistan,0,0,NK-1R antagonist,0
NCT04468139,6/20/2020,7/20/2020,Interventional,"The Study of Quadruple Therapy Zinc, Quercetin, Bromelain and Vitamin C on the Clinical Outcomes of Patients Infected With COVID-19",Recruiting,Phase 4,"Ministry of Health, Saudi Arabia",NA,NA,NA,NA,NA,NA,Saudi Arabia,0,0,Quercetin|bromelain|Zinc|Vitamin C,0
NCT04466540,5/12/2020,7/28/2021,Interventional,Randomized Placebo-controlled Trial of Hydroxychloroquine in Outpatient Cases With Coronavirus Disease 2019 (COVID-19),"Active, not recruiting",Phase 4,Hospital AlemÃ£o Oswaldo Cruz,NA,NA,NA,NA,NA,NA,Brazil,0,2,Hydroxychloroquine|Placebo,0
NCT04466098,7/30/2020,12/1/2021,Interventional,Multiple Dosing of Mesenchymal Stromal Cells in Patients With ARDS (COVID-19),"Active, not recruiting",Phase 2,"Masonic Cancer Center, University of Minnesota",NA,NA,NA,NA,NA,NA,United States,0,3,Mesenchymal stromal cells|Placebo,0
NCT04464395,7/1/2020,3/1/2021,Interventional,Study of CPI-006 as Immunotherapy for Hospitalized COVID-19 Patients,Completed,Phase 1,"Corvus Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,NA,United States,0,6,CPI-006|Standard of Care,0
NCT04466683,8/28/2020,12/31/2021,Interventional,Low-Dose Radiotherapy For Patients With SARS-COV-2 (COVID-19) Pneumonia,Recruiting,Phase 2,Ohio State University Comprehensive Cancer Center,NA,NA,NA,NA,NA,NA,United States|Colombia,0,2,Low dose radiation 35 cGy|High dose radiation 100 cGy,0
NCT04467840,8/21/2020,7/18/2021,Interventional,"Opaganib, a Sphingosine Kinase-2 (SK2) Inhibitor in COVID-19 Pneumonia",Completed,Phase 2/Phase 3,RedHill Biopharma Limited,NA,NA,NA,NA,NA,NA,United States|Brazil|Colombia|Israel|Italy|Mexico|Peru|Poland|Russian Federation|United Kingdom,0,47,Opaganib|Placebo,0
NCT04463602,7/25/2020,1/25/2021,Interventional,Desidustat in the Management of COVID-19 Patients,Completed,Phase 2,Cadila Healthcare Limited,NA,NA,NA,NA,NA,NA,Mexico,0,7,Desidustat|Standard of Care,0
NCT04463472,6/29/2020,9/28/2020,Interventional,Study of COVID-19 DNA Vaccine (AG0301-COVID19),Completed,Phase 1/Phase 2,"AnGes, Inc.",NA,NA,NA,NA,NA,NA,Japan,0,6,AG0301-COVID19|AG0301-COVID19,1
NCT04468009,6/25/2020,1/19/2021,Interventional,Treatment of Critically Ill Patients With Covid-19 With Convalescent Plasma,Completed,Phase 2,Hospital de Infecciosas Francisco Javier Muniz,NA,NA,NA,NA,NA,NA,Argentina,0,5,Convalescent plasma,0
NCT04461925,5/2/2020,5/2/2021,Interventional,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic P_MMSCs and UC-MMSCs,Recruiting,Phase 1/Phase 2,Institute of Cell Therapy,NA,NA,NA,NA,NA,NA,Ukraine,0,0,Placenta-Derived MMSCs; Cryopreserved Placenta-Derived Multipotent Mesenchymal Stromal Cells|Antibiotics|Hormones|Anticoagulant Therapy|Ðžxygen therapy,0
NCT04465604,2/1/2021,11/1/2021,Interventional,Hypertonic Saline for COVID-19 Symptoms,Recruiting,Not Applicable,King Faisal Specialist Hospital & Research Center,NA,NA,NA,NA,NA,NA,Saudi Arabia,0,1,NA,0
NCT04460443,8/1/2020,8/1/2021,Interventional,Sofosbuvir in Treatment of COVID 19,Recruiting,Phase 2/Phase 3,Tanta University,NA,NA,NA,NA,NA,NA,Egypt,0,2,sofosbuvir|Sofosbuvir ledipsavir|Daclatasvir,0
NCT04460690,7/13/2020,3/31/2021,Interventional,"Rapid, Onsite COVID-19 Detection",Completed,Not Applicable,"University of Wisconsin, Madison",NA,NA,NA,NA,NA,NA,United States,0,6,Rapid Onsite COVID-19 Detection,0
NCT04459455,8/19/2020,10/15/2020,Interventional,"Project H-COVID: Evaluating Hyper-Brief, Online Materials During the COVID-19 Pandemic",Completed,Not Applicable,Stony Brook University,NA,NA,NA,NA,NA,NA,United States,0,2,Contain COVID Anxiety SSI|Remain COVID Free SSI,0
NCT04462757,5/28/2020,8/31/2020,Interventional,SCIL-1Ra in COVID-19 Feasibility & PK/PD,Terminated,Phase 2,University of Manchester,Lack of patients in the trial population from which to recruit and lack of funding,NA,NA,NA,NA,NA,United Kingdom,0,4,Anakinra 100Mg/0.67Ml Inj Syringe,0
NCT04459962,6/29/2020,1/7/2021,Interventional,Covid-19 Breath Test,Completed,Not Applicable,Ancon Technologies Ltd,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,Breath Test & Cheek Swab,0
NCT04457609,7/31/2020,8/31/2020,Interventional,Administration of Allogenic UC-MSCs as Adjuvant Therapy for Critically-Ill COVID-19 Patients,Recruiting,Phase 1,Indonesia University,NA,NA,NA,NA,NA,NA,Indonesia,0,0,Oseltamivir|Azithromycin|Umbilical Cord Mesenchymal Stem Cells,0
NCT04459325,6/1/2020,7/20/2020,Interventional,TigeraseÂ® Efficacy and Safety as Part of Complex Therapy in Patients With COVID-19,Completed,Phase 3,AO GENERIUM,NA,NA,NA,NA,NA,NA,Russian Federation,0,1,TigeraseÂ® and best available care|Best available care,0
NCT04457726,7/1/2020,3/31/2021,Interventional,Part Two of Novel Adoptive Cellular Therapy With SARS-CoV-2 Specific T Cells in Patients With Severe COVID-19,Recruiting,Phase 1/Phase 2,KK Women's and Children's Hospital,NA,NA,NA,NA,NA,NA,Singapore,0,1,SARS-CoV-2 Specific T Cells,0
NCT04458519,7/16/2020,5/27/2021,Interventional,Efficacy of Intranasal Probiotic Treatment to Reduce Severity of Symptoms in COVID19 Infection,Completed,Not Applicable,Centre hospitalier de l'UniversitÃ© de MontrÃ©al (CHUM),NA,NA,NA,NA,NA,NA,Canada,0,4,Probiorinse|Saline solution,0
NCT04458298,8/11/2020,6/2/2022,Interventional,A Study to Evaluate OP-101 (Dendrimer N-acetyl-cysteine) in Severe Coronavirus Disease 2019 (COVID-19) Patients,"Active, not recruiting",Phase 2,"Orpheris, Inc.",NA,NA,NA,NA,NA,NA,United States,0,6,OP-101|Placebo,0
NCT04456452,7/27/2020,9/8/2020,Interventional,Study of Ampion for the Treatment of Adult COVID-19 Patients Requiring Oxygen Supplementation,Completed,Phase 1,Ampio Pharmaceuticals. Inc.,NA,NA,NA,NA,NA,NA,United States,0,5,Ampion|Standard of Care,0
NCT04456413,11/6/2020,11/30/2021,Interventional,Convalescent Plasma as Treatment for Subjects With Early COVID-19 Infection,Recruiting,Phase 2,Hackensack Meridian Health,NA,NA,NA,NA,NA,NA,United States,0,3,Convalescent Plasma|Best Supportive Care,0
NCT04453774,11/1/2020,2/28/2022,Interventional,At Home Monitoring for Patients With Covid19,Recruiting,Not Applicable,"University Health Network, Toronto",NA,NA,NA,NA,NA,NA,Canada,0,3,Covidfree@home,0
NCT04456361,4/16/2020,10/15/2020,Interventional,Use of Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Caused by COVID-19,"Active, not recruiting",Early Phase 1,Instituto de Medicina Regenerativa,NA,NA,NA,NA,NA,NA,Mexico,0,1,Mesenchymal Stem Cells derived from Wharton Jelly of Umbilical cords,0
NCT04456062,8/4/2020,7/20/2021,Interventional,Using Caring Contacts to Reduce Psychiatric Morbidity Following Hospitalization During the COVID-19 Pandemic,"Active, not recruiting",Not Applicable,Sunnybrook Health Sciences Centre,NA,NA,NA,NA,NA,NA,Canada,0,3,Caring Contacts,0
NCT04455308,7/21/2020,10/19/2020,Interventional,COVID-19 and Chilblains,Completed,Not Applicable,Rennes University Hospital,NA,NA,NA,NA,NA,NA,France,0,2,Biological sample collection,0
NCT04480138,8/11/2020,7/31/2021,Interventional,Pegylated Interferon - Î±2b With SARSCoV- 2 (COVID-19),"Active, not recruiting",Phase 2,Cadila Healthcare Limited,NA,NA,NA,NA,NA,NA,Mexico,0,5,Pegylated Interferon-Î±2b|Standard of Care,0
NCT04481633,9/9/2020,3/31/2022,Interventional,Efficacy of Pre-exposure Treatment With Hydroxy-Chloroquine on the Risk and Severity of COVID-19 Infection,Recruiting,Not Applicable,"University Hospital, Toulouse",NA,NA,NA,NA,NA,NA,France,0,3,COVID 19 serology|COVID 19 Self-Questionnaire,0
NCT04476680,9/1/2020,4/28/2021,Interventional,Influence of Military Preventive Policy for reCruit Training on COVID-19 Seroconversion,Recruiting,Not Applicable,Royal Centre for Defence Medicine,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,Vitamin D,0
NCT04478539,6/1/2020,6/1/2021,Interventional,Extracorporeal Blood Purification as a Treatment Modality for COVID-19,Recruiting,Not Applicable,Zan Mitrev Clinic,NA,NA,NA,NA,NA,NA,North Macedonia,0,0,Extracorporeal blood purification using the oXirisÂ® (AN69ST) hemofilter,0
NCT04474340,5/21/2020,9/30/2020,Interventional,COVID-19 Convalescent Plasma Treatment in SARS-CoV-2 Infected Patients,Recruiting,Phase 1,"Ministry of Health, Kuwait",NA,NA,NA,NA,NA,NA,Kuwait,0,1,COVID-19 Convalscent Plasma,0
NCT04476888,4/26/2020,9/15/2020,Interventional,Convalescent Plasma Treatment in COVID-19,Completed,Not Applicable,Aga Khan University,NA,NA,NA,NA,NA,NA,Pakistan,0,2,Convalescent Plasma (CP)|Drugs and supportive care,0
NCT04475991,7/13/2021,10/31/2021,Interventional,Safety and Efficacy of Maraviroc and/or Favipiravir With Standard Therapy in Severe COVID-19 Adults,Recruiting,Phase 2,Hospital General de MÃ©xico Dr. Eduardo Liceaga,NA,NA,NA,NA,NA,NA,Mexico,0,14,Maraviroc + Currently used therapy|Curently used therapy for COVID-19 non-critical patients|Favipiravir + Currently used therapy|Maraviroc+Favipiravir+CT,0
NCT04475107,7/9/2020,3/25/2021,Interventional,The Efficacy and Safety of Pyramax in Mild to Moderate COVID-19 Patients,Completed,Phase 2,Shin Poong Pharmaceutical Co. Ltd.,NA,NA,NA,NA,NA,NA,"Korea, Republic of",0,7,Pyronaridine-Artesunate|Placebo,0
NCT04473898,6/19/2020,10/19/2020,Interventional,Telerehabilitation After Coronavirus,Completed,Not Applicable,KTO Karatay University,NA,NA,NA,NA,NA,NA,Turkey,0,2,Aerobic Exercise Training|Patient Education|Respiratory Exercise Training,0
NCT04475562,4/6/2020,5/6/2020,Interventional,Can the Electronic Nose Smell COVID-19?,Completed,Not Applicable,Maastricht University Medical Center,NA,NA,NA,NA,NA,NA,Netherlands,0,0,Aeonose,0
NCT04476953,8/3/2020,1/31/2022,Interventional,COVID-FISETIN: Pilot in SARS-CoV-2 of Fisetin to Alleviate Dysfunction and Inflammation,Enrolling by invitation,Phase 2,Mayo Clinic,NA,NA,NA,NA,NA,NA,United States,0,3,Placebo|Fisetin,0
NCT04476745,10/5/2020,12/15/2020,Interventional,The Effect of D3 on Selected Cytokines Involved in Cytokine Storm in the Covid-19 Uninfected Jordanian People,Enrolling by invitation,Not Applicable,Applied Science Private University,NA,NA,NA,NA,NA,NA,Jordan,0,2,Vitamin D3,0
NCT04475575,4/6/2020,6/30/2020,Interventional,Can the Electronic Nose Smell COVID-19 Antibodies?,Completed,Not Applicable,Maastricht University Medical Center,NA,NA,NA,NA,NA,NA,Netherlands,0,0,Aeonose,0
NCT04475302,7/1/2020,12/30/2021,Interventional,BCG Vaccine in Reducing Morbidity and Mortality in Elderly Individuals in COVID-19 Hotspots,"Active, not recruiting",Phase 3,"Tuberculosis Research Centre, India",NA,NA,NA,NA,NA,NA,India,0,4,BCG vaccine (Freeze-dried),1
NCT04474483,11/6/2020,12/31/2021,Interventional,Safety and Efficacy of Melatonin in Outpatients Infected With COVID-19,Recruiting,Phase 2,State University of New York at Buffalo,NA,NA,NA,NA,NA,NA,United States,0,3,Melatonin|Placebo (Methylcellulose) capsule,0
NCT04470531,7/12/2020,10/12/2020,Interventional,Role of Co-trimoxazole in Severe COVID-19 Patients,Recruiting,Phase 2,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",NA,NA,NA,NA,NA,NA,Bangladesh,0,1,oral co-trimoxazole,0
NCT04469621,7/17/2020,10/23/2020,Interventional,A Phase 1b Trial to Evaluate Safety and Effect of SAR443122 on Immune System in Severe COVID-19,Completed,Phase 1,Sanofi,NA,NA,NA,NA,NA,NA,Argentina|Brazil|Chile|Mexico|Russian Federation,0,9,SAR443122|Placebo,0
NCT04473690,12/30/2020,5/31/2022,Interventional,KBP-201 COVID-19 Vaccine Trial in Healthy Volunteers,"Active, not recruiting",Phase 1/Phase 2,"Kentucky BioProcessing, Inc.",NA,NA,NA,NA,NA,NA,United States|Canada,0,18,Low Dose of KBP-COVID-19|High Dose of KBP-COVID-19|Placebo,1
NCT04471636,9/18/2020,11/30/2021,Interventional,Telemedicine in Outpatient Covid-19 Patients,Recruiting,Not Applicable,Ludwig-Maximilians - University of Munich,NA,NA,NA,NA,NA,NA,Germany,0,2,Withings ScanWatch,0
