pmid,nct_id,pub_source,ArticleType,Substance,MeSH,Title,PubDate,Journal,pubmed_links,ctg_links
32958495,NCT04315948,Abstract,"Adaptive Clinical Trial|Clinical Trial Protocol|Clinical Trial, Phase III|Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",Antiviral Agents|Drug Combinations|lopinavir-ritonavir drug combination|Lopinavir|remdesivir|Adenosine Monophosphate|Hydroxychloroquine|Ritonavir|Alanine|Interferon beta-1a|NA,"Adenosine Monophosphate|Adult|Alanine|Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Drug Combinations|Drug Therapy, Combination|Early Warning Score|Extracorporeal Membrane Oxygenation|Hospital Mortality|Hospitalization|Humans|Hydroxychloroquine|Interferon beta-1a|Length of Stay|Lopinavir|Oxygen Inhalation Therapy|Pandemics|Pneumonia, Viral|Respiration, Artificial|Ritonavir|SARS-CoV-2|Standard of Care|Treatment Outcome|NA","Protocol for the DisCoVeRy trial: multicentre, adaptive, randomised trial of the safety and efficacy of treatments for COVID-19 in hospitalised adults.",2020-10-05,BMJ open,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04315948
32972320,NCT04335162,Abstract,Journal Article,"Antibodies, Antiphospholipid|Biomarkers|PROS1 protein, human|Protein S|NA","Aged|Antibodies, Antiphospholipid|Antiphospholipid Syndrome|Biomarkers|COVID-19|Coronavirus Infections|Female|France|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Prevalence|Prognosis|Protein S|Protein S Deficiency|Risk Factors|Severity of Illness Index|Thrombosis|NA",High Prevalence of Acquired Thrombophilia Without Prognosis Value in Patients With Coronavirus Disease 2019.,2020-11-18,Journal of the American Heart Association,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04335162
32983830,NCT04343261,Abstract,Journal Article, , ,Factors Associated with Good Patient Outcomes Following Convalescent Plasma in COVID-19: A Prospective PhaseÂ II Clinical Trial.,2020-11-23,Infectious diseases and therapy,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04343261
32989425,NCT04334291,Abstract,Journal Article, , ,"Health Outcome Predictive Evaluation for COVID 19 international registry (HOPE COVID-19), rationale and design.",2020-10-07,Contemporary clinical trials communications,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04334291
32991329,NCT04318366,Abstract,Clinical Trial|Journal Article|Multicenter Study,"Antibodies, Viral|Antigens, Viral|Epitopes|Spike Glycoprotein, Coronavirus|spike protein, SARS-CoV-2|NA","Aged|Antibodies, Viral|Antigens, Viral|COVID-19|Epitopes|Female|Follow-Up Studies|Humans|Male|Middle Aged|Protein Domains|SARS-CoV-2|Spike Glycoprotein, Coronavirus|NA",COVID-19 survival associates with the immunoglobulin response to the SARS-CoV-2 spike receptor binding domain.,2020-12-14,The Journal of clinical investigation,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04318366
32991794,NCT04283461,Abstract,"Clinical Trial, Phase I|Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't","Antibodies, Neutralizing|Antibodies, Viral|COVID-19 Vaccines|Spike Glycoprotein, Coronavirus|spike protein, SARS-CoV-2|mRNA-1273 vaccine|NA","Aged|Antibodies, Neutralizing|Antibodies, Viral|COVID-19|COVID-19 Vaccines|Dose-Response Relationship, Drug|Female|Humans|Male|Middle Aged|Neutralization Tests|SARS-CoV-2|Spike Glycoprotein, Coronavirus|T-Lymphocytes|NA",Safety and Immunogenicity of SARS-CoV-2 mRNA-1273 Vaccine in Older Adults.,2020-12-23,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04283461
32993779,NCT04321928,Abstract,Clinical Trial Protocol|Journal Article, ,"Adaptive Clinical Trials as Topic|Age Factors|Aged|Aged, 80 and over|Alcohol Drinking|Betacoronavirus|COVID-19|Coronavirus Infections|Exercise|Feeding Behavior|Female|Health Education|Health Knowledge, Attitudes, Practice|Health Status|Host-Pathogen Interactions|Humans|Hungary|Male|Mental Health|Middle Aged|Pandemics|Pneumonia, Viral|Pragmatic Clinical Trials as Topic|Protective Factors|Risk Assessment|Risk Factors|Risk Reduction Behavior|SARS-CoV-2|Smoking|NA",Personalised health education against health damage of COVID-19 epidemic in the elderly Hungarian population (PROACTIVE-19): protocol of an adaptive randomised controlled clinical trial.,2020-10-13,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04321928
32999432,NCT04394416,Abstract,"Letter|Research Support, N.I.H., Extramural",Antiviral Agents|Protein Kinase Inhibitors|Pyrazoles|asciminib|Niacinamide|Imatinib Mesylate|NA,"Antiviral Agents|Betacoronavirus|COVID-19|Caco-2 Cells|Coronavirus Infections|Drug Repositioning|Humans|Imatinib Mesylate|Inhibitory Concentration 50|Niacinamide|Pandemics|Pneumonia, Viral|Protein Kinase Inhibitors|Pyrazoles|Randomized Controlled Trials as Topic|SARS-CoV-2|Virus Internalization|Virus Replication|NA",Imatinib is not a potent anti-SARS-CoV-2 drug.,2020-11-05,Leukemia,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04394416
33001138,NCT04329923,Abstract,Journal Article|Multicenter Study|Randomized Controlled Trial,Hydroxychloroquine|NA,"Adult|COVID-19|Cross Infection|Double-Blind Method|Female|Hospitals, Urban|Humans|Hydroxychloroquine|Incidence|Male|Pennsylvania|Personnel, Hospital|Pre-Exposure Prophylaxis|SARS-CoV-2|NA",Efficacy and Safety of Hydroxychloroquine vs Placebo for Pre-exposure SARS-CoV-2 Prophylaxis Among Health Care Workers: A Randomized Clinical Trial.,2021-02-05,JAMA internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04329923
33001967,NCT04377815,Abstract,"Journal Article|Observational Study|Research Support, Non-U.S. Gov't","Antibodies, Viral|Immunoglobulin G|Immunoglobulin M|NA","Adult|Antibodies, Viral|Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Coronavirus Infections|Female|Humans|Immunoglobulin G|Immunoglobulin M|London|Male|Middle Aged|Olfaction Disorders|Pandemics|Pneumonia, Viral|Point-of-Care Testing|SARS-CoV-2|Seroconversion|Seroepidemiologic Studies|Taste Disorders|Text Messaging|NA","Seroprevalence of SARS-CoV-2 antibodies in people with an acute loss in their sense of smell and/or taste in a community-based population in London, UK: An observational cohort study.",2020-10-07,PLoS medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04377815
33006086,NCT04352764,Abstract,Journal Article, , ,Creating a safe workplace by universal testing of SARS-CoV-2 infection in asymptomatic patients and healthcare workers in the electrophysiology units: a multi-center experience.,2020-10-04,Journal of interventional cardiac electrophysiology : an international journal of arrhythmias and pacing,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04352764
33015643,NCT04333420,Abstract,Journal Article, , ,"Anti-C5a antibody IFX-1 (vilobelimab) treatment versus best supportive care for patients with severe COVID-19 (PANAMO): an exploratory, open-label, phase 2 randomised controlled trial.",2020-11-27,The Lancet Rheumatology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04333420
33021869,NCT04384926,Abstract,"Comparative Study|Journal Article|Multicenter Study|Research Support, Non-U.S. Gov't", ,"Aged|Aged, 80 and over|COVID-19|Cohort Studies|Critical Care|Elective Surgical Procedures|Epidemics|Female|Humans|International Cooperation|Logistic Models|Male|Middle Aged|Neoplasms|Outcome Assessment, Health Care|Postoperative Complications|SARS-CoV-2|NA","Elective Cancer Surgery in COVID-19-Free Surgical Pathways During the SARS-CoV-2 Pandemic: An International, Multicenter, Comparative Cohort Study.",2021-01-25,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04384926
33022004,NCT04331574,Abstract,"Clinical Trial|Journal Article|Multicenter Study|Observational Study|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Coronavirus Infections|Cross-Sectional Studies|Female|Heart Failure|Humans|Hypertension|Intensive Care Units|Italy|Male|Middle Aged|Obesity|Pandemics|Patient Admission|Pneumonia, Viral|Renal Insufficiency, Chronic|Risk Factors|SARS-CoV-2|Severity of Illness Index|Sex Factors|Young Adult|NA",Gender differences in predictors of intensive care units admission among COVID-19 patients: The results of the SARS-RAS study of the Italian Society of Hypertension.,2020-10-27,PloS one,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04331574
33026892,NCT04358029,Abstract,Comparative Study|Journal Article, ,"Action Potentials|Adult|Aged|Aged, 80 and over|Arrhythmias, Cardiac|COVID-19|Female|Heart Conduction System|Heart Rate|Hospital Mortality|Hospitalization|Humans|Incidence|Male|Middle Aged|New York City|Prognosis|Registries|Risk Assessment|Risk Factors|Time Factors|Young Adult|NA","Malignant Arrhythmias in Patients With COVID-19: Incidence, Mechanisms, and Outcomes.",2020-12-04,Circulation. Arrhythmia and electrophysiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04358029
33027186,NCT04323839,Abstract,"Journal Article|Observational Study|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't", ,"Adult|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Humans|Pandemics|Pneumonia, Viral|Pregnancy|Pregnancy Complications, Infectious|Prospective Studies|Risk Factors|SARS-CoV-2|Symptom Assessment|United States|Young Adult|NA",Clinical Presentation of Coronavirus Disease 2019 (COVID-19) in Pregnant and Recently Pregnant People.,2020-12-01,Obstetrics and gynecology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04323839
33031652,NCT04381936,Abstract,Comparative Study|Journal Article|Multicenter Study|Randomized Controlled Trial,Antiviral Agents|Hydroxychloroquine|NA,"Aged|Aged, 80 and over|Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Hospitalization|Humans|Hydroxychloroquine|Male|Middle Aged|Pandemics|Pneumonia, Viral|Respiration, Artificial|SARS-CoV-2|Treatment Failure|NA",Effect of Hydroxychloroquine in Hospitalized Patients with Covid-19.,2020-12-01,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04381936
33031955,NCT04317092,Abstract,Clinical Trial Protocol|Journal Article,"Antibodies, Monoclonal, Humanized|Immunologic Factors|Receptors, Interleukin-6|tocilizumab|NA","Administration, Intravenous|Adult|Antibodies, Monoclonal, Humanized|COVID-19|Clinical Trials, Phase II as Topic|Cytokine Release Syndrome|Drug Administration Schedule|Drug Monitoring|Female|Humans|Immunologic Factors|Male|Multicenter Studies as Topic|Pneumonia, Viral|Receptors, Interleukin-6|Treatment Outcome|NA",TOCIVID-19 - A multicenter study on the efficacy and tolerability of tocilizumab in the treatment of patients with COVID-19 pneumonia. Study protocol.,2020-12-11,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04317092
33040020,NCT04307459,Abstract,Journal Article|Multicenter Study|Observational Study,Oxygen|NA,"Aged|Betacoronavirus|Blood Gas Analysis|COVID-19|Coronavirus Infections|Female|Hospital Mortality|Hospitalization|Hospitals|Humans|Hypoxia|Intensive Care Units|Italy|Lung|Male|Middle Aged|Oxygen|Pandemics|Partial Pressure|Pneumonia, Viral|Prospective Studies|Respiratory Distress Syndrome|Respiratory Insufficiency|Risk Factors|SARS-CoV-2|Severe Acute Respiratory Syndrome|Severity of Illness Index|NA",Severity of respiratory failure at admission and in-hospital mortality in patients with COVID-19: a prospective observational multicentre study.,2020-10-29,BMJ open,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04307459
33043164,NCT04317092,Abstract,Journal Article, , ,"A phase 2, open label, multicenter, single arm study of tocilizumab on the efficacy and tolerability of tocilizumab in the treatment of patients with COVID-19 pneumonia (TOCIVID-19 trial): Statistical analysis plan.",2020-12-22,Contemporary clinical trials communications,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04317092
33044747,NCT04321421,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Bias|COVID-19|Cause of Death|Coronavirus Infections|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,2020-10-21,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04321421
33044747,NCT04441424,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Bias|COVID-19|Cause of Death|Coronavirus Infections|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,2020-10-21,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04441424
33044747,NCT04357106,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Bias|COVID-19|Cause of Death|Coronavirus Infections|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,2020-10-21,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04357106
33044747,NCT04340050,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Bias|COVID-19|Cause of Death|Coronavirus Infections|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,2020-10-21,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04340050
33044747,NCT04342182,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Bias|COVID-19|Cause of Death|Coronavirus Infections|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,2020-10-21,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04342182
33044747,NCT04434131,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Bias|COVID-19|Cause of Death|Coronavirus Infections|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,2020-10-21,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04434131
33044747,NCT04343261,Abstract,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Bias|COVID-19|Cause of Death|Coronavirus Infections|Humans|Immunization, Passive|Non-Randomized Controlled Trials as Topic|Pandemics|Pneumonia, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",Convalescent plasma or hyperimmune immunoglobulin for people with COVID-19: a living systematic review.,2020-10-21,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04343261
33046998,NCT04507282,Abstract,Journal Article, , ,Elevated eosinophil count is related with lower anti-factor Xa activity in COVID-19 patients.,2020-10-16,Journal of hematopathology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04507282
33050459,NCT04555096,Abstract,Journal Article, , ,May Mangafodipir or Other SOD Mimetics Contribute to Better Care in COVID-19 Patients?,2020-11-03,"Antioxidants (Basel, Switzerland)",https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04555096
33050924,NCT04356495,Abstract,"Clinical Trial, Phase III|Letter|Randomized Controlled Trial",Amides|Antihypertensive Agents|Antimalarials|Antiviral Agents|Protein Kinase Inhibitors|Pyrazines|Hydroxychloroquine|Imatinib Mesylate|favipiravir|Telmisartan|NA,"Aged|Aged, 80 and over|Amides|Antihypertensive Agents|Antimalarials|Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Drug Tolerance|Feasibility Studies|France|Hospitalization|Humans|Hydroxychloroquine|Imatinib Mesylate|Luxembourg|Outpatients|Pandemics|Pneumonia, Viral|Protein Kinase Inhibitors|Pyrazines|Risk Reduction Behavior|SARS-CoV-2|Telmisartan|Therapies, Investigational|Treatment Outcome|NA",Home Treatment of Older People with Symptomatic SARS-CoV-2 Infection (COVID-19): A structured Summary of a Study Protocol for a Multi-Arm Multi-Stage (MAMS) Randomized Trial to Evaluate the Efficacy and Tolerability of Several Experimental Treatments to Reduce the Risk of Hospitalisation or Death in outpatients aged 65 years or older (COVERAGE trial).,2020-11-03,Trials,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04356495
