Intervention_type,intervention,Study_count,Date of First Study,N/A,Phase 1,Phase 2,Phase 3,Phase 4,sponsor_counts,Score,NUmber_of_sponsors,NUmber_of_Publications
Device,covsurf drug delivery system,1,2020-04-20,1,0,0,0,0,University Hospital Southampton NHS Foundation Trust ( 1 ),1.001,1,4
Procedure,cuff application with inflation,1,2021-01-06,1,0,0,0,0,University College London Hospitals ( 1 ),1.001,1,1
Behavioral,culturally adapted cognitive behavioral intervention (ca-cbi),1,2021-04-22,1,0,0,0,0,KoÃ§ University ( 1 ),1.001,1,NA
Diagnostic Test,cytokines,1,2020-04-13,1,0,0,0,0,Brugmann University Hospital ( 1 ),1.001,1,NA
Dietary Supplement,"d-beta-hydroxybutyrate-(r)-1,3 butanediol monoester",1,2020-10-01,1,0,0,0,0,Steno Diabetes Center Copenhagen ( 1 ),1.001,1,NA
Behavioral,daily coping toolkit,1,2020-05-20,1,0,0,0,0,Kent State University ( 1 ),1.001,1,NA
Behavioral,daily monitoring,1,2020-07-06,1,0,0,0,0,"Rutgers, The State University of New Jersey ( 1 )",1.001,1,NA
Other,daily room disinfection,1,2020-05-19,1,0,0,0,0,The First Affiliated Hospital of Zhejiang Chinese Medical University ( 1 ),1.001,1,1
Diagnostic Test,ddpcr,1,2020-08-11,1,0,0,0,0,Centre Leon Berard ( 1 ),1.001,1,NA
Biological,decidual stromal cells (dsc),1,2020-06-26,1,0,0,0,0,"University Health Network, Toronto ( 1 )",1.001,1,NA
Other,decision science-based design,1,2021-02-12,1,0,0,0,0,Carnegie Mellon University ( 1 ),1.001,1,NA
Other,decision tool for clinicians,1,2021-02-03,1,0,0,0,0,Erasmus Medical Center ( 1 ),1.001,1,NA
Other,dect,1,2020-12-17,1,0,0,0,0,University of Ulm ( 1 ),1.001,1,NA
Other,deep breathing training,1,2020-05-05,1,0,0,0,0,University of Parma ( 1 ),1.001,1,NA
Behavioral,desmond,1,2021-02-28,1,0,0,0,0,"Korle-Bu Teaching Hospital, Accra, Ghana ( 1 )",1.001,1,NA
Device,device: butterfly iq,1,2021-07-07,1,0,0,0,0,Rocket Doctor Inc. ( 1 ),1.001,1,NA
Device,dexcom,1,2020-05-26,1,0,0,0,0,Nordsjaellands Hospital ( 1 ),1.001,1,1
Diagnostic Test,diagnostic,1,2020-07-02,1,0,0,0,0,GCS Ramsay SantÃ© pour l'Enseignement et la Recherche ( 1 ),1.001,1,NA
Other,dig axial,1,2020-07-14,1,0,0,0,0,October University for Modern Sciences and Arts ( 1 ),1.001,1,NA
Behavioral,digital brochure,1,2021-02-15,1,0,0,0,0,University of Illinois at Urbana-Champaign ( 1 ),1.001,1,NA
Device,digital dance for pd,1,2021-06-23,1,0,0,0,0,UmeÃ¥ University ( 1 ),1.001,1,NA
Behavioral,digital health online platform,1,2020-05-21,1,0,0,0,0,University of Victoria ( 1 ),1.001,1,NA
Other,discontinuation of acei/arb,1,2020-04-14,1,0,0,0,0,"University Hospital, Gentofte, Copenhagen ( 1 )",1.001,1,NA
Behavioral,discussion board for social support,1,2020-07-20,1,0,0,0,0,University of South Carolina ( 1 ),1.001,1,NA
Behavioral,discussion board for social support /basic feedback,1,2020-07-20,1,0,0,0,0,University of South Carolina ( 1 ),1.001,1,NA
Behavioral,discussion board for social support/personalized feedback,1,2020-07-20,1,0,0,0,0,University of South Carolina ( 1 ),1.001,1,NA
Other,distance learning,1,2020-04-27,1,0,0,0,0,Cairo University ( 1 ),1.001,1,NA
Other,distilled water with the same colorant as the experimental product,1,2021-02-16,1,0,0,0,0,Dentaid SL ( 1 ),1.001,1,NA
Diagnostic Test,dried blood spot,1,2021-05-05,1,0,0,0,0,University Ghent ( 1 ),1.001,1,NA
Other,educational moral injury video,1,2021-07-28,1,0,0,0,0,Unity Health Toronto ( 1 ),1.001,1,NA
Other,educational program (cartoon),1,2021-01-10,1,0,0,0,0,Medical University of Vienna ( 1 ),1.001,1,NA
Behavioral,educational video,1,2020-04-30,1,0,0,0,0,"University of California, Los Angeles ( 1 )",1.001,1,2
Behavioral,educational vocal health modules,1,2021-03-22,1,0,0,0,0,University of Cincinnati ( 1 ),1.001,1,NA
Biological,elispot test,1,2021-06-18,1,0,0,0,0,Centre Georges Francois Leclerc ( 1 ),1.001,1,NA
Device,elmo project at covid-19: proof of concept/usability,1,2020-06-10,1,0,0,0,0,Escola de SaÃºde PÃºblica do CearÃ¡ ( 1 ),1.001,1,NA
Other,elmo project at covid-19: study in humans,1,2020-06-10,1,0,0,0,0,Escola de SaÃºde PÃºblica do CearÃ¡ ( 1 ),1.001,1,NA
Other,embarrassment message,1,2020-07-02,1,0,0,0,0,Yale University ( 1 ),1.001,1,NA
Behavioral,emdr,1,2020-09-28,1,0,0,0,0,"University Hospital, Tours ( 1 )",1.001,1,NA
Behavioral,emotional freedom techniques (eft),1,2021-05-27,1,0,0,0,0,Marmara University ( 1 ),1.001,1,NA
Behavioral,emotional support plan,1,2020-07-06,1,0,0,0,0,"Rutgers, The State University of New Jersey ( 1 )",1.001,1,NA
Device,endoscopy,1,2020-05-09,1,0,0,0,0,Changhai Hospital ( 1 ),1.001,1,NA
Behavioral,enriched survey feedback,1,2020-04-30,1,0,0,0,0,"Mount Sinai Hospital, Canada ( 1 )",1.001,1,NA
Diagnostic Test,ent exam,1,2020-08-03,1,0,0,0,0,Hopital Foch ( 1 ),1.001,1,NA
Diagnostic Test,ep,1,2020-05-26,1,0,0,0,0,"State Budgetary Healthcare Institution, National Medical Surgical Center N.A. N.I. Pirogov, Ministry of Health of Russia ( 1 )",1.001,1,NA
Dietary Supplement,epa,1,2021-03-12,1,0,0,0,0,Hospital de la Soledad ( 1 ),1.001,1,NA
Other,epi-net intervention,1,2021-03-30,1,0,0,0,0,"Ponce Medical School Foundation, Inc. ( 1 )",1.001,1,NA
Other,ergonomic training,1,2021-06-14,1,0,0,0,0,Riphah International University ( 1 ),1.001,1,NA
Device,esophageal catheter,1,2021-05-11,1,0,0,0,0,San Luigi Gonzaga Hospital ( 1 ),1.001,1,5
Behavioral,ethnic frame,1,2020-09-24,1,0,0,0,0,Harvard University ( 1 ),1.001,1,NA
Other,exercise booklet,1,2020-09-18,1,0,0,0,0,Istanbul Medipol University Hospital ( 1 ),1.001,1,NA
Diagnostic Test,exercise test ecg,1,2020-11-18,1,0,0,0,0,"University Hospital, Bordeaux ( 1 )",1.001,1,NA
Behavioral,experimental,1,2021-04-12,1,0,0,0,0,Saglik Bilimleri Universitesi ( 1 ),1.001,1,NA
Other,experimental: questionnaire without precaution information,1,2020-03-08,1,0,0,0,0,Guangzhou Blood Center ( 1 ),1.001,1,NA
Other,expiratory muscle training group,1,2020-12-31,1,0,0,0,0,Universidad Complutense de Madrid ( 1 ),1.001,1,NA
Device,face-mask niv,1,2021-01-09,1,0,0,0,0,Sultan Qaboos University ( 1 ),1.001,1,NA
Other,face-to-face rehabilitation,1,2020-12-21,1,0,0,0,0,Universidade Federal de Pernambuco ( 1 ),1.001,1,NA
Behavioral,facebook ads on the importance of staying safe during the thanksgiving / christmas holiday,1,2020-11-13,1,0,0,0,0,"National Bureau of Economic Research, Inc. ( 1 )",1.001,1,1
Diagnostic Test,faeces samples,1,2020-11-30,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Behavioral,family risk messaging,1,2021-03-29,1,0,0,0,0,University of Southern California ( 1 ),1.001,1,NA
Other,farmalarm,1,2020-06-06,1,0,0,0,0,Hospital Universitari Vall d'Hebron Research Institute ( 1 ),1.001,1,NA
Device,ffp2,1,2020-04-17,1,0,0,0,0,Cliniques universitaires Saint-Luc- UniversitÃ© Catholique de Louvain ( 1 ),1.001,1,NA
Other,ffp2 respirator,1,2021-01-26,1,0,0,0,0,Fraunhofer-Institute of Toxicology and Experimental Medicine ( 1 ),1.001,1,NA
Other,ffp3 respirator,1,2021-01-26,1,0,0,0,0,Fraunhofer-Institute of Toxicology and Experimental Medicine ( 1 ),1.001,1,NA
Device,filtration test,1,2020-06-26,1,0,0,0,0,Bangkok Metropolitan Administration Medical College and Vajira Hospital ( 1 ),1.001,1,1
Diagnostic Test,fingerstick,1,2020-09-17,1,0,0,0,0,LumiraDx UK Limited ( 1 ),1.001,1,1
Behavioral,fixed site standard of care testing,1,2020-12-16,1,0,0,0,0,Johns Hopkins University ( 1 ),1.001,1,NA
Other,follow-up visit,1,2020-10-10,1,0,0,0,0,Tourcoing Hospital ( 1 ),1.001,1,NA
Other,food diary,1,2020-04-24,1,0,0,0,0,Centre Hospitalier Universitaire de Saint Etienne ( 1 ),1.001,1,NA
Device,freestyle libre 14 day cgm system,1,2020-06-01,1,0,0,0,0,Northwell Health ( 1 ),1.001,1,NA
Other,gastroscopy in transnasal techique,1,2021-01-13,1,0,0,0,0,Johannes Gutenberg University Mainz ( 1 ),1.001,1,NA
Behavioral,gender concordant,1,2021-04-27,1,0,0,0,0,University of Southern California ( 1 ),1.001,1,NA
Behavioral,general messages,1,2021-03-23,1,0,0,0,0,University of Glasgow ( 1 ),1.001,1,1
Behavioral,general practitioner tandem,1,2020-04-18,1,0,0,0,0,"University Hospital, Tours ( 1 )",1.001,1,NA
Genetic,genetic blood collection,1,2020-11-30,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Dietary Supplement,glycophosphopeptical am3,1,2021-07-29,1,0,0,0,0,University of Valladolid ( 1 ),1.001,1,NA
Other,guilt message,1,2020-07-02,1,0,0,0,0,Yale University ( 1 ),1.001,1,NA
Behavioral,habit,1,2021-03-25,1,0,0,0,0,University of Bern ( 1 ),1.001,1,NA
Behavioral,health literacy,1,2020-06-29,1,0,0,0,0,Jacobs University Bremen gGmbH ( 1 ),1.001,1,4
Diagnostic Test,health staff,1,2020-05-18,1,0,0,0,0,Institut Cancerologie de l'Ouest ( 1 ),1.001,1,NA
Other,healthy lifestyle advise,1,2020-09-19,1,0,0,0,0,Universidad Politecnica de Madrid ( 1 ),1.001,1,NA
Behavioral,healthy minds program foundations training,1,2020-06-09,1,0,0,0,0,"University of Wisconsin, Madison ( 1 )",1.001,1,NA
Behavioral,heat therapy,1,2020-10-23,1,0,0,0,0,"University of Massachusetts, Amherst ( 1 )",1.001,1,NA
Device,helmet niv,1,2021-01-09,1,0,0,0,0,Sultan Qaboos University ( 1 ),1.001,1,NA
Device,helmet non-invasive ventilation,1,2020-07-09,1,0,0,0,0,King Abdullah International Medical Research Center ( 1 ),1.001,1,1
Procedure,hemodialysis by protein-leaking dialyzer for covid19 maintenance hemodialysis patients,1,2020-12-22,1,0,0,0,0,Universita degli Studi di Genova ( 1 ),1.001,1,NA
Behavioral,hiking challenge,1,2020-12-07,1,0,0,0,0,State University of New York at Buffalo ( 1 ),1.001,1,NA
Other,home-cov rule implementation,1,2020-04-05,1,0,0,0,0,"University Hospital, Angers ( 1 )",1.001,1,2
Other,home care monitoring,1,2020-04-14,1,0,0,0,0,Mario Negri Institute for Pharmacological Research ( 1 ),1.001,1,NA
Other,home sample collection of concerning mole with physician supervision,1,2020-06-03,1,0,0,0,0,Northwestern University ( 1 ),1.001,1,NA
Device,hospital telemedicine management system,1,2021-01-21,1,0,0,0,0,Xuzhou No.1 Peoples Hospital ( 1 ),1.001,1,NA
Other,"human coach first, then virtual assistant",1,2020-06-09,1,0,0,0,0,"University Health Network, Toronto ( 1 )",1.001,1,NA
Device,hydrogen oxygen generator with nebulizer,1,2020-04-29,1,0,0,0,0,Guangzhou Institute of Respiratory Disease ( 1 ),1.001,1,NA
Device,hydrogen peroxide,1,2021-05-04,1,0,0,0,0,EPISTATA ( 1 ),1.001,1,NA
Other,hydrogen peroxide (b) mouth rinse with the solution provided,1,2020-10-21,1,0,0,0,0,Augusta University ( 1 ),1.001,1,NA
Other,hypoxia : 14.3,1,2020-04-20,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Other,"hypoxia : 14.3/12.7% fio2, hypercapnia 7% co2, inspiratory mechanical constraint",1,2020-04-20,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Behavioral,implementation strategy,1,2020-09-24,1,0,0,0,0,Washington University School of Medicine ( 1 ),1.001,1,2
Behavioral,in-person postoperative visit,1,2020-12-02,1,0,0,0,0,Cedars-Sinai Medical Center ( 1 ),1.001,1,NA
Behavioral,increasing willingness,1,2020-09-03,1,0,0,0,0,Charles Drew University of Medicine and Science ( 1 ),1.001,1,NA
Device,innova lateral flow device,1,2020-11-04,1,0,0,0,0,Alder Hey Children's NHS Foundation Trust ( 1 ),1.001,1,NA
Device,inspiratory muscle traiing,1,2020-10-19,1,0,0,0,0,Escola Superior de Ciencias da Saude ( 1 ),1.001,1,1
Device,inspiratory muscle trainer,1,2021-06-07,1,0,0,0,0,Cairo University ( 1 ),1.001,1,NA
placebo,inspiratory muscle training placebo group,1,2020-12-31,1,0,0,0,0,Universidad Complutense de Madrid ( 1 ),1.001,1,NA
Behavioral,insurance navigation,1,2020-10-29,1,0,0,0,0,Harvard Pilgrim Health Care ( 1 ),1.001,1,NA
Behavioral,interactive,1,2021-06-07,1,0,0,0,0,Mayo Clinic ( 1 ),1.001,1,NA
Behavioral,interactive/2-way sms delivery of information,1,2021-06-07,1,0,0,0,0,Mayo Clinic ( 1 ),1.001,1,NA
Drug,interferon gamma human recombinant (ifn-g),1,2021-09-21,1,0,0,0,0,SPP Pharmaclon Ltd. ( 1 ),1.001,1,NA
Behavioral,internet cognitive behavioral therapy,1,2020-10-19,1,0,0,0,0,Cambridge Health Alliance ( 1 ),1.001,1,NA
Behavioral,internet cognitive behavioral therapy/chamindwell,1,2020-10-19,1,0,0,0,0,Cambridge Health Alliance ( 1 ),1.001,1,NA
Device,intervention,1,2021-10-05,1,0,0,0,0,University of Edinburgh ( 1 ),1.001,1,NA
Behavioral,intervention 1: according to dgp,1,2021-07-25,1,0,0,0,0,Helios Research Center ( 1 ),1.001,1,NA
Behavioral,"intervention 2: according to cacioppo ""e.a.s.e.""",1,2021-07-25,1,0,0,0,0,Helios Research Center ( 1 ),1.001,1,NA
Behavioral,intervention for tecc model,1,2020-07-30,1,0,0,0,0,Centre for Addiction and Mental Health ( 1 ),1.001,1,NA
Other,interview by psychologists,1,2020-05-19,1,0,0,0,0,"University Hospital, Toulouse ( 1 )",1.001,1,NA
Device,intraosseous,1,2020-04-23,1,0,0,0,0,Lazarski University ( 1 ),1.001,1,NA
Device,intravenous,1,2020-04-23,1,0,0,0,0,Lazarski University ( 1 ),1.001,1,NA
Drug,intravenous antibiotics with low dose steroid.,1,2021-06-20,1,0,0,0,0,UR Anoop Research Group ( 1 ),1.001,1,NA
Other,introductory phone call (cc,1,2021-01-05,1,0,0,0,0,"St. Luke's Health System, Boise, Idaho ( 1 )",1.001,1,NA
Dietary Supplement,investigational product - viracide,1,2020-10-19,1,0,0,0,0,"The Herb, Inc ( 1 )",1.001,1,NA
Other,ivermectin impregnated mask,1,2021-01-20,1,0,0,0,0,South Valley University ( 1 ),1.001,1,NA
Drug,jing-si-herbal-tea,1,2021-07-13,1,0,0,0,0,"Taipei Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation ( 1 )",1.001,1,NA
Behavioral,kundalini yoga,1,2020-05-11,1,0,0,0,0,"Research Foundation for Mental Hygiene, Inc. ( 1 )",1.001,1,NA
Behavioral,kundalini yoga/anxiety reduction training,1,2020-05-11,1,0,0,0,0,"Research Foundation for Mental Hygiene, Inc. ( 1 )",1.001,1,NA
Other,lab session,1,2021-07-17,1,0,0,0,0,Beni-Suef University ( 1 ),1.001,1,NA
Dietary Supplement,lactobacillus,1,2021-01-21,1,0,0,0,0,Biosearch S.A. ( 1 ),1.001,1,NA
Dietary Supplement,lactoferrin,1,2021-04-21,1,0,0,0,0,Zagazig University ( 1 ),1.001,1,NA
Device,laryngoscope,1,2020-06-01,1,0,0,0,0,Singapore General Hospital ( 1 ),1.001,1,6
Behavioral,lifestyle (exercise),1,2021-01-08,1,0,0,0,0,4YouandMe ( 1 ),1.001,1,NA
Behavioral,lifestyle (meditation),1,2021-01-08,1,0,0,0,0,4YouandMe ( 1 ),1.001,1,NA
Behavioral,lifestyle change promotion program,1,2020-06-09,1,0,0,0,0,University of the Balearic Islands ( 1 ),1.001,1,1
Behavioral,lifestyle modification webinars focused on hypertension control,1,2021-09-02,1,0,0,0,0,Weill Medical College of Cornell University ( 1 ),1.001,1,NA
Behavioral,lift,1,2020-10-04,1,0,0,0,0,Duke University ( 1 ),1.001,1,NA
Biological,ligilactobacillus salivarius mp101,1,2021-06-09,1,0,0,0,0,Universidad Complutense de Madrid ( 1 ),1.001,1,NA
Biological,longitudinally,1,2020-05-05,1,0,0,0,0,"University Hospital, Toulouse ( 1 )",1.001,1,1
Behavioral,loss protection,1,2021-03-29,1,0,0,0,0,University of Southern California ( 1 ),1.001,1,NA
Behavioral,lottery incentive,1,2021-03-29,1,0,0,0,0,University of Southern California ( 1 ),1.001,1,NA
Diagnostic Test,low-field magnetic resonance imaging,1,2021-07-22,1,0,0,0,0,University of Erlangen-NÃ¼rnberg Medical School ( 1 ),1.001,1,NA
Device,low-field thoracic magnetic stimulation (lf-thms),1,2021-05-15,1,0,0,0,0,Hospital Univeristario Benemerita Universidad Autonoma de Puebla ( 1 ),1.001,1,1
Other,low-intensity aerobic training,1,2021-03-10,1,0,0,0,0,Cairo University ( 1 ),1.001,1,NA
Drug,low dose prednisolone,1,2020-12-05,1,0,0,0,0,Postgraduate Institute of Medical Education and Research ( 1 ),1.001,1,NA
Behavioral,low dose rmt,1,2021-06-30,1,0,0,0,0,Mayo Clinic ( 1 ),1.001,1,NA
Other,low tailored message,1,2021-05-25,1,0,0,0,0,"Children's Hospital Medical Center, Cincinnati ( 1 )",1.001,1,NA
Other,low tailored message/covid-19 vaccine message,1,2021-05-25,1,0,0,0,0,"Children's Hospital Medical Center, Cincinnati ( 1 )",1.001,1,NA
Biological,low/upper respiratory tract sample,1,2020-04-28,1,0,0,0,0,Hospices Civils de Lyon ( 1 ),1.001,1,NA
Diagnostic Test,lung impedance,1,2020-05-23,1,0,0,0,0,Hillel Yaffe Medical Center ( 1 ),1.001,1,NA
Other,lung mechanics at different peep,1,2020-04-13,1,0,0,0,0,"Southeast University, China ( 1 )",1.001,1,1
Device,lung ultrasonography,1,2021-01-20,1,0,0,0,0,Bursa YÃ¼ksek Ä°htisas Education and Research Hospital ( 1 ),1.001,1,1
Device,lus fourteen area,1,2021-03-15,1,0,0,0,0,Bursa YÃ¼ksek Ä°htisas Education and Research Hospital ( 1 ),1.001,1,NA
Procedure,manual acupuncture,1,2021-04-23,1,0,0,0,0,Indonesia University ( 1 ),1.001,1,NA
Procedure,masseter inhibitory reflex,1,2020-05-08,1,0,0,0,0,"University Hospital, Bordeaux ( 1 )",1.001,1,NA
Behavioral,me,1,2021-08-24,1,0,0,0,0,University of Utah ( 1 ),1.001,1,NA
Behavioral,me/my wishes,1,2021-08-24,1,0,0,0,0,University of Utah ( 1 ),1.001,1,NA
Device,medical mask,1,2020-03-03,1,0,0,0,0,McMaster University ( 1 ),1.001,1,NA
Other,medical record review - inpatient treatment,1,2020-07-23,1,0,0,0,0,Washington University School of Medicine ( 1 ),1.001,1,NA
Behavioral,medication review,1,2020-07-31,1,0,0,0,0,McMaster University ( 1 ),1.001,1,NA
Behavioral,meditation app usage,1,2020-04-24,1,0,0,0,0,Lake Erie College of Osteopathic Medicine ( 1 ),1.001,1,1
Behavioral,meditation/anxiety reduction training,1,2020-05-11,1,0,0,0,0,"Research Foundation for Mental Hygiene, Inc. ( 1 )",1.001,1,NA
Drug,medium dose prednisolone,1,2020-12-05,1,0,0,0,0,Postgraduate Institute of Medical Education and Research ( 1 ),1.001,1,NA
Device,mejoracare,1,2020-12-07,1,0,0,0,0,Universidad AutÃ³noma de EncarnaciÃ³n ( 1 ),1.001,1,NA
Diagnostic Test,memory b-cell function,1,2020-07-13,1,0,0,0,0,"Institute of Tropical Medicine, Belgium ( 1 )",1.001,1,NA
Behavioral,mencare,1,2020-06-19,1,0,0,0,0,"Promundo, United States ( 1 )",1.001,1,NA
Behavioral,mencare//bandebereho fathers'/couples' group education,1,2020-06-19,1,0,0,0,0,"Promundo, United States ( 1 )",1.001,1,NA
Behavioral,mental imagery,1,2020-10-02,1,0,0,0,0,University of East London ( 1 ),1.001,1,NA
Behavioral,mental well-being,1,2020-04-07,1,0,0,0,0,Federal University of Rio Grande do Sul ( 1 ),1.001,1,NA
Other,methylene-blue photodisinfection,1,2020-11-02,1,0,0,0,0,Sunnybrook Health Sciences Centre ( 1 ),1.001,1,NA
Drug,methylprednisolone injectable product,1,2020-09-15,1,0,0,0,0,Lahore General Hospital ( 1 ),1.001,1,NA
Device,mfs,1,2020-04-17,1,0,0,0,0,Cliniques universitaires Saint-Luc- UniversitÃ© Catholique de Louvain ( 1 ),1.001,1,NA
Other,mhealth assessments,1,2020-05-20,1,0,0,0,0,University of Oklahoma ( 1 ),1.001,1,NA
Behavioral,mhealth platform,1,2021-02-01,1,0,0,0,0,University of Minnesota ( 1 ),1.001,1,NA
Behavioral,mind body syndrome therapy for long covid,1,2021-04-20,1,0,0,0,0,Beth Israel Deaconess Medical Center ( 1 ),1.001,1,NA
Behavioral,mindfullness training,1,2020-05-04,1,0,0,0,0,University of Miami ( 1 ),1.001,1,NA
Other,mindfulness rounds,1,2020-06-12,1,0,0,0,0,Icahn School of Medicine at Mount Sinai ( 1 ),1.001,1,NA
Behavioral,mindfulness session(s),1,2020-03-20,1,0,0,0,0,Wake Forest University Health Sciences ( 1 ),1.001,1,NA
Behavioral,minimal attention control intervention,1,2020-08-10,1,0,0,0,0,Uppsala University ( 1 ),1.001,1,NA
Behavioral,mobile mental health app - 3,1,2020-08-22,1,0,0,0,0,University of Washington ( 1 ),1.001,1,NA
Other,moderate intensity aerobic exercises,1,2020-10-04,1,0,0,0,0,Istanbul Gelisim University ( 1 ),1.001,1,NA
Other,modified bai he gu jin tang,1,2020-09-27,1,0,0,0,0,Hong Kong Baptist University ( 1 ),1.001,1,1
Device,modified ipac-uhn ppe,1,2020-04-30,1,0,0,0,0,"University Health Network, Toronto ( 1 )",1.001,1,NA
Dietary Supplement,molecular hydrogen,1,2021-01-13,1,0,0,0,0,AGIR Ã  Dom ( 1 ),1.001,1,NA
Other,monitoring,1,2020-12-03,1,0,0,0,0,Icahn School of Medicine at Mount Sinai ( 1 ),1.001,1,NA
Biological,monitoring of the immune response,1,2021-05-18,1,0,0,0,0,"University Hospital, Clermont-Ferrand ( 1 )",1.001,1,NA
Behavioral,motivation,1,2021-03-25,1,0,0,0,0,University of Bern ( 1 ),1.001,1,NA
Behavioral,motivational interviewing,1,2021-01-29,1,0,0,0,0,Johns Hopkins Bloomberg School of Public Health ( 1 ),1.001,1,NA
Behavioral,motivational interviewing/covid-19 symptom monitoring system,1,2021-01-29,1,0,0,0,0,Johns Hopkins Bloomberg School of Public Health ( 1 ),1.001,1,NA
Other,motivational messages,1,2021-02-08,1,0,0,0,0,Saglik Bilimleri Universitesi ( 1 ),1.001,1,NA
Procedure,mout-to-mouth ventilation,1,2021-04-26,1,0,0,0,0,Brno University Hospital ( 1 ),1.001,1,NA
Procedure,mout-to-mouth ventilation with quantitative analysis,1,2021-04-26,1,0,0,0,0,Brno University Hospital ( 1 ),1.001,1,NA
Device,"mouthpiece b1(mouthpiece mpc-st gmdn:62534 generic name: endoscopic bite block, basic, reusable",1,2021-04-27,1,0,0,0,0,Universitaire Ziekenhuizen Leuven ( 1 ),1.001,1,NA
Device,mouthrinse with bãªta-cyclodextrin,1,2020-04-15,1,0,0,0,0,Claude Bernard University ( 1 ),1.001,1,2
Device,mouthrinse with bãªta-cyclodextrin/citrox,1,2020-04-15,1,0,0,0,0,Claude Bernard University ( 1 ),1.001,1,2
Device,mouthrinse without bãªta-cyclodextrin,1,2020-04-15,1,0,0,0,0,Claude Bernard University ( 1 ),1.001,1,2
Device,mouthrinse without bãªta-cyclodextrin/citrox,1,2020-04-15,1,0,0,0,0,Claude Bernard University ( 1 ),1.001,1,2
Device,mouthwash,1,2021-05-16,1,0,0,0,0,"Cluster de Bioeconomia de Baja California, A.C ( 1 )",1.001,1,NA
Device,mouthwash/nose rinse with the agnps solution,1,2021-05-16,1,0,0,0,0,"Cluster de Bioeconomia de Baja California, A.C ( 1 )",1.001,1,NA
