intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
sars-cov-2 vaccine formulation 2 with adjuvant 2,1,0,0,0,0,1
sars-cov-2 vaccine formulation 2 without adjuvant,1,0,0,0,0,1
sars-cov-2 viral composition,0,0,0,1,0,1
sars-cov-2 vlp vaccine,0,0,0,1,0,1
sars-cov-2 vlp vaccine-alpha (british) variant,0,0,0,1,0,1
sars-cov-2 vlp vaccine-wuhan,0,0,0,1,0,1
sars-cov-2 vlp vaccine-wuhan/alpha variant,0,0,0,1,0,1
sars-cov2 pfizer vaccine,0,0,0,1,0,1
sbi-101,0,0,0,1,0,1
sc-ad6-1,0,0,0,1,0,1
scarcity,0,1,0,0,0,1
scarcity message,0,1,0,0,0,1
scb-2019 with as03 adjuvant,1,0,0,0,0,1
scb-2019 with cpg 1018 adjuvant,1,0,0,0,0,1
scb-2019 with cpg 1018 adjuvant/alum adjuvant,1,0,0,0,0,1
scd,0,1,0,0,0,1
sch intervention,0,0,1,0,0,1
screening blood test,1,0,0,0,0,1
sd biosensor,0,0,1,0,0,1
second dose,0,0,1,0,0,1
self-acupressure,0,0,0,1,0,1
self-benefit,0,0,1,0,0,1
self-care tools,0,1,0,0,0,1
"self-collected, home-based testing",0,0,1,0,0,1
self-compassion for chronic pain virtual group treatment program,0,0,0,1,0,1
self-focused acts,0,1,0,0,0,1
self-help booklet,0,1,0,0,0,1
self-help mindfulness,0,0,0,1,0,1
self-help mindfulness/compassion exercises,0,0,0,1,0,1
self-interest message,0,1,0,0,0,1
self-management booklet (switch: stay well during covid-19),1,0,0,0,0,1
self-questionnary,0,1,0,0,0,1
self measurement with pulse oximeter,0,0,0,1,0,1
self study,0,0,0,1,0,1
senicapoc,0,0,0,1,0,1
sentinox--group a,0,0,0,1,0,1
sentinox--group b,0,0,0,1,0,1
sequence of testing.,0,0,0,1,0,1
seraph,0,0,0,1,0,1
serological screening,0,0,0,1,0,1
serological testing for covid-19 infection,0,0,0,1,0,1
serological tests for sars cov-2,0,1,0,0,0,1
serology test follow-up,1,0,0,0,0,1
serology to determine sars-cov-2 infection,0,1,0,0,0,1
serology/elispot test,0,0,0,1,0,1
serum,0,1,0,0,0,1
services as usual,0,0,0,1,0,1
sessions,1,0,0,0,0,1
severity of lung involvement with covid-19.,0,1,0,0,0,1
sf-12,0,1,0,0,0,1
sfc (5-ala,0,0,0,1,0,1
sfc),0,0,0,1,0,1
sham,0,0,0,1,0,1
sham acupressure group,0,0,0,1,0,1
sham inflation,0,0,0,1,0,1
sham transcranial direct-current stimulation,1,0,0,0,0,1
sham treatment,0,0,0,1,0,1
shanshamani vati plus,0,1,0,0,0,1
shared decision making,0,1,0,0,0,1
shen cao gan jiang tang (gan cao gan jiang tang with ginseng),0,0,0,1,0,1
shg,0,1,0,0,0,1
"shingrix (zoster vaccine recombinant, adjuvanted)",0,0,0,1,0,1
sildenafil,1,0,0,0,0,1
sildenafil citrate,0,0,0,1,0,1
simha kriya,0,1,0,0,0,1
simple cognitive task,0,1,0,0,0,1
simulation intervention,0,0,0,1,0,1
simvastatin,0,0,0,1,0,1
single high dose vitamin d,1,0,0,0,0,1
singstrong: strong lungs through song,0,0,0,1,0,1
sinopharm vaccine,0,0,0,1,0,1
sir1-365,0,0,0,1,0,1
sirukumab,0,1,0,0,0,1
sit-to-stand test,0,0,0,1,0,1
sit to stand test,0,0,0,1,0,1
sivomixx,0,0,0,1,0,1
sledd with a l-mod,0,0,0,1,0,1
sleepio,0,0,0,1,0,1
sm-ema,0,0,0,1,0,1
smell retraining,0,0,0,1,0,1
smell training,1,0,0,0,0,1
smf,0,1,0,0,0,1
smoflipid,0,0,0,1,0,1
smoliv,0,0,0,1,0,1
sms-based support,0,0,0,1,0,1
sms delivery of information,0,0,0,1,0,1
sms message support,0,1,0,0,0,1
soap,1,0,0,0,0,1
soap distributed but no activities of the hbcc project,1,0,0,0,0,1
soc / ifx-1,0,0,0,1,0,1
soc / intravenous famotidine,0,1,0,0,0,1
soc therapy,0,1,0,0,0,1
soc/15mg/kg eb05 iv,0,0,0,1,0,1
soc/placebo iv,0,0,0,1,0,1
social,0,0,0,1,0,1
social proof,0,1,0,0,0,1
socialization,1,0,0,0,0,1
sodium bicarbonate 150meq,0,0,0,1,0,1
sodium bicarbonate 150meq/l/d5w inj,0,0,0,1,0,1
sodium bicarbonate solution,1,0,0,0,0,1
sodium chloride,0,0,0,1,0,1
"sodium chloride, 0.9%",0,0,0,1,0,1
"sodium chloride, usp, for injection (0.9% nacl)",1,0,0,0,0,1
sodium pyruvate,0,0,0,1,0,1
sodium pyruvate nasal spray,0,0,0,1,0,1
sofosbuvir 400 mg,0,0,0,1,0,1
sofosbuvir 400 mg/daclatasvir 200mg,0,0,0,1,0,1
sofosbuvir ledipsavir,0,0,0,1,0,1
sofusbuvir,0,0,0,1,0,1
sofusbuvir / daclastavir 60 mg,0,0,0,1,0,1
solution-focused support program,0,0,0,1,0,1
sorbitol,0,0,0,1,0,1
soterix tavns model 0125-lte stimulator - active-active group,1,0,0,0,0,1
soterix tavns model 0125-lte stimulator - sham-active group,1,0,0,0,0,1
sotrovimab,0,0,0,1,0,1
sotrovimab (gen1),0,0,0,1,0,1
sotrovimab (gen2),0,0,0,1,0,1
spartan covid-19 platform,0,0,0,1,0,1
spartan covid-19 system,0,1,0,0,0,1
specific exercise rehabilitation treatment,0,0,0,1,0,1
specificity) for covid-19 diagnosis of the vocus ptr-tof process,0,0,0,1,0,1
specimens specific for the study,0,0,0,1,0,1
speed of processing training,0,0,0,1,0,1
sperm test,0,0,0,1,0,1
sphenopalatine ganglion block with local anesthetic,0,0,0,1,0,1
sphenopalatine ganglion block with placebo (isotone nacl),0,0,0,1,0,1
spike protein (s),0,1,0,0,0,1
spike protein (s)/the nucleocapsid (n) of sars-cov-2,0,1,0,0,0,1
spin-chat program,0,1,0,0,0,1
spirometry,0,0,0,1,0,1
spironolactone,0,0,0,1,0,1
spironolactone / dexamethasone,0,0,0,1,0,1
spironolactone 25 mg pillules oral use,0,0,0,1,0,1
sputnik light,1,0,0,0,0,1
sse educational intervention,0,1,0,0,0,1
st266,0,0,0,1,0,1
staff wellbeing centres,0,1,0,0,0,1
standard-of-care sars-cov-2 treatment,0,0,0,1,0,1
standard care/monitoring,0,0,0,1,0,1
standard care/placebo,0,0,0,1,0,1
standard charity resources,1,0,0,0,0,1
standard enteral nutrition,0,0,0,1,0,1
standard guidelines,0,1,0,0,0,1
standard interface,0,1,0,0,0,1
standard message,0,1,0,0,0,1
standard of care (soc)/colchicine/rosuvastatin,0,0,0,1,0,1
standard of care for covid-19 as per the hospital guidelines,0,1,0,0,0,1
standard of care non-helmet based cpap ventilation,0,0,0,1,0,1
standard of care thromboprophylaxis,0,0,0,1,0,1
standard of care_1,0,1,0,0,0,1
standard of care_2,0,1,0,0,0,1
standard oxygen delivery system,0,1,0,0,0,1
standard prophylactic dose enoxaparin,0,1,0,0,0,1
standard prophylactic dose enoxaparin/ unfractionated heparin,0,1,0,0,0,1
"standard q covid-19 ag - test, produced by sd biosensor inc.",0,1,0,0,0,1
standard supportive treatment,0,0,0,1,0,1
standard therapy for covid-19 patient,0,1,0,0,0,1
standard therapy protocol (stp),1,0,0,0,0,1
standard treatment covid-19,0,0,0,1,0,1
standard treatment covid-19 / triazavirin,0,0,0,1,0,1
standard treatment of covid-19,0,0,0,1,0,1
standardized brazilian green propolis extract,0,0,0,1,0,1
stay connected,0,0,0,1,0,1
stc3141,0,0,0,1,0,1
steam inhalations,0,0,0,1,0,1
stellate ganglion block,0,0,0,1,0,1
sterile normal saline (0.9%),0,0,0,1,0,1
steroid,0,1,0,0,0,1
steroid taper (prednisone),0,1,0,0,0,1
steroid/anticoagulants according to different protocols.,0,1,0,0,0,1
sti-5656,0,0,0,1,0,1
stigma awareness video intervention,0,1,0,0,0,1
stimulation test with arginine infusion in order to verify the possible existence of damage to the beta cell function induced by covid-19 infection,0,0,0,1,0,1
stool analysis,0,0,0,1,0,1
stools,0,0,0,1,0,1
stp,1,0,0,0,0,1
stp / covid-19 convalescent plasma (cp),1,0,0,0,0,1
stp / standard plasma (sp),1,0,0,0,0,1
strength rmt,0,0,0,1,0,1
strength rmt/nasal breathing,0,0,0,1,0,1
strengthening exercise,0,1,0,0,0,1
stress,0,0,0,1,0,1
stress first aid,0,0,0,1,0,1
stress test,0,1,0,0,0,1
stress/emotion management,0,0,0,1,0,1
striveweekly,0,0,1,0,0,1
student-senior isolation prevention partnership (ssipp),0,0,0,1,0,1
sublingual methylene blue,0,0,0,1,0,1
sublingual micro-dose ketamine,1,0,0,0,0,1
substance use disorders using prolonged exposure (cope),0,0,0,1,0,1
sudarshan kriya yoga (sky),1,0,0,0,0,1
sulfur hexafluoride lipid-type a microspheres,0,0,0,1,0,1
sulodexide,0,1,0,0,0,1
sun exposure,0,0,0,0,1,1
supervised rehabilitation program.,0,0,0,1,0,1
supervised stretching,0,1,0,0,0,1
supervised stretching/strengthening exercise,0,1,0,0,0,1
supine position,0,1,0,0,0,1
supine positioning,0,0,0,1,0,1
support,0,0,0,1,0,1
support as usual,0,0,0,1,0,1
supportive services,0,0,0,1,0,1
supportive services.,0,0,0,1,0,1
supportive therapy,0,0,0,1,0,1
supportive therapy ssi,0,1,0,0,0,1
supportive tratment,1,0,0,0,0,1
supportive/symptomatic treatment,1,0,0,0,0,1
surgical face mask use only,0,1,0,0,0,1
surgical facial mask,0,1,0,0,0,1
survey of acceptability of the different self-samples.,0,1,0,0,0,1
survey of sars-cov-19 knowledge,0,1,0,0,0,1
suspension,0,0,0,1,0,1
suspension/maintenance of angiotensin receptor blockers/angiotensin-converting enzyme inhibitors,0,0,0,1,0,1
swab,0,0,0,1,0,1
sweat samples (covidog ancillary study),1,0,0,0,0,1
symbicort,0,0,0,0,1,1
symptom survey,0,0,0,1,0,1
symptomatic drugs,0,0,0,1,0,1
symptomatic treatment,1,0,0,0,0,1
symptomatic treatment (paracetamol,0,0,0,1,0,1
symptomatic treatment (paracetamol),0,0,0,1,0,1
symptomatic treatment (paracetamol/best symptomatic treatment based on doctor recommendations),0,0,0,1,0,1
synthetic mva-based sars-cov-2 vaccine coh04s1,0,0,0,1,0,1
synthetic neutralising antibodies,0,0,0,1,0,1
t-cell receptor,0,0,0,1,0,1
t cell derived exosom,1,0,0,0,0,1
t memory cells,0,0,0,1,0,1
t memory cells/nk cells,0,0,0,1,0,1
t regulatory cells,0,0,0,1,0,1
t3 solution,0,0,0,0,1,1
tab,0,0,0,1,0,1
tablets,0,1,0,0,0,1
tafenoquine oral tablet,0,0,0,1,0,1
tailored best practices,0,0,0,1,0,1
tailored information,0,0,0,1,0,1
tailored recommendations,0,0,0,1,0,1
tak-019,1,0,0,0,0,1
tak-919,1,0,0,0,0,1
tape-software,0,0,0,1,0,1
targeted message,0,0,0,1,0,1
tazobactam,0,0,0,1,0,1
tcc-covid mhealth,0,0,0,1,0,1
td139,1,0,0,0,0,1
technology based social interactions,0,1,0,0,0,1
telacebec,0,0,0,1,0,1
tele-delivered psychological intervention,0,0,0,1,0,1
tele-exergaming tablet,0,0,0,1,0,1
tele-interventions related to diabetes management,0,1,0,0,0,1
tele-interventions related to diabetes management/mental well-being,0,1,0,0,0,1
telegeriatric intervention,0,1,0,0,0,1
telehealth monitoring,1,0,0,0,0,1
telehealth/counselling,1,0,0,0,0,1
telemedicine visit,0,0,0,1,0,1
telemonitoring,0,0,0,1,0,1
telemonitoring/teleorientation,0,0,0,1,0,1
teleorientation/tooth brushing orientation,0,0,0,1,0,1
telephone follow-up,0,1,0,0,0,1
telepsychoeducation,0,0,1,0,0,1
telepsychoeducation with personalized videos,0,0,1,0,0,1
telepsychoeducation without personalized videos,0,0,1,0,0,1
telerehabilitation-based relaxation exercise group (eg),0,0,0,1,0,1
telesimulation,1,0,0,0,0,1
telestroke,0,1,0,0,0,1
telmisartan 20mg oral tablet,0,0,0,1,0,1
telmisartan 40mg oral tablet,0,0,0,1,0,1
telmisartan oral product,0,0,0,1,0,1
tempol,0,0,0,1,0,1
tenecteplase,0,0,1,0,0,1
tenofovir,0,1,0,0,0,1
tenofovir disoproxil fumarate 200 mg-245 mg oral tablet [truvada],0,0,0,1,0,1
tenofovir disoproxil/emtricitabine,0,1,0,0,0,1
tenofovir disoproxyl fumarate 300 mg,0,0,0,1,0,1
tenofovir disoproxyl fumarate 300 mg oral tablet,0,0,0,1,0,1
tenofovir disoproxyl fumarate 300 mg/emtricitabine 200 mg oral tablet,0,0,0,1,0,1
tensile strength,0,1,0,0,0,1
test group: experimental - uvc therapy applied,1,0,0,0,0,1
test rt-pcr,0,1,0,0,0,1
testing,0,0,0,1,0,1
testing for sars-cov-2 igm,0,0,0,1,0,1
testing for sars-cov-2 igm/igg,0,0,0,1,0,1
testing for sars-cov-2 rna,0,0,0,1,0,1
testis pathology samples,0,0,0,1,0,1
tetracycline hydrochloride 3%,0,1,0,0,0,1
tetrandrine,0,0,1,0,0,1
text material for psychoeducation,0,0,0,1,0,1
text material for psychoeducation/audio for relaxation techniques,0,0,0,1,0,1
the management of severe covid-19 cases,1,0,0,0,0,1
the nucleocapsid (n) of sars-cov-2,0,1,0,0,0,1
the psychosocial effects of covid-19 pandemic on dental professionals,0,1,0,0,0,1
the sars-cov-2 inactivated vaccine,0,0,0,1,0,1
the standard protocol only,0,0,0,1,0,1
the use of the mentalplusâ® digital game for assessment,0,0,0,1,0,1
the use of the mentalplusâ® digital game for assessment/rehabilitation of cognitive function after remission of the symptoms of covid-19,0,0,0,1,0,1
theophylline powder,0,0,0,1,0,1
theory-based messages,0,1,0,0,0,1
therapeutic exercise,0,0,1,0,0,1
therapeutic exercise/education,0,0,1,0,0,1
therapeutic plasma exchange : 3 sessions in 3 consecutive days (day 1 to day 3),0,0,0,1,0,1
theraputic heparin,0,0,0,1,0,1
therapy intervention,0,1,0,0,0,1
three dose regimen,0,0,0,1,0,1
"three doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",0,0,0,1,0,1
"three doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 14, 28",1,0,0,0,0,1
three doses of high dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule,1,0,0,0,0,1
three doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,1,0,0,0,0,1
three doses of medium dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule,1,0,0,0,0,1
three doses of medium dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,1,0,0,0,0,1
"three doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",0,0,0,1,0,1
three doses of placebo at the emergency vaccination schedule,1,0,0,0,0,1
three doses of placebo at the routine vaccination schedule,1,0,0,0,0,1
"three doses of placebo at the schedule of day 0, 14, 28 #high-dose group#",0,0,0,1,0,1
"three doses of placebo at the schedule of day 0, 14, 28 #middle-dose group#",0,0,0,1,0,1
throat,0,0,0,1,0,1
throat spray,0,0,0,1,0,1
throat swab,0,0,0,1,0,1
thymic peptides,0,1,0,0,0,1
thymosin,0,0,0,1,0,1
tigeraseâ®,0,1,0,0,0,1
tigeraseâ®/best available care,0,1,0,0,0,1
"tinzaparin, high dose prophylactic anticoagulation",0,0,0,1,0,1
"tinzaparin, low dose prophylactic anticoagulation",0,0,0,1,0,1
"tinzaparin,therapeutic anticoagulation",0,0,0,1,0,1
tirofiban,0,1,0,0,0,1
tj003234,0,0,0,1,0,1
tl-895,0,1,0,0,0,1
tm5614,0,0,0,1,0,1
tnkase,0,0,0,1,0,1
to an anterior nare self-swabbing (self-samples),0,1,0,0,0,1
to be given as a treatment,0,0,0,1,0,1
to monitor the effectiveness of the single dose ad26.cov2.s covid-19 vaccine,0,0,0,1,0,1
tociliuzumab,0,1,0,0,0,1
tociliziumab group,1,0,0,0,0,1
tocilizumab 20 mg/ml intravenous solution [actemra]_#1,0,0,0,0,1,1
tocilizumab 20 mg/ml intravenous solution [actemra]_#1 (2 doses),0,0,0,0,1,1
tooth brushing orientation,0,0,0,1,0,1
toothpaste with sodium fluoride,0,0,1,0,0,1
toothpaste with sodium fluoride/zinc,0,0,1,0,0,1
toothpaste with sodium monofluorophosphate,0,0,1,0,0,1
toothpaste with tin fluoride,0,0,1,0,0,1
tozinameran,0,0,0,1,0,1
tpa,0,1,0,0,0,1
tq formula,0,0,0,1,0,1
tq formula/tab,0,0,0,1,0,1
tr,0,0,0,1,0,1
tracheotomy,0,1,0,0,0,1
tradipitant,0,0,1,0,0,1
traditional chinese medicine,0,0,0,1,0,1
traditional proning arm,0,1,0,0,0,1
training,0,1,0,0,0,1
training clinicians in basic critical care,1,0,0,0,0,1
training clinicians in basic critical care/the management of severe covid-19 cases,1,0,0,0,0,1
"training for awareness, resilience,",0,1,0,0,0,1
"training for awareness, resilience,/action (tara)",0,1,0,0,0,1
"training of youth, community health assistants",1,0,0,0,0,1
"training of youth, community health assistants/community health workers.",1,0,0,0,0,1
training session adressing information,0,0,0,1,0,1
training session adressing information/health literacy,0,0,0,1,0,1
tranexamic acid,0,0,0,0,1,1
trans sodium crocetinate,0,0,0,1,0,1
transcendental meditation,0,1,0,0,0,1
transcranial direct-current stimulation,1,0,0,0,0,1
transcutaneous auricular vagus nerve stimulation,0,1,0,0,0,1
transfer package from ci therapy,0,0,0,1,0,1
transfusion of sars-cov-2 convalescent plasma.,0,0,0,1,0,1
transfusion of standard plasma.,0,0,0,1,0,1
transpulmonary pressure measurements,0,0,0,1,0,1
trauma-informed yoga video recording,0,1,0,0,0,1
trauma informed psychotherapy,0,1,0,0,0,1
trauma informed yoga,0,1,0,0,0,1
travelan otc,1,0,0,0,0,1
treadmill exercise,0,0,0,1,0,1
treamid,0,1,0,0,0,1
treated with hyperimmune plasma,0,0,0,1,0,1
treatment,0,1,0,0,0,1
treatment as usual,0,0,0,1,0,1
treatment as usual vitamin d,1,0,0,0,0,1
treatment/prophylaxis,0,1,0,0,0,1
trial-based cognitive therapy,0,0,0,1,0,1
triazavirin,0,0,0,1,0,1
triazavirin (riamilovir),0,0,0,1,0,1
tridecactide,0,1,0,0,0,1
trimetazidine,0,0,0,1,0,1
trimodulin,1,0,0,0,0,1
trimoxazole,0,0,0,1,0,1
trivalent split influenza vaccine,1,0,0,0,0,1
trust in science message,0,1,0,0,0,1
tsu,0,0,0,1,0,1
tsvf,0,0,0,1,0,1
turcovac,0,0,0,1,0,1
two covid-19 vaccine candidate (tmv-083,0,1,0,0,0,1
two covid-19 vaccine candidate (tmv-083/v-591) administrations - high dose,0,1,0,0,0,1
two covid-19 vaccine candidate (tmv-083/v-591) administrations - low dose,0,1,0,0,0,1
two dose chadox1 ncov-19,1,0,0,0,0,1
two dose chadox1 ncov-19/covishield 0.25ml/0.5ml,1,0,0,0,0,1
two dose chadox1 ncov-19/covishield 0.5ml,1,0,0,0,0,1
two dose menacwy vaccine min. 4 weeks apart,1,0,0,0,0,1
two dose regimen,0,0,0,1,0,1
two doses of bnt162b2 vaccine,1,0,0,0,0,1
"two doses of commercial scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",0,1,0,0,0,1
"two doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",0,0,0,1,0,1
"two doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28",1,0,0,0,0,1
"two doses of high dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28",1,0,0,0,0,1
"two doses of inactivated sars-cov-2 vaccine at the schedule of day 0,28",0,1,0,0,0,1
"two doses of inactivated sars-cov-2 vaccine at the schedule of day 0,28/one dose quadrivalent influenza vaccine on day 0/day 28.",0,1,0,0,0,1
"two doses of inactivated sars-cov-2 vaccine at the schedule of day 0,28/one dose quadrivalent influenza vaccine on day 14.",0,1,0,0,0,1
"two doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",0,0,0,1,0,1
"two doses of middle-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28",1,0,0,0,0,1
"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",0,1,0,0,0,1
"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14 in elderly",0,1,0,0,0,1
"two doses of placebo at the schedule of day 0, 14 #high-dose group#",0,0,0,1,0,1
"two doses of placebo at the schedule of day 0, 14 #middle-dose group#",0,0,0,1,0,1
uexplorer,0,0,0,1,0,1
uexplorer/mct,0,0,0,1,0,1
ultra-micronized palmitoylethanolamide (mpea,0,1,0,0,0,1
ultra brief online mindfulness-based intervention,0,1,0,0,0,1
ultraprotective ventilation,0,0,0,1,0,1
umifenovir,0,0,1,0,0,1
"umpea, 300mg",0,1,0,0,0,1
unavailable covid test result - hypothetical scenario,0,1,0,0,0,1
unfractionated heparin iv,0,0,0,1,0,1
unfractionated heparin sc,0,0,0,1,0,1
uni911 inhalation 1%,0,1,0,0,0,1
uni911 inhalation 1%/intranasal spray 1%,0,1,0,0,0,1
unified protocol for covid-19 parenting stress (up-covid),0,1,0,0,0,1
unsupervised physical activities,0,0,0,1,0,1
upper limb training,0,0,0,1,0,1
uptake of covid-19 testing,0,0,0,1,0,1
urine pregnancy test for women of childbearing potential,0,0,0,1,0,1
urine samples,1,0,0,0,0,1
usability,0,1,0,0,0,1
usb002,0,0,0,1,0,1
use of facetime with child,0,0,0,1,0,1
use of facetime with child/parents during induction,0,0,0,1,0,1
usual antibiotic treatment,0,1,0,0,0,1
usual care control,0,0,0,1,0,1
usual care only,0,0,0,1,0,1
usual care positioning with no instructions,0,0,0,0,1,1
usual care treatment,0,1,0,0,0,1
"usual care, infection control briefing",0,0,0,1,0,1
usual monitoring,0,0,0,1,0,1
usual orientations,0,0,0,1,0,1
usual practice / symbicort rapihaler,0,0,0,0,1,1
usual treatments in intensive care unit according to the current state of knowledge,0,0,0,1,0,1
utooth btc),0,0,0,1,0,1
uttr1147a,0,1,0,0,0,1
uv light treatment,0,1,0,0,0,1
v-591) administration - high dose,0,1,0,0,0,1
v-591) administrations - high dose,0,1,0,0,0,1
v-591) administrations - low dose,0,1,0,0,0,1
v-sars,1,0,0,0,0,1
v hydrogen peroxide,0,0,0,1,0,1
v povidone-iodide,0,0,0,1,0,1
v) saline,1,0,0,0,0,1
v590,0,0,0,0,1,1
v591,0,0,0,0,1,1
vaccinated with polio vaccine (ipv),1,0,0,0,0,1
vaccination,0,0,0,1,0,1
vaccination against covid19,0,0,0,1,0,1
vaccination.,0,0,0,1,0,1
vaccine for intramuscular injection,1,0,0,0,0,1
vaccine therapy,0,0,0,1,0,1
vaccine: bnt162b2 10mcg,0,0,0,1,0,1
vaccine: recombinant new coronavirus vaccine (cho cell) low-dose group,1,0,0,0,0,1
vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,1,0,0,0,0,1
vadadustat,0,0,0,1,0,1
valsartan oral tablet [entresto],0,0,0,1,0,1
varespladib,0,0,0,1,0,1
vas scale,0,0,0,1,0,1
vaxzevria,0,0,0,1,0,1
vb-201,0,0,0,1,0,1
vb-201 / standard of care,0,0,0,1,0,1
vbi-2902a,1,0,0,0,0,1
vcpm,0,1,0,0,0,1
vehicle,0,1,0,0,0,1
vehicle / heparin along with best supportive care,0,1,0,0,0,1
vehicle control,0,1,0,0,0,1
venous blood collection,0,1,0,0,0,1
venous draw,0,0,0,1,0,1
venous draw/testing,0,0,0,1,0,1
venous ultrasound of lower extremity,0,0,0,1,0,1
ventaprost (inhaled epoprostenol delivered via a dedicated delivery system),0,1,0,0,0,1
verapamil,0,1,0,0,0,1
vesta respirator,0,0,0,1,0,1
vib7734,0,0,0,0,1,1
vibrolung,0,0,0,1,0,1
video-based intervention,0,0,0,1,0,1
video-based psychotherapy,0,1,0,0,0,1
video chat,0,1,0,0,0,1
video chat / basic feedback,0,1,0,0,0,1
video chat /personalized feedback,0,1,0,0,0,1
video dance classes,0,0,0,1,0,1
vielight rx plus,1,0,0,0,0,1
vir-7832,0,0,0,1,0,1
viral vector vaccine booster,1,0,0,0,0,1
virazole,0,1,0,0,0,1
virgin coconut oil,0,0,0,1,0,1
virgin coconut oil (vco),0,0,0,1,0,1
virtual-care cognitive behavioural therapy,0,0,0,1,0,1
"virtual assistant first, then human coach",0,0,0,1,0,1
virtual care at home,0,0,0,1,0,1
virtual elm,0,1,0,0,0,1
virtual family-based treatment,0,0,1,0,0,1
virtual group exercise,1,0,0,0,0,1
virtual group intervention,0,1,0,0,0,1
virtual individual cognitive simulation therapy,0,0,0,1,0,1
virtual reality,0,1,0,0,0,1
virtual reality therapy first,1,0,0,0,0,1
viruxal oral,0,0,0,1,0,1
viruxal oral/nasal spray,0,0,0,1,0,1
vit-d 0.2 mg,0,1,0,0,0,1
vit-d 0.2 mg/ml oral solution [calcidol],0,1,0,0,0,1
vital signs,0,0,0,1,0,1
vitamin a,0,0,0,1,0,1
vitamin b,0,0,0,1,0,1
vitamin c 500 mg oral tablet,0,0,0,1,0,1
vitamin c tablets,0,0,0,1,0,1
"vitamin c, vitamin b complex",1,0,0,0,0,1
"vitamin c, vitamin b complex/zinc acetate",1,0,0,0,0,1
vitamin c/zinc,0,0,0,1,0,1
vitamin d (cholecalciferol),0,0,0,1,0,1
vitamin d3 (cholecalciferol),0,0,0,1,0,1
"vitamin d3 50,000 iu",0,0,0,1,0,1
vitamin d3/placebo,1,0,0,0,0,1
vitamin e,0,1,0,0,0,1
vitamin k2,0,0,0,1,0,1
vitamin k2 in the form of menaquinone-7 (mk-7),0,0,0,1,0,1
vitamin k2/d,0,0,0,1,0,1
vitamine d3 supplementation,0,0,0,0,1,1
vitamins,0,0,0,1,0,1
vla2101,0,0,0,1,0,1
voclosporin,0,0,0,1,0,1
volatile organic compounds analysis (e-noses),0,0,0,1,0,1
volatile organic compounds analysis (mass spectrometry),0,0,0,1,0,1
volatile organic compounds analysis in sweat (mass spectrometry),0,0,0,1,0,1
vortioxetine,0,0,0,1,0,1
vr for psychoeducation,0,0,0,1,0,1
vr for psychoeducation/relaxation,0,0,0,1,0,1
vv-ecmo,0,1,0,0,0,1
vv-ecmo / cytokine adsorption,0,1,0,0,0,1
vxa-cov2-1,1,0,0,0,0,1
walk test,0,0,0,1,0,1
ward css,0,0,0,1,0,1
water (e) mouth rinse with the solution provided,0,0,0,1,0,1
water without an elevated level of kelea,0,0,0,1,0,1
wearing surgical face mask sprayed with hypertonic saline,0,0,0,1,0,1
webex physical activity program,0,0,0,1,0,1
weekly assessment,0,0,0,0,1,1
wellness education,0,1,0,0,0,1
wfi water nebulization,0,0,0,1,0,1
wharton's jelly derived mesenchymal stem cells.,0,0,0,1,0,1
white sender in acknowledgement,0,1,0,0,0,1
white sender in informational videos,0,1,0,0,0,1
who recommendations (waiting condition),0,0,0,1,0,1
who score,1,0,0,0,0,1
wingate exercise test,0,0,0,1,0,1
wingate exercise test/on-ice testing while wearing a face mask,0,0,0,1,0,1
wingate exercise test/on-ice testing while wearing a sham face mask,0,0,0,1,0,1
withings scanwatch,0,0,0,1,0,1
woebot substance use disorder,0,1,0,0,0,1
wofb,0,0,0,1,0,1
women sexual dysfunctions were screened using female sexual functioning index (fsfi),0,1,0,0,0,1
written summary of rounds,0,1,0,0,0,1
xagrotin,0,1,0,0,0,1
xc7 100 mg single,0,1,0,0,0,1
xc7 200 mg multiple,0,1,0,0,0,1
xc7 200 mg single,0,1,0,0,0,1
xcel-umc-beta,0,0,0,1,0,1
"xiamen wiz biotech co., ltd. sars-cov-2 antigen rapid test",0,1,0,0,0,1
xlear nasal spray,0,0,0,1,0,1
xuanfei baidu granules,0,0,0,1,0,1
xvr011,0,0,0,1,0,1
