nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,intervention_type,intervention_name,description,status,facility_name,city,state,zip,country,site_count
NCT04366856,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-28,2020-04-28,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Estimate,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,July 2020,Anticipated,2020-07-31,May 2020,Anticipated,2020-05-31,NA,Interventional,PROVID,,PROne Positioning in coVID-19 Oxygeno-dependent Patients in Spontaneous Ventilation (PROVID Study),PROne Positioning in coVID-19 Oxygeno-dependent Patients in Spontaneous Ventilation (PROVID Study),Not yet recruiting,NA,N/A,500,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-30T09:07:28Z,2020-04-30T09:07:28Z,5231332,Behavioral,2: No instruction regarding positioning,group with no instruction regarding positioning (control group),,DÃ©partement d'AnesthÃ©sie RÃ©animation - Kremlin BicÃªtre,Le Kremlin-BicÃªtre,,94270,France,1
NCT04366115,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,June 2020,Anticipated,2020-06-30,April 2020,2020-04-30,June 2023,Anticipated,2023-06-30,June 2022,Anticipated,2022-06-30,NA,Interventional,AVM0703,,Evaluating AVM0703 for Treatment of COVID-19,"A Randomized, Double-Blind, Placebo-Controlled, Phase 1/2 Study Evaluating AVM0703 in Patients With COVID-19",Not yet recruiting,NA,Phase 1/Phase 2,126,Anticipated,AVM Biotechnology LLC,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:54Z,2020-04-30T09:07:54Z,5231422,Drug,AVM0703,Single IV infusion at 10 mg/ml in normal saline over 1 hour to patients.,NA,NA,NA,NA,NA,NA,NA
NCT04366115,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,June 2020,Anticipated,2020-06-30,April 2020,2020-04-30,June 2023,Anticipated,2023-06-30,June 2022,Anticipated,2022-06-30,NA,Interventional,AVM0703,,Evaluating AVM0703 for Treatment of COVID-19,"A Randomized, Double-Blind, Placebo-Controlled, Phase 1/2 Study Evaluating AVM0703 in Patients With COVID-19",Not yet recruiting,NA,Phase 1/Phase 2,126,Anticipated,AVM Biotechnology LLC,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:54Z,2020-04-30T09:07:54Z,5231423,Drug,Placebo,Single IV infusion in normal saline over 1 hour to patients.,NA,NA,NA,NA,NA,NA,NA
NCT04366115,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,June 2020,Anticipated,2020-06-30,April 2020,2020-04-30,June 2023,Anticipated,2023-06-30,June 2022,Anticipated,2022-06-30,NA,Interventional,AVM0703,,Evaluating AVM0703 for Treatment of COVID-19,"A Randomized, Double-Blind, Placebo-Controlled, Phase 1/2 Study Evaluating AVM0703 in Patients With COVID-19",Not yet recruiting,NA,Phase 1/Phase 2,126,Anticipated,AVM Biotechnology LLC,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:54Z,2020-04-30T09:07:54Z,5231424,Drug,hydrocortisone,Hydrocortisone is administered in circadian rhythm to prevent neuropsychiatric side-effects,NA,NA,NA,NA,NA,NA,NA
NCT04365985,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-26,2020-04-26,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-26,2020-04-28,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,August 2020,Anticipated,2020-08-31,May 2020,Anticipated,2020-05-31,NA,Interventional,SINK COVID-19,,Study of Immunomodulation Using Naltrexone and Ketamine for COVID-19,Study of Immunomodulation Using Naltrexone and Ketamine for COVID-19,Not yet recruiting,NA,Phase 2,500,Anticipated,William Beaumont Hospitals,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:59Z,2020-04-30T09:07:59Z,5231445,Drug,Naltrexone,"Low dose naltrexone, 4.5 mg/kg by mouth, given from date of admission through time participant is stable for discharge for inpatient participants with mild/moderate COVID-19 infection stages. Naltrexone will continue for 1 month post hospital discharge. Patients progressing to requirement for advanced oxygenation will be reassigned to Ketamine arm.",,William Beaumont Hospital,Royal Oak,Michigan,48073,United States,1
NCT04365985,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-26,2020-04-26,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-26,2020-04-28,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,August 2020,Anticipated,2020-08-31,May 2020,Anticipated,2020-05-31,NA,Interventional,SINK COVID-19,,Study of Immunomodulation Using Naltrexone and Ketamine for COVID-19,Study of Immunomodulation Using Naltrexone and Ketamine for COVID-19,Not yet recruiting,NA,Phase 2,500,Anticipated,William Beaumont Hospitals,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:59Z,2020-04-30T09:07:59Z,5231446,Drug,Ketamine,"Low dose ketamine hydrochloride given intravenously at a dosage of 0.15 mg/kg body weight for maximum 20 mg every 6 hours, to inpatient participants with advanced oxygenation requirements from either time of admission or time of progression of mild/moderate disease until time participant is stable for discharge, as a rescue treatment. If patient is transferred from the naltrexone or placebo arm, they will continue to receive naltrexone/placebo. Dosage of ketamine may be increased to 0.3 mg/kg body weight, maximum 30 mg every 6 hours, if participant does not respond at the lower dosage.",,William Beaumont Hospital,Royal Oak,Michigan,48073,United States,1
NCT04365985,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-26,2020-04-26,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-26,2020-04-28,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,August 2020,Anticipated,2020-08-31,May 2020,Anticipated,2020-05-31,NA,Interventional,SINK COVID-19,,Study of Immunomodulation Using Naltrexone and Ketamine for COVID-19,Study of Immunomodulation Using Naltrexone and Ketamine for COVID-19,Not yet recruiting,NA,Phase 2,500,Anticipated,William Beaumont Hospitals,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:59Z,2020-04-30T09:07:59Z,5231447,Other,Placebo,"Oral placebo, given from date of admission through time participant is stable for discharge for inpatient participants in mild/moderate COVID-19 infection stages. Placebo will continue for 1 month post discharge. Participants progressing to requirement for advanced oxygenation will be reassigned to Ketamine arm.",,William Beaumont Hospital,Royal Oak,Michigan,48073,United States,1
NCT04365738,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-26,2020-04-26,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-26,2020-04-28,Actual,"March 11, 2020",Actual,2020-03-11,April 2020,2020-04-30,"April 26, 2020",Actual,2020-04-26,"April 10, 2020",Actual,2020-04-10,NA,Interventional,NA,,Pulmonary Rehabilitation in Post-Acute Period of COVID-19 Infection,Pulmonary Rehabilitation in Post-Acute Period of COVID-19 Infection: Prospective Randomized Controlled Trial,Completed,NA,N/A,270,Actual,Istanbul Bilgi University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-30T09:08:10Z,2020-04-30T09:08:10Z,5231473,Other,Rehabilitation,"Chest and diaphragm respiration, in-house mobilization, joint range of motion exercises was performed to the patients as breathing exercises.",,Istanbul Bilgi University,Istanbul,,34440,Turkey,1
NCT04368013,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,"April 28, 2020",Anticipated,2020-04-28,April 2020,2020-04-30,"April 14, 2026",Anticipated,2026-04-14,"April 14, 2026",Anticipated,2026-04-14,NA,Interventional,CoVUm,,"Host-pathogen Interactions, Immune Response, and Clinical Prognosis at COVID-19 - the CoVUm Trial","Host-pathogen Interactions, Immune Response, and Clinical Prognosis at COVID-19 - the CoVUm Trial",Not yet recruiting,NA,N/A,400,Anticipated,UmeÃ¥ University,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:06:46Z,2020-04-30T09:06:46Z,5231203,Procedure,Extended sampling and procedures,The study patients will give additional blood samples and also urine and faeces samples. Spirometry and additional biometric controls will be performed regularly. Necrobiopsies of various organs from deceased patients will be secured and stored for immunohistological and virological analysis.,,Incectious Diseases Clinic,UmeÃ¥,VÃ¤sterbotten,90189,Sweden,1
NCT04367831,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,November 2020,Anticipated,2020-11-30,NA,Interventional,IMPROVE,,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19: A Cluster Based Randomized Selection Trial (IMPROVE-COVID),Not yet recruiting,NA,Phase 4,100,Anticipated,Columbia University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:06:52Z,2020-04-30T09:06:52Z,5231220,Drug,Enoxaparin Prophylactic Dose,"Prophylactic dose anticoagulation (per Columbia University Irving Medical Center (CUIMC) Guidelines):
If eGFR â‰¥30 mL/min (stable kidney function):
BMI < 40 kg/m2: Enoxaparin 40 mg SC daily
BMI 40 - 50 kg/m2: Enoxaparin 40 mg SC q12h
BMI > 50 kg/m2: Enoxaparin 60 mg SC q12h",,Columbia University Medical Center,New York,New York,10032,United States,1
NCT04367831,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,November 2020,Anticipated,2020-11-30,NA,Interventional,IMPROVE,,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19: A Cluster Based Randomized Selection Trial (IMPROVE-COVID),Not yet recruiting,NA,Phase 4,100,Anticipated,Columbia University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:06:52Z,2020-04-30T09:06:52Z,5231221,Drug,Heparin Infusion,Unfractionated heparin infusion at 10 units/kg/hour with goal anti-Xa 0.1 -0.3U/mL.,,Columbia University Medical Center,New York,New York,10032,United States,1
NCT04367831,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,November 2020,Anticipated,2020-11-30,NA,Interventional,IMPROVE,,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19: A Cluster Based Randomized Selection Trial (IMPROVE-COVID),Not yet recruiting,NA,Phase 4,100,Anticipated,Columbia University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:06:52Z,2020-04-30T09:06:52Z,5231222,Drug,Heparin SC,Unfractionated heparin at 5000-7500 units subcutaneous (SC) every 8 hours.,,Columbia University Medical Center,New York,New York,10032,United States,1
NCT04367831,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,November 2020,Anticipated,2020-11-30,NA,Interventional,IMPROVE,,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19: A Cluster Based Randomized Selection Trial (IMPROVE-COVID),Not yet recruiting,NA,Phase 4,100,Anticipated,Columbia University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:06:52Z,2020-04-30T09:06:52Z,5231223,Drug,Enoxaparin/Lovenox Intermediate Dose,If estimated glomerular filtration rate (eGFR) â‰¥ 30 mL/min: enoxaparin 1mg/kg subcutaneous (SC) daily.,,Columbia University Medical Center,New York,New York,10032,United States,1
NCT04367545,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,May 2020,Anticipated,2020-05-31,May 2020,Anticipated,2020-05-31,NA,Interventional,MolCOVID,,Development of a Molecular Diagnostic Strategy for SARS-CoV2 Based on Saliva in the Context of the COVID-19 Pandemic,Development of a Molecular Diagnostic Strategy for SARS-CoV2 Based on Saliva in the Context of the COVID-19 Pandemic,Recruiting,NA,N/A,50,Anticipated,"University Hospital, Rouen",,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:03Z,2020-04-30T09:07:03Z,5231246,Diagnostic Test,Saliva collection,Saliva collection will be done in addition to standard diagnosis collection (nasopharyngeal collection using swab),Recruiting,Rouen University Hospital,Rouen,,,France,1
NCT04367077,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,August 2022,Anticipated,2022-08-31,September 2021,Anticipated,2021-09-30,NA,Interventional,MaCoViA,,MultiStem Administration for COVID-19 Induced ARDS (MaCoViA),A Phase 2/3 Study to Assess the Safety and Efficacy of MultiStemÂ® Therapy in Subjects With Acute Respiratory Distress Syndrome (ARDS) Due to Coronavirus Disease (COVID-19),Not yet recruiting,NA,Phase 2/Phase 3,400,Anticipated,"Athersys, Inc",,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:19Z,2020-04-30T09:07:19Z,5231304,Biological,MultiStem,intravenous infusion,|,Athersys Investigational Site 101|Athersys Investigational Site 102,Cleveland|Cleveland,Ohio|Ohio,44106|44109,United States|United States,2
NCT04367077,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,August 2022,Anticipated,2022-08-31,September 2021,Anticipated,2021-09-30,NA,Interventional,MaCoViA,,MultiStem Administration for COVID-19 Induced ARDS (MaCoViA),A Phase 2/3 Study to Assess the Safety and Efficacy of MultiStemÂ® Therapy in Subjects With Acute Respiratory Distress Syndrome (ARDS) Due to Coronavirus Disease (COVID-19),Not yet recruiting,NA,Phase 2/Phase 3,400,Anticipated,"Athersys, Inc",,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:19Z,2020-04-30T09:07:19Z,5231305,Biological,Placebo,intravenous infusion,|,Athersys Investigational Site 101|Athersys Investigational Site 102,Cleveland|Cleveland,Ohio|Ohio,44106|44109,United States|United States,2
NCT04366232,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"August 31, 2020",Anticipated,2020-08-31,"August 31, 2020",Anticipated,2020-08-31,NA,Interventional,JAKINKOV,,Efficacy of Intravenous Anakinra and Ruxolitinib During COVID-19 Inflammation (JAKINCOV),"Interleukin-1 (IL-1) and Interferon Gamma (IFNg) Inhibition During COVID 19 Inflammation: Randomized, Controlled Study Assessing Efficacy and Safety of Anakinra and Ruxolitinib",Not yet recruiting,NA,Phase 2,50,Anticipated,Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:49Z,2020-04-30T09:07:49Z,5231412,Drug,Anakinra alone (stages 2b/3),Anakinra 300 mg 1/d Intravenous 5 days then dose tapering,||,"AP-HM, HÃ´pital de la Conception|HÃ´pital Sainte-Musse|Sainte Anne Teaching Military Hospital",Marseille|Toulon|Toulon,Bouches-du-RhÃ´ne|VAR|Var,13005|83000|83000,France|France|France,3
NCT04366232,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"August 31, 2020",Anticipated,2020-08-31,"August 31, 2020",Anticipated,2020-08-31,NA,Interventional,JAKINKOV,,Efficacy of Intravenous Anakinra and Ruxolitinib During COVID-19 Inflammation (JAKINCOV),"Interleukin-1 (IL-1) and Interferon Gamma (IFNg) Inhibition During COVID 19 Inflammation: Randomized, Controlled Study Assessing Efficacy and Safety of Anakinra and Ruxolitinib",Not yet recruiting,NA,Phase 2,50,Anticipated,Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:49Z,2020-04-30T09:07:49Z,5231413,Drug,Anakinra and Ruxolitinib (overcome stage 3),Anakinra 300 mg od Intravenous (maximum14 days) Ruxolitinib 5 mg bid per os (maximum 28 days),||,"AP-HM, HÃ´pital de la Conception|HÃ´pital Sainte-Musse|Sainte Anne Teaching Military Hospital",Marseille|Toulon|Toulon,Bouches-du-RhÃ´ne|VAR|Var,13005|83000|83000,France|France|France,3
NCT04366232,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"August 31, 2020",Anticipated,2020-08-31,"August 31, 2020",Anticipated,2020-08-31,NA,Interventional,JAKINKOV,,Efficacy of Intravenous Anakinra and Ruxolitinib During COVID-19 Inflammation (JAKINCOV),"Interleukin-1 (IL-1) and Interferon Gamma (IFNg) Inhibition During COVID 19 Inflammation: Randomized, Controlled Study Assessing Efficacy and Safety of Anakinra and Ruxolitinib",Not yet recruiting,NA,Phase 2,50,Anticipated,Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:49Z,2020-04-30T09:07:49Z,5231414,Other,Standard of care,Routine clinical care for Covid-19,||,"AP-HM, HÃ´pital de la Conception|HÃ´pital Sainte-Musse|Sainte Anne Teaching Military Hospital",Marseille|Toulon|Toulon,Bouches-du-RhÃ´ne|VAR|Var,13005|83000|83000,France|France|France,3
NCT04366180,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,"April 24, 2020",Actual,2020-04-24,April 2020,2020-04-30,October 2020,Anticipated,2020-10-31,June 2020,Anticipated,2020-06-30,NA,Interventional,NA,,Evaluation of the Probiotic Lactobacillus Coryniformis K8 on COVID-19 Prevention in Healthcare Workers,Multicentric Study to Assess the Effect of Consumption of Lactobacillus Coryniformis K8 on Healthcare Personnel Exposed to COVID-19,Recruiting,NA,N/A,314,Anticipated,Biosearch S.A.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:51Z,2020-04-30T09:07:51Z,5231416,Dietary Supplement,Probiotic,The probiotic group will received one probiotic capsule per day during 2 months,Recruiting,Raquel Rodriguez Blanque,Granada,,18016,Spain,1
NCT04366180,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,"April 24, 2020",Actual,2020-04-24,April 2020,2020-04-30,October 2020,Anticipated,2020-10-31,June 2020,Anticipated,2020-06-30,NA,Interventional,NA,,Evaluation of the Probiotic Lactobacillus Coryniformis K8 on COVID-19 Prevention in Healthcare Workers,Multicentric Study to Assess the Effect of Consumption of Lactobacillus Coryniformis K8 on Healthcare Personnel Exposed to COVID-19,Recruiting,NA,N/A,314,Anticipated,Biosearch S.A.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:07:51Z,2020-04-30T09:07:51Z,5231417,Dietary Supplement,Control,The control group will received one placebo capsule per day during 2 months,Recruiting,Raquel Rodriguez Blanque,Granada,,18016,Spain,1
