nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-04,NA,NA,2021-03-05,2021-03-05,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-03-05,2021-03-08,Actual,"December 23, 2020",Actual,2020-12-23,March 2021,2021-03-31,"June 23, 2021",Anticipated,2021-06-23,"May 23, 2021",Anticipated,2021-05-23,6 Months,Observational [Patient Registry],NA,,COVID-19 Disease and Coagulopathy: Assessment of Clotting Factor Levels in Patients With SARS-CoV-2 Infection,COVID-19 Disease and Coagulopathy: Assessment of Clotting Factor Levels in Patients With SARS-CoV-2 Infection,Recruiting,NA,NA,50,Anticipated,"University Hospital, Ioannina",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      PLASMA AND CLOTTING FACTORS
    ",NA,NA,NA,NA,NA,2021-09-26T01:12:10Z,2021-09-26T01:12:10Z,15271134,NCT04787510,COVID-19 Disease,covid-19 disease
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-05,NA,NA,2021-08-20,2021-03-05,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-08-20,2021-08-23,Actual,"February 24, 2021",Actual,2021-02-24,August 2021,2021-08-31,"December 31, 2021",Anticipated,2021-12-31,"February 26, 2021",Actual,2021-02-26,NA,Observational,DELOCOVID,,Impact of Rapid Screening for COVID-19 in Delocalized Biology in the Emergency Department,Impact of Rapid Screening for COVID-19 in Delocalized Biology in the Emergency Department,"Active, not recruiting",NA,NA,2488,Actual,Groupe Hospitalier Paris Saint Joseph,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:12:22Z,2021-09-26T01:12:22Z,15271320,NCT04786249,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-05,NA,NA,2021-03-06,2021-03-05,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-03-06,2021-03-09,Actual,"January 15, 2021",Actual,2021-01-15,March 2021,2021-03-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Observational,RF-COVID,,Risk Factors for COVID-19 Mortality,Risk Factors for COVID-19 Mortality: a Prospective Observational Study,Recruiting,NA,NA,200,Anticipated,Azienda UnitÃ  Sanitaria Locale di Piacenza,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      blood samples
    ",NA,NA,NA,NA,NA,2021-09-26T01:12:17Z,2021-09-26T01:12:17Z,15271226,NCT04786808,COVID-19 Virus Infection,covid-19 virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-05,NA,NA,2021-08-19,2021-03-05,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-08-19,2021-08-20,Actual,"August 10, 2021",Actual,2021-08-10,August 2021,2021-08-31,"December 31, 2021",Anticipated,2021-12-31,"September 10, 2021",Anticipated,2021-09-10,NA,Observational,KaÃ¯ssa Covid,,Detection of SARS-CoV-2 (COVID-19) by SERS Spectroscopy Combined With Artificial Intelligence,Detection of SARS-CoV-2 by SERS Spectroscopy,Recruiting,NA,NA,603,Anticipated,Groupe Hospitalier Paris Saint Joseph,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:12:23Z,2021-09-26T01:12:23Z,15271324,NCT04786197,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-24,NA,NA,2021-03-05,2021-03-05,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-03-05,2021-03-08,Actual,"November 1, 2020",Actual,2020-11-01,March 2021,2021-03-31,"May 10, 2021",Anticipated,2021-05-10,"January 30, 2021",Actual,2021-01-30,NA,Interventional,NA,,The Effect of Laughter Therapy on Students in the COVID-19 Pandemic,"The Effect of Laughter Therapy on Students' Anxiety, Life Satisfaction and Psychological Well-being in the Covid-19 Pandemic","Active, not recruiting",NA,N/A,80,Anticipated,Zonguldak Bulent Ecevit University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:12:20Z,2021-09-26T01:12:20Z,15271282,NCT04786483,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-04,NA,NA,2021-08-26,2021-03-04,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-08-26,2021-08-30,Actual,"June 20, 2021",Actual,2021-06-20,August 2021,2021-08-31,December 2021,Anticipated,2021-12-31,December 2021,Anticipated,2021-12-31,NA,Interventional,NA,,"A Study of Human Monoclonal Antibodies, BRII-196 and BRII-198","A Phase 2 Study to Evaluate the Safety and Efficacy of Human Monoclonal Antibodies, BRII-196 and BRII-198, Administered by Intravenous Infusion for the Treatment of COVID-19 Patients",Recruiting,NA,Phase 2,24,Anticipated,Brii Biosciences Limited,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-09-26T01:12:13Z,2021-09-26T01:12:13Z,15271166,NCT04787211,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-05,NA,NA,2021-03-05,2021-03-05,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-03-05,2021-03-08,Actual,"March 1, 2020",Actual,2020-03-01,March 2021,2021-03-31,"May 30, 2020",Actual,2020-05-30,"May 30, 2020",Actual,2020-05-30,NA,Observational,NA,,the Impact of COVID-19 Pandemic on the Incidence and Outcome of Complicated Appendicitis,Lockdown With a Price- the Impact of COVID-19 Pandemic on the Incidence and Outcome of Complicated Appendicitis,Completed,NA,NA,200,Actual,Meir Medical Center,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:12:24Z,2021-09-26T01:12:24Z,15271352,NCT04786041,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-01,NA,NA,2021-08-20,2021-03-05,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-08-20,2021-08-23,Actual,"November 9, 2020",Actual,2020-11-09,August 2021,2021-08-31,"December 30, 2021",Anticipated,2021-12-30,"December 22, 2020",Actual,2020-12-22,NA,Interventional,COVID-IDNow,,Diagnostic Performance of the ID Nowâ„¢ COVID-19 Screening Test Versus Simplexaâ„¢ COVID-19 Direct Assay,Diagnostic Performance of the ID Nowâ„¢ COVID-19 Screening Test Versus Simplexaâ„¢ COVID-19 Direct Assay in Off-site Biology in Emergency Rooms for COVID-19 Screenin,"Active, not recruiting",NA,N/A,1000,Anticipated,Groupe Hospitalier Paris Saint Joseph,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:12:26Z,2021-09-26T01:12:26Z,15271373,NCT04785898,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-12-21,NA,NA,2021-03-03,2021-03-03,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-03-03,2021-03-05,Actual,"December 14, 2020",Actual,2020-12-14,March 2021,2021-03-31,"February 24, 2021",Actual,2021-02-24,"February 24, 2021",Actual,2021-02-24,NA,Observational,UB-GTMS-COVID,,SCREENING AND SEROEPIDEMIOLOGY OF SARS-CoV-2 INFECTION AT THE UNIVERSITY OF BARCELONA: A CROSS-SECTIONAL STUDY,SCREENING AND SEROEPIDEMIOLOGY OF SARS-CoV-2 INFECTION AT THE UNIVERSITY OF BARCELONA: A CROSS-SECTIONAL STUDY,Completed,NA,NA,3356,Actual,University of Barcelona,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:12:40Z,2021-09-26T01:12:40Z,15271595,NCT04784403,SARS-CoV-2 Infection,sars-cov-2 infection
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-24,NA,NA,2021-03-03,2021-03-03,2021-03-08,Actual,NA,NA,NA,NA,NA,NA,2021-03-03,2021-03-08,Actual,"February 1, 2021",Actual,2021-02-01,March 2021,2021-03-31,"April 15, 2021",Anticipated,2021-04-15,"March 15, 2021",Anticipated,2021-03-15,NA,Interventional,NA,,Effects of Face Masks on Cardiopulmonary Capacity in Healthy Individuals,Effects of Face Masks on Cardiopulmonary Capacity in Healthy Individuals,Recruiting,NA,N/A,16,Anticipated,Pamukkale University,,3,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:12:27Z,2021-09-26T01:12:27Z,15271390,NCT04785781,Covid-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-02,NA,NA,2021-09-03,2021-03-04,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-09-03,2021-09-05,Actual,"June 1, 2021",Actual,2021-06-01,September 2021,2021-09-30,August 2022,Anticipated,2022-08-31,August 2022,Anticipated,2022-08-31,NA,Observational,BRAINSTORM,,Neurotropism and Neuroinflammation in COVID-19 Patients With Delirium.,"SARS-CoV-2 Neurotropism, micRoglial ActivatioN and Cytokine dySregulaTiOn in COVID-19 Patients With Delirium",Recruiting,NA,NA,25,Anticipated,"University Hospital, Toulouse",,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      TSPO (Translocator protein) phenotype SARS-CoV-2 quasispecies detection and associated
      serology testing profiles description (peripheral blood and cerebrospinal fluid - CSF)
      systemic and central immune response characterization (peripheral blood and cerebrospinal
      fluid CSF)
    ",NA,NA,NA,NA,NA,2021-09-26T01:12:33Z,2021-09-26T01:12:33Z,15271501,NCT04785157,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-04,NA,NA,2021-08-12,2021-03-04,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-08-12,2021-08-19,Actual,"March 29, 2021",Actual,2021-03-29,"April 6, 2021",2021-04-06,"August 31, 2022",Anticipated,2022-08-31,"August 31, 2022",Anticipated,2022-08-31,NA,Interventional,NA,,Safety and Immunogenicity Study of a SARS-CoV-2 (COVID-19) Variant Vaccine (mRNA-1273.351) in NaÃ¯ve and Previously Vaccinated Adults,"Phase 1, Open-Label, Randomized Study of the Safety and Immunogenicity of a SARS-CoV-2 Variant Vaccine (mRNA-1273.351) in NaÃ¯ve and Previously Vaccinated Adults","Active, not recruiting",NA,Phase 1,135,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,10,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-09-26T01:12:33Z,2021-09-26T01:12:33Z,15271505,NCT04785144,COVID-19 Immunisation,covid-19 immunisation
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-02,NA,NA,2021-07-26,2021-03-02,2021-03-04,Actual,NA,NA,NA,NA,NA,NA,2021-07-26,2021-07-28,Actual,"January 1, 2021",Actual,2021-01-01,July 2021,2021-07-31,"May 13, 2021",Actual,2021-05-13,"April 13, 2021",Actual,2021-04-13,NA,Observational,NA,,COVID-19 Infections and Mortality in Long-term Care Facilities During the First Wave,COVID-19 Infections and Mortality in Montreal Long-term Care Facilities During the First Wave: a Retrospective Cohort Study,Completed,NA,NA,1197,Actual,Centre integre universitaire de sante et de services sociaux du Centre-Sud-de-l'ÃŽle-de-MontrÃ©al,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,"At the time of publication, for 5 years.",Written request submitted to the principal investigator.,NA,Yes,"All deidentified information will be shared, except if there are patient confidentiality issues.",2021-09-26T01:12:57Z,2021-09-26T01:12:57Z,15271871,NCT04782427,"Infection, Coronavirus","infection, coronavirus"
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-03,NA,NA,2021-08-11,2021-03-03,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-08-11,2021-08-13,Actual,"February 22, 2021",Actual,2021-02-22,August 2021,2021-08-31,"July 30, 2021",Actual,2021-07-30,"July 1, 2021",Actual,2021-07-01,NA,Interventional,NA,,A Study to Evaluate the Efficacy and Safety of Brilacidin in Hospitalized Participants With COVID-19,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Multi-center Study to Evaluate the Efficacy and Safety of Brilacidin in Hospitalized Participants With COVID-19",Completed,NA,Phase 2,120,Actual,"Innovation Pharmaceuticals, Inc.",,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:12:35Z,2021-09-26T01:12:35Z,15271532,NCT04784897,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-03,NA,NA,2021-09-13,2021-03-03,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-09-13,2021-09-14,Actual,"April 5, 2021",Actual,2021-04-05,September 2021,2021-09-30,"October 30, 2023",Anticipated,2023-10-30,"October 30, 2022",Anticipated,2022-10-30,NA,Interventional,NA,,SARS-COV-2-Spike-Ferritin-Nanoparticle (SpFN) Vaccine With ALFQ Adjuvant for Prevention of COVID-19 in Healthy Adults,"A PHASE 1, Randomized, Double-blind, Placebo-Controlled Study to Evaluate the Safety, Tolerability, and Immunogenicity of Ranging Doses of SARS-COV-2-Spike-Ferritin-Nanoparticle (SPFN_1B-06-PL) Vaccine With Army Liposomal Formulation QS21 (ALFQ) for Prevention of COVID-19 in Healthy Adults.","Active, not recruiting",NA,Phase 1,29,Actual,U.S. Army Medical Research and Development Command,,6,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:12:36Z,2021-09-26T01:12:36Z,15271552,NCT04784767,SARS-CoV-2 Infection,sars-cov-2 infection
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-22,NA,NA,2021-06-09,2021-03-04,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-06-09,2021-06-11,Actual,"April 1, 2021",Actual,2021-04-01,June 2021,2021-06-30,"December 31, 2021",Anticipated,2021-12-31,"September 30, 2021",Anticipated,2021-09-30,NA,Interventional,NA,,Dose-Ranging Study to Assess the Safety and Efficacy of Melatonin in Outpatients Infected With COVID-19,A Pilot Placebo-controlled Randomized Double-blind Trial of Melatonin in Outpatients With COVID-19 Infection,Recruiting,NA,Phase 2,50,Anticipated,State University of New York at Buffalo,,3,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:12:36Z,2021-09-26T01:12:36Z,15271553,NCT04784754,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-03,NA,NA,2021-03-24,2021-03-04,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-03-24,2021-03-29,Actual,"February 24, 2021",Actual,2021-02-24,March 2021,2021-03-31,January 2024,Anticipated,2024-01-31,February 2023,Anticipated,2023-02-28,NA,Observational,NA,,Host Immune Response to Novel RNA COVID-19 Vaccination,Host Immune Response to Novel RNA COVID-19 Vaccination in Patients With Cancer (CTMS# 21-0012),Recruiting,NA,NA,400,Anticipated,The University of Texas Health Science Center at San Antonio,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:12:37Z,2021-09-26T01:12:37Z,15271559,NCT04784689,COVID-19 Vaccine,covid-19 vaccine
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-01,NA,NA,2021-08-14,2021-03-04,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-08-14,2021-08-17,Actual,"March 1, 2021",Actual,2021-03-01,August 2021,2021-08-31,September 2021,Anticipated,2021-09-30,September 2021,Anticipated,2021-09-30,NA,Observational,NA,,"Evaluation of Muscle Strength, Functional Independence, Myalgia, Fatigue and Dyspnea in COVID-19 Infection","Evaluation of Muscle Strength, Functional Independence, Myalgia Severity, Physical Fatigue and Dyspnea in Patients With COVID-19 Infection","Active, not recruiting",NA,NA,76,Actual,Gazi University,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,There is no plan to make individual participant data (IPD) available to other researchers.,2021-09-26T01:12:38Z,2021-09-26T01:12:38Z,15271577,NCT04784546,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-03,NA,NA,2021-04-23,2021-03-03,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-04-23,2021-04-26,Actual,"February 23, 2021",Actual,2021-02-23,February 2021,2021-02-28,January 2023,Anticipated,2023-01-31,March 2022,Anticipated,2022-03-31,NA,Interventional,NA,,"Safety, Tolerance and Immunogenicity of EuCorVac-19 for the Prevention of COVID-19 in Healthy Adults","A Phase 1/2 Dose-exploration, Randomized, Observer-blind, Placebo-controlled Study to Determine Safety, Tolerance and Immunogenicity of EuCorVac-19, a Recombinant Protein Vaccine, for the Prevention of COVID-19 in Healthy Adults",Recruiting,NA,Phase 1/Phase 2,280,Anticipated,"EuBiologics Co.,Ltd",,5,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:12:49Z,2021-09-26T01:12:49Z,15271747,NCT04783311,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-25,NA,NA,2021-05-11,2021-03-03,2021-03-04,Actual,NA,NA,NA,NA,NA,NA,2021-05-11,2021-05-12,Actual,"June 1, 2021",Anticipated,2021-06-01,May 2021,2021-05-31,"March 31, 2022",Anticipated,2022-03-31,"March 31, 2022",Anticipated,2022-03-31,NA,Interventional,BGCTS,,A Blended Gaming COVID-19 Training System (BGCTS) With WHO Guidelines for Staff in Residential Care Homes,A Blended Gaming COVID-19 Training System (BGCTS) With WHO Guidelines for Staff in Residential Care Homes: A Cluster Randomized Controlled Trial,Recruiting,NA,N/A,188,Anticipated,The Hong Kong Polytechnic University,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:12:52Z,2021-09-26T01:12:52Z,15271785,NCT04783025,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-25,NA,NA,2021-06-17,2021-03-03,2021-03-04,Actual,NA,NA,NA,NA,NA,NA,2021-06-17,2021-06-18,Actual,"April 1, 2021",Actual,2021-04-01,June 2021,2021-06-30,"June 8, 2021",Actual,2021-06-08,"June 8, 2021",Actual,2021-06-08,NA,Interventional,NA,,P-Co-Li (Pulmonary Covid-19 Study),P-CO-Li (Pulmonary Covid-19 Longterm Intervention Study),Completed,NA,N/A,6,Actual,Northwell Health,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:12:55Z,2021-09-26T01:12:55Z,15271827,NCT04782700,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-20,NA,NA,2021-04-22,2021-03-03,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-04-22,2021-04-26,Actual,"September 20, 2020",Actual,2020-09-20,April 2021,2021-04-30,"January 18, 2021",Actual,2021-01-18,"December 20, 2020",Actual,2020-12-20,NA,Interventional,IVER-Leve,,Ivermectin Reproposing for Mild Stage COVID-19 Outpatients,Ivermectin Reproposing for COVID-19 Treatment in Outpatients With Mild Stage,Completed,NA,Phase 1/Phase 2,254,Actual,"Ministry of Public Health, Argentina",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,N/D,2021-09-26T01:12:39Z,2021-09-26T01:12:39Z,15271585,NCT04784481,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-03-03,NA,NA,2021-03-04,2021-03-03,2021-03-05,Actual,NA,NA,NA,NA,NA,NA,2021-03-04,2021-03-09,Actual,"November 19, 2020",Actual,2020-11-19,March 2021,2021-03-31,"September 30, 2021",Anticipated,2021-09-30,"March 31, 2021",Anticipated,2021-03-31,NA,Observational,ABCD,,DNA Damage and Oxidative Stress in Hospitalized COVID-19 Patients,DNA Damage and Oxidative Stress in Hospitalized COVID-19 Patients Compared to Healthy Controls: A Case-control Study,Recruiting,NA,NA,135,Anticipated,University of Vienna,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:12:39Z,2021-09-26T01:12:39Z,15271587,NCT04784468,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-17,NA,NA,2021-03-03,2021-03-03,2021-03-04,Actual,NA,NA,NA,NA,NA,NA,2021-03-03,2021-03-04,Actual,"December 12, 2020",Actual,2020-12-12,March 2021,2021-03-31,"May 31, 2022",Anticipated,2022-05-31,"March 31, 2022",Anticipated,2022-03-31,NA,Interventional,INFORM,,"Sample Collection Study to Aid Evaluation of an Influenza A/B, Respiratory Syncytial Virus & COVID-19 Virus POC Test","Sample Collection to Facilitate the Performance Evaluation of the LumiraDx Point of Care Device for the Detection of Influenza A/B, Respiratory Syncytial Virus (RSV) & COVID-19 (SARS-COV-2 Virus)",Recruiting,NA,N/A,3500,Anticipated,LumiraDx UK Limited,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:12:58Z,2021-09-26T01:12:58Z,15271884,NCT04782336,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-01-22,NA,NA,2021-04-27,2021-03-02,2021-03-03,Actual,NA,NA,NA,NA,NA,NA,2021-04-27,2021-04-29,Actual,"April 1, 2020",Actual,2020-04-01,April 2021,2021-04-30,"December 1, 2020",Actual,2020-12-01,"December 1, 2020",Actual,2020-12-01,NA,Observational,NA,,Prognostic Score in Covid-19,Identification of a Clinical Score to Support the Clinician in Phase 2 of Covid-19,Completed,NA,NA,200,Actual,University of L'Aquila,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:13:16Z,2021-09-26T01:13:16Z,15272149,NCT04780373,Covid19 Prognostic Parameters,covid19 prognostic parameters
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-22,NA,NA,2021-03-01,2021-03-01,2021-03-04,Actual,NA,NA,NA,NA,NA,NA,2021-03-01,2021-03-04,Actual,"February 8, 2021",Actual,2021-02-08,March 2021,2021-03-31,"February 8, 2022",Anticipated,2022-02-08,"February 8, 2022",Anticipated,2022-02-08,NA,Interventional,BUDDY,,"Bidirectional, Upbeat Communication and Differentiated, Distanced Care for Young People","Bidirectional, Upbeat Communication and Differentiated, Distanced Care for Young People",Recruiting,NA,N/A,600,Anticipated,Desmond Tutu HIV Foundation,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:13:06Z,2021-09-26T01:13:06Z,15272000,NCT04781400,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2021-02-12,NA,NA,2021-06-17,2021-03-02,2021-03-03,Actual,NA,NA,NA,NA,NA,NA,2021-06-17,2021-06-23,Actual,"February 12, 2021",Actual,2021-02-12,June 2021,2021-06-30,February 2022,Anticipated,2022-02-28,October 2021,Anticipated,2021-10-31,NA,Interventional,NA,,DCI COVID-19 Surveillance Project,DCI COVID-19 Surveillance Project,Recruiting,NA,N/A,160,Anticipated,Temple University,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:13:13Z,2021-09-26T01:13:13Z,15272111,NCT04780698,Covid19,covid19
