nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,mesh_term,downcase_mesh_term,mesh_type
NA,2021-01-15,NA,NA,2021-01-17,2021-01-17,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-17,2021-01-20,Actual,"December 29, 2020",Actual,2020-12-29,January 2021,2021-01-31,"December 27, 2021",Anticipated,2021-12-27,"November 29, 2021",Anticipated,2021-11-29,NA,Interventional,NA,NA,Management of Cytokine Storms in Severe COVID-19 Patients With Autologous Activated Platelet-rich Plasma Therapy,Management of Cytokine Storms in Severe COVID-19 Patients With Autologous Activated Platelet-rich Plasma Therapy,Recruiting,NA,Phase 1/Phase 2,30,Anticipated,Hayandra Peduli Foundation,NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:32:58Z,2021-10-12T06:32:58Z,1015830,NCT04715360,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-16,NA,NA,2021-01-20,2021-01-20,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-01-20,2021-01-22,Actual,"January 12, 2021",Actual,2021-01-12,January 2021,2021-01-31,"December 12, 2021",Anticipated,2021-12-12,"June 12, 2021",Anticipated,2021-06-12,NA,Interventional,RECOVE,NA,Rehabilitation for Post-COVID-19 Syndrome Through a Supervised Exercise Intervention,"Rehabilitation for Post-COVID-19 Syndrome Through a Multicomponent, Educational and Supervised Exercise Intervention [RECOVE]",Recruiting,NA,Not Applicable,56,Anticipated,Universidad de Murcia,NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:32:35Z,2021-10-12T06:32:35Z,1014172,NCT04718506,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-18,NA,NA,2021-09-24,2021-01-20,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-09-24,2021-09-27,Actual,"November 27, 2020",Actual,2020-11-27,September 2021,2021-09-30,December 2022,Anticipated,2022-12-31,August 2022,Anticipated,2022-08-31,NA,Interventional,NA,NA,Fluvoxamine Administration in Moderate SARS-CoV-2 (COVID-19) Infected Patients,"A Randomized, Double-blind, Placebo-controlled, Adaptive-design Study to Assess the Safety and Efficacy of Daily 200 mg Fluvoxamine as add-on Therapy to Standard of Care in Moderate Severity COVID-19 Patients",Recruiting,NA,Phase 2,100,Anticipated,SigmaDrugs Research Ltd.,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Study results will be published at the end of the study.,2021-10-12T06:32:36Z,2021-10-12T06:32:36Z,1014202,NCT04718480,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-18,NA,NA,2021-01-20,2021-01-20,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-01-20,2021-01-22,Actual,"September 1, 2020",Actual,2020-09-01,January 2021,2021-01-31,"July 1, 2021",Anticipated,2021-07-01,"January 1, 2021",Actual,2021-01-01,NA,Observational,PRoAcT-COVID,NA,Practice of Adjunctive Treatments in Intensive Care Unit Patients With COVID-19,Practice of Adjunctive Treatments in Intensive Care Unit Patients With Coronavirus Disease 2019 (PRoAcT-COVID) - an Observational Study in the Netherlands,"Active, not recruiting",NA,NA,1000,Anticipated,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T06:32:30Z,2021-10-12T06:32:30Z,1013753,NCT04719182,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-14,NA,NA,2021-03-30,2021-01-19,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-03-30,2021-04-01,Actual,"March 1, 2021",Actual,2021-03-01,March 2021,2021-03-31,May 2021,Anticipated,2021-05-31,April 2021,Anticipated,2021-04-30,1 Day,Observational [Patient Registry],NA,NA,Parkinson's Disease and Experiences Throughout the COVID-19 Pandemic,Does Locus of Control Affect Satisfaction and Quality of Life During COVID - 19?,Recruiting,NA,NA,150,Anticipated,Towson University,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:24Z,2021-10-12T06:32:24Z,1013425,NCT04720118,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-19,NA,NA,2021-02-09,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-02-09,2021-02-10,Actual,February 2021,Anticipated,2021-02-28,January 2021,2021-01-31,July 2021,Anticipated,2021-07-31,July 2021,Anticipated,2021-07-31,NA,Observational,COVID-19CAST,NA,Case Series Study to Detect SARS-CoV-2 in Semen of COVID-19 Patients,Case Series Biomedical Study to Detect the Presence of SARS-CoV-2 in Semen of Patients Diagnosed With COVID-19 Disease,Recruiting,NA,NA,100,Anticipated,Igenomix,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:45Z,2021-10-12T06:32:45Z,1014800,NCT04717011,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-16,NA,NA,2021-04-07,2021-01-19,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-04-07,2021-04-08,Actual,"March 1, 2021",Actual,2021-03-01,April 2021,2021-04-30,November 2022,Anticipated,2022-11-30,November 2022,Anticipated,2022-11-30,NA,Interventional,STOPCOVID19,NA,"Safety, Testing/Transmission, and Outcomes in Pregnancies With COVID-19","Safety, Testing/Transmission, and Outcomes in Pregnancies With COVID-19",Recruiting,NA,Not Applicable,420,Anticipated,Washington University School of Medicine,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:32:39Z,2021-10-12T06:32:39Z,1014422,NCT04718220,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-21,NA,NA,2021-09-23,2021-01-21,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-09-23,2021-09-24,Actual,"May 30, 2021",Actual,2021-05-30,September 2021,2021-09-30,March 2022,Anticipated,2022-03-31,March 2022,Anticipated,2022-03-31,NA,Interventional,NA,NA,Safety and Tolerability Study of IV ST266 in COVID-19 Subjects,"A Phase 1, Multi-Center, Open-Label, Safety and Tolerability Study of Intravenous Administration of ST266 in Subjects With Confirmed COVID-19 Infection",Recruiting,NA,Phase 1,12,Anticipated,"Noveome Biotherapeutics, formerly Stemnion",NA,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:21Z,2021-10-12T06:32:21Z,1013233,NCT04720378,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-10-21,NA,NA,2021-01-20,2021-01-20,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-01-20,2021-01-22,Actual,"October 6, 2020",Actual,2020-10-06,January 2021,2021-01-31,June 2021,Anticipated,2021-06-30,May 2021,Anticipated,2021-05-31,NA,Interventional,NA,NA,[COVID-19] Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,Recruiting,NA,Not Applicable,60,Anticipated,Augusta University,NA,5,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:32Z,2021-10-12T06:32:32Z,1013920,NCT04719208,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-20,NA,NA,2021-04-30,2021-01-20,2021-01-22,Actual,NA,NA,NA,NA,NA,NA,2021-04-30,2021-05-06,Actual,"June 22, 2020",Actual,2020-06-22,April 2021,2021-04-30,"October 11, 2020",Actual,2020-10-11,"October 11, 2020",Actual,2020-10-11,NA,Observational,NA,NA,Migrant Workers' Responses to the COVID-19 Pandemic,Responses of International Migrant Workers to Large-Scale Dormitory Outbreaks of COVID-19: A Population Survey,Completed,NA,NA,1011,Actual,Yale-NUS College,NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,"Due to stipulations by the Institutional Review Board, data cannot be shared.",2021-10-12T06:32:36Z,2021-10-12T06:32:36Z,1014185,NCT04718519,Coronavirus Infections,coronavirus infections,mesh-list
NA,2021-01-14,NA,NA,2021-09-03,2021-01-14,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-09-03,2021-09-05,Actual,"September 1, 2021",Actual,2021-09-01,September 2021,2021-09-30,"December 31, 2022",Anticipated,2022-12-31,"January 31, 2022",Anticipated,2022-01-31,NA,Interventional,INTEL,NA,INvestigating TELmisartin Study,"Randomized, Double-Blind, Placebo-Controlled Pilot Clinical Trial of the Safety and Efficacy of Telmisartan for the Treatment of COVID-19 in Hospitalized Patients",Recruiting,NA,Phase 2,40,Anticipated,University of Hawaii,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:54Z,2021-10-12T06:32:54Z,1015535,NCT04715763,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-19,NA,NA,2021-01-19,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-19,2021-01-20,Actual,"September 15, 2020",Actual,2020-09-15,January 2021,2021-01-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Observational,NanoCOAT,NA,The Nanowear Wearable Covid-19 Observational and Analysis Trend,The Nanowear Wearable Covid-19 Observational and Analysis Trend,Recruiting,NA,NA,100,Anticipated,Nanowear Inc.,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:45Z,2021-10-12T06:32:45Z,1014762,NCT04717024,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-18,2021-03-31,NA,2021-04-06,2021-01-18,2021-01-20,Actual,2021-04-06,2021-04-08,Actual,NA,NA,NA,2021-04-06,2021-04-08,Actual,"January 28, 2021",Actual,2021-01-28,April 2021,2021-04-30,"March 25, 2021",Actual,2021-03-25,"March 25, 2021",Actual,2021-03-25,NA,Interventional,NA,NA,APTâ„¢ T3X on the COVID-19 Contamination Rate,Use of APTâ„¢ T3X to Decrease the COVID-19 Contamination Rate in Humans,Completed,NA,Not Applicable,100,Actual,University of Nove de Julho,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:32:52Z,2021-10-12T06:32:52Z,1015298,NCT04716426,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-19,NA,NA,2021-03-15,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-03-15,2021-03-17,Actual,"January 20, 2021",Actual,2021-01-20,March 2021,2021-03-31,"March 20, 2021",Anticipated,2021-03-20,"February 20, 2021",Actual,2021-02-20,NA,Interventional,NA,NA,Evaluation of Ivermectin Mucoadhesive Nanosuspension as Nasal Spray in Management of Early Covid-19,"Faculty of Medicine ,South Valley University",Recruiting,NA,Phase 2/Phase 3,150,Anticipated,South Valley University,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T06:32:48Z,2021-10-12T06:32:48Z,1014979,NCT04716569,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-14,NA,NA,2021-01-15,2021-01-15,2021-01-19,Actual,NA,NA,NA,NA,NA,NA,2021-01-15,2021-01-19,Actual,"June 19, 2020",Actual,2020-06-19,January 2021,2021-01-31,"June 1, 2022",Anticipated,2022-06-01,"February 1, 2021",Anticipated,2021-02-01,NA,Observational,NA,NA,Prognostic Value of Flow-mediated Dilation in Hospitalized COVID-19 Patients,Prognostic Value of Flow-mediated Dilation in Hospitalized Patients With SARS-CoV-2 Infection: an Observational Prospective Study,Recruiting,NA,NA,250,Anticipated,University of Sao Paulo General Hospital,NA,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:33:07Z,2021-10-12T06:33:07Z,1016430,NCT04714125,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-17,NA,NA,2021-07-21,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-07-21,2021-07-22,Actual,"January 18, 2021",Actual,2021-01-18,July 2021,2021-07-31,"August 31, 2021",Anticipated,2021-08-31,"May 18, 2021",Actual,2021-05-18,NA,Interventional,NA,NA,Prospective Two-arm Study of Fertility in Men With COVID-19,Prospective Two-arm Study of Fertility in Men With COVID-19,Recruiting,NA,Not Applicable,88,Anticipated,I.M. Sechenov First Moscow State Medical University,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:52Z,2021-10-12T06:32:52Z,1015330,NCT04716179,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-14,NA,NA,2021-08-25,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-08-25,2021-08-26,Actual,"July 16, 2020",Actual,2020-07-16,August 2021,2021-08-31,"May 31, 2021",Actual,2021-05-31,"January 14, 2021",Actual,2021-01-14,NA,Interventional,NA,NA,TranSfUsion of coNvalescent plAsma for the Early Treatment of pneuMonIa in COVID-19 Patients,TranSfUsion of coNvalescent plAsma for the Early Treatment of pneuMonIa Due to SARS-CoV2 (TSUNAMI Study): a Multicenter Open Label Randomized Control Trial,Completed,NA,Not Applicable,474,Actual,Istituto Superiore di SanitÃ ,NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:32:48Z,2021-10-12T06:32:48Z,1014957,NCT04716556,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-10-02,NA,NA,2021-01-19,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-19,2021-01-20,Actual,"October 5, 2020",Actual,2020-10-05,January 2021,2021-01-31,"September 5, 2021",Anticipated,2021-09-05,"May 30, 2021",Anticipated,2021-05-30,NA,Interventional,DOXYCOV,NA,Safety and Efficacy of Doxycycline and Rivaroxaban in COVID-19,"Open-label, Randomized Trial of the Safety and Efficacy of Doxycycline and Rivaroxaban Therapy Versus National Standard Therapy in Ambulatory Patients With Mild Symptomatic COVID-19",Recruiting,NA,Phase 4,200,Anticipated,Yaounde Central Hospital,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,one year after completion,Data will be shared upon request and approval by the National COVID19 Scientific Board,NA,Yes,Data will be shared upon request and approval by the National COVID19 Scientific Board,2021-10-12T06:32:58Z,2021-10-12T06:32:58Z,1015915,NCT04715295,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-09,NA,NA,2021-06-28,2021-01-16,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-06-28,2021-06-29,Actual,"February 2, 2021",Actual,2021-02-02,June 2021,2021-06-30,"December 30, 2021",Anticipated,2021-12-30,"September 30, 2021",Anticipated,2021-09-30,NA,Interventional,NIV COVID19,NA,"Comparison of High Flow Nasal Cannula (HFNC), Face-mask Non-Invasive Ventilation (NIV) & Helmet NIV in COVID-19 ARDS Patients","Comparison of High Flow Nasal Cannula (HFNC), Face-mask Non-Invasive Ventilation (NIV) & Helmet NIV in COVID-19 ARDS Patients",Recruiting,NA,Not Applicable,360,Anticipated,Sultan Qaboos University,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,after July 2021,NA,NA,Yes,Publish in a journal,2021-10-12T06:32:58Z,2021-10-12T06:32:58Z,1015876,NCT04715243,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-18,NA,NA,2021-01-18,2021-01-18,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-18,2021-01-20,Actual,"December 30, 2020",Actual,2020-12-30,January 2021,2021-01-31,"March 30, 2022",Anticipated,2022-03-30,"May 30, 2021",Anticipated,2021-05-30,NA,Interventional,NA,NA,"Safety and Immunogenicity Study of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Adults","A Phase 1/2a, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Investigate the Safety, Tolerability, and Immunogenicity of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Subjects",Recruiting,NA,Phase 1/Phase 2,170,Anticipated,"Genexine, Inc.",NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:54Z,2021-10-12T06:32:54Z,1015473,NCT04715997,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-15,NA,NA,2021-07-08,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-07-08,2021-07-12,Actual,"February 18, 2021",Actual,2021-02-18,July 2021,2021-07-31,"June 7, 2021",Actual,2021-06-07,"May 25, 2021",Actual,2021-05-25,NA,Interventional,Hesperidin,NA,Study of Hesperidin Therapy on COVID-19 Symptoms (HESPERIDIN),"A Phase 2, Randomized, Double-blind, Placebo-controlled Study of Hesperidin Therapy on COVID-19 Symptoms: The Hesperidin Coronavirus Study (Hesperidin)",Completed,NA,Phase 2,216,Actual,Montreal Heart Institute,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:53Z,2021-10-12T06:32:53Z,1015429,NCT04715932,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-09-19,NA,NA,2021-01-15,2021-01-15,2021-01-19,Actual,NA,NA,NA,NA,NA,NA,2021-01-15,2021-01-19,Actual,"February 20, 2020",Actual,2020-02-20,January 2021,2021-01-31,"April 20, 2020",Actual,2020-04-20,"March 30, 2020",Actual,2020-03-30,NA,Observational,NA,NA,Montelukast - a Treatment Choice for COVID-19,Using Montelukast to Treat the Patients Infected With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),Completed,NA,NA,150,Actual,University of Sargodha,NA,NA,4,NA,FALSE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,Samples With DNA,Nasal Swab samples,NA,NA,NA,Undecided,NA,2021-10-12T06:33:05Z,2021-10-12T06:33:05Z,1016382,NCT04714515,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-18,NA,NA,2021-08-03,2021-01-18,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-08-03,2021-08-05,Actual,"April 14, 2021",Actual,2021-04-14,August 2021,2021-08-31,"December 1, 2021",Anticipated,2021-12-01,"December 1, 2021",Anticipated,2021-12-01,NA,Observational,NA,NA,Evaluating the Impact of COVID-19 (Coronavirus) on Research in Care Homes,Evaluating the Impact of COVID-19 on Research in Care Homes,Recruiting,NA,NA,200,Anticipated,The Royal Wolverhampton Hospitals NHS Trust,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:32:46Z,2021-10-12T06:32:46Z,1014873,NCT04716972,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-18,NA,NA,2021-01-19,2021-01-19,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-19,2021-01-20,Actual,"October 9, 2020",Actual,2020-10-09,January 2021,2021-01-31,"December 18, 2020",Actual,2020-12-18,"December 12, 2020",Actual,2020-12-12,NA,Interventional,NA,NA,Feasibility of Ayurveda in Patients With Mild-to-Moderate COVID-19: A Community-Based Participatory Research,A Community-Based Participatory Research to Assess the Feasibility of Ayurveda Intervention in Patients With Mild-to-Moderate COVID-19,Completed,NA,Not Applicable,28,Actual,Aarogyam UK,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:32:48Z,2021-10-12T06:32:48Z,1014949,NCT04716647,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-15,NA,NA,2021-01-20,2021-01-18,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-20,2021-01-22,Actual,"November 18, 2020",Actual,2020-11-18,January 2021,2021-01-31,"December 22, 2020",Actual,2020-12-22,"December 2, 2020",Actual,2020-12-02,NA,Observational,NA,NA,Rapid Antigen Testing for SARS-CoV-2 Among Healthcare Workers to Prevent Spread of COVID-19,Usefulness of Rapid Antigen Testing for SARS-CoV-2 Among Healthcare Workers to Prevent Spread of COVID-19 in the Hospital: a Pilot Study,Completed,NA,NA,36,Actual,The University Clinic of Pulmonary and Allergic Diseases Golnik,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,IPD are available on request from PI.,2021-10-12T06:32:52Z,2021-10-12T06:32:52Z,1015241,NCT04716088,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-07,NA,NA,2021-01-14,2021-01-14,2021-01-15,Actual,NA,NA,NA,NA,NA,NA,2021-01-14,2021-01-15,Actual,"November 9, 2020",Actual,2020-11-09,January 2021,2021-01-31,January 2023,Anticipated,2023-01-31,January 2022,Anticipated,2022-01-31,NA,Interventional,ARTAN-C19,NA,Clinical Experimentation With Tenofovir Disoproxyl Fumarate and Emtricitabine for COVID-19,"Clinical, Control, Double-blind, Randomized Experimentation With Tenofovir Disoproxyl Fumarate and Emtricitabine for COVID-19",Recruiting,NA,Not Applicable,219,Anticipated,Universidade Federal do Ceara,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:33:19Z,2021-10-12T06:33:19Z,1017391,NCT04712357,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-12,NA,NA,2021-01-13,2021-01-13,2021-01-15,Actual,NA,NA,NA,NA,NA,NA,2021-01-13,2021-01-15,Actual,"November 1, 2020",Actual,2020-11-01,January 2021,2021-01-31,"November 1, 2022",Anticipated,2022-11-01,"November 1, 2021",Anticipated,2021-11-01,2 Years,Observational [Patient Registry],NA,NA,HIV/COV in Ukraine-NL,COVID-19 in People Living With HIV in Light of the 90-90-90 Goals: A Netherlands/Ukraine Research Collaboration.,Recruiting,NA,NA,2000,Anticipated,Erasmus Medical Center,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Data will be kept up to 15 years,NA,NA,Yes,Other research group can contact the PI with a research question to gain access to IPD.,2021-10-12T06:33:22Z,2021-10-12T06:33:22Z,1017581,NCT04711954,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2021-01-13,NA,NA,2021-01-14,2021-01-14,2021-01-15,Actual,NA,NA,NA,NA,NA,NA,2021-01-14,2021-01-15,Actual,"September 8, 2020",Actual,2020-09-08,January 2021,2021-01-31,"February 28, 2021",Anticipated,2021-02-28,"January 31, 2021",Anticipated,2021-01-31,NA,Observational,COVID-CRC,NA,Effects of COVID-19 Pandemic on the Diagnosis and Outcomes of Colorectal Cancer (COVID-CRC),"Impact of the Healthcare Lockdown Due to COVID-19 Pandemic on the Diagnosis, Treatment and Outcomes of Patients Affected by Colorectal Cancer Requiring Surgery: Results From a Retrospective Multicentric Study in Northern Italy",Recruiting,NA,NA,2000,Anticipated,University of Bologna,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:33:20Z,2021-10-12T06:33:20Z,1017488,NCT04712292,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-07-02,NA,NA,2021-01-18,2021-01-18,2021-01-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-18,2021-01-20,Actual,"August 23, 2019",Actual,2019-08-23,January 2021,2021-01-31,"February 2, 2022",Anticipated,2022-02-02,"August 22, 2021",Anticipated,2021-08-22,NA,Observational,PASSPORT,NA,Physiology and Structure of the Small Airways in Patients With Chronic Airflow Obstruction or COVID-19,Physiology and Structure of the Small Airways in Patients With Chronic Airflow Obstruction or COVID-19,Recruiting,NA,NA,42,Anticipated,Imperial College London,NA,NA,1,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:32:55Z,2021-10-12T06:32:55Z,1015490,NCT04716023,Coronavirus Infections,coronavirus infections,mesh-ancestor
